Trial,Behavior,Start,End
50,valve opened,6854.59,6859.59
,noise generation,6895.59,6930.89
,walk,6960.59,6976.59
51,valve opened,7008.59,7013.59
,noise generation,7049.59,7084.89
52,valve opened,7162.59,7167.59
,noise generation,7203.59,7238.89
,walk,7247.59,7256.59
,walk,7260.59,7266.59
,walk,7288.59,7303.59
53,valve opened,7316.59,7321.59
,noise generation,7357.59,7392.89
,walk,7453.59,7458.59
54,valve opened,7471.59,7476.59
,noise generation,7511.59,7546.89
,walk,7531.59,7583.59
55,valve opened,7624.59,7629.59
,noise generation,7666.59,7701.89
,walk,7697.59,7702.59
,walk,7725.59,7731.59
,walk,7760.59,7766.59
56,valve opened,7779.59,7784.59
,noise generation,7820.59,7855.89
57,valve opened,7932.59,7937.59
,walk,7971.59,7977.59
,noise generation,7974.59,8009.89
,walk,8054.59,8124.59
58,valve opened,8086.59,8091.59
,noise generation,8128.59,8163.89
,walk,8221.59,8466.59
59,valve opened,8240.59,8245.59
,noise generation,8282.59,8317.89
60,valve opened,8394.59,8400.59
,noise generation,8436.59,8471.89
,two photon imaging,,8483.59
