x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028
106,0,0.6706059,0,0.6929332,0,0.06288001,1.1927105,0.1250039,0.124118,0,0,0,0,0.30012524,0,0.22315687,0.41985476,1.7489043,1.1726183,0.7840647,0,0,0,0,1.5087085,0,1.629146,0,0
107,1.6115427,0,0,0.6951657,1.1652315,0.25601327,0,0,0.402418,0,0.98912096,0,0,0.7851202,0,0,0,1.3403819,0,0,0.50770485,0,0.1849606,3.7007186,0,2.948372,0,0.71655494,0.4775574
108,0,13.683114,0,1.4766434,1.156731,1.5530486,0.17987417,0,0,1.8368249,0,0.4909652,1.2391025,1.6177223,0.6451373,0.9824568,0,5.986473,0,0.2917053,0,1.7995863,0,0,0,0,0,1.937904,0.131748
109,2.8782687,0.061943177,0,0,0.32988176,0,0,0.4600152,0.09887822,0,0,0,0,0,0,0,0,0,0.08803239,0,0.27459583,0,0.40957734,1.9738692,0.2617266,0,2.2069955,0,0
110,2.2168777,0,0.23296927,0,0,0,0.12775779,0,0.41486028,0,0,0.35601482,0.11687522,0.4531725,0,0,0,0.2898781,0.10675267,0.7311989,1.1955695,0,0,0.08683563,0,1.565618,6.693776,0,0.051482167
111,0,3.3497014,0,0,1.6386306,0,0,0,0.5478549,1.6562557,0.23137264,0.11112805,0,0.1539763,0.4939058,0,0,1.2935557,0.027453238,0,0,0.02891073,1.2255279,0,0,1.5444161,0,1.8982248,0.27934143
112,0,0,0,0,0,0.30745664,0,0,0,0,0,0.27653012,1.821725,0.6571308,0,0,0.19381379,0.010165232,0,0,0.43973127,0.6835532,0,0,0,0,0,0,0
113,0.56788486,0.3016491,0.34939757,0,0,1.44018,0,0.8055244,0,0,0,0,0.36439976,0,0,0,0.8966942,0,0.78118914,0,0.013735605,0,0,0,0,0.41004995,0,0,0
114,0,0,0,0,0,0,0.44455728,0,0,0,0,0,0,0,0,0.30378553,0,0,0,0.18370833,0.44002992,0,0.37831977,0,0.15077837,0,0,0,0.69019026
115,0,0.123539835,0,0,0,0,0.29867476,0.19481316,0,0.96987224,0.24642216,0,0,0.42563453,0.07235252,3.1628416,0.14642824,0,0,0.49592966,0.9141705,0.8212698,0,0,0.906468,0,2.7778227,1.166574,0
116,0,2.5905445,0,0,0,0,0.18696834,0,0.4325019,0,0.097884744,0,0,0,0,0,0,0,0,0,0,0,0.107058816,3.9298325,0,0.32780948,4.5583134,0.24195856,0
117,0,5.799191,0,0,0,1.1728909,0,0.30442983,0,0,0,0.9293281,0,0.6612027,0.13729517,0.9912951,0.2474346,0,0.25086856,0,0,0.49468252,0,0,0.13795234,0,0,0.5598627,0.75960094
118,0,1.5452677,0,0,1.1201185,0.81119084,1.3885546,0,0,0,0.53956723,0,0,0,0,0.9351686,0.4943616,1.0379832,0,0,0,1.249228,0,0,1.0375429,0,4.162835,0.3335548,1.6157898
119,0.7817758,1.0927004,0.09301526,0,0,0.36071056,0,0,0,0,0,0,0.7495364,0,0,0,0.7997973,0,0,0,0,0,0,0.7735542,1.2345625,1.3452096,0,0,0
120,1.0313673,8.010736,0,0.49955833,1.7256668,0.7625925,0,0.6263753,0.79033154,0,0.70353526,0.12642528,0,0.1500254,0.27409637,0,0,1.7380818,0,1.1215237,0,1.1279998,0.014404137,0,0,1.206095,0,0.29327983,0
121,0,0,0.04258348,0,0.29473716,0,0.40827587,0.020278435,0.3103137,0.39045578,0,0,0,0.27436152,0,0,0,0,0,0,0,0,0,0.46454984,0,0,0,0.28018713,0
122,3.0847456,0,0.88525313,0.82538885,0,0,1.0379264,1.0093226,0.23812805,0,0.57491213,0,0,0,0,1.3341147,0,0,0.43293566,0,0,0,0,0.12942427,0,0.26275286,0,0.10973007,0
123,0,0,0.28195298,2.1131034,0,0,0,1.2501231,0,0,0.2915161,0.20117244,0,0,2.0833373,0.08162804,0,0,0.9354338,0.099235795,0,0,0,0,0,0.18264094,0,0,0
124,0,1.6801466,0,0,0,0,0.5771067,0,0,0.50747937,0.69157994,0,0,0,0.34177452,0.385247,0,0,1.4593583,0,0,0,0.44182965,3.559089,0,1.2584062,0,0,0
125,0.2630182,0.4982177,0.19387946,0.16919038,1.0442781,0.22510241,0,0.21002117,0,0.80906427,0,0,0,0,0,0,0.2092357,0,0,0,0.99271417,0,0,0,0.30605435,1.125954,2.89472,0,0
126,0.19098385,4.3331895,0.15854272,0,0,0,0,0,0,0.06174999,0,0,0,0,0,0,0,0,0.47240114,0.15362993,0.7292811,0,0.3145367,0,0,0.33943847,1.5390882,0,0
127,0,0,0.2113612,0,0,0,0,0,0,0,0,0,0.062741764,0,0,0.3243939,0,0.39928633,0,0,0,0,0.50665367,0,0.24746238,0.763392,4.2238245,0.6506593,0.12852037
