Trial,Behavior,Start,End
,both in vain,1920.59,1922.59
,both in vain,1923.59,1925.59
,both in vain,1926.59,1930.59
14,valve opened,1930.59,1933.59
,cont missed,1933.59,1935.59
,walk,1936.59,1945.59
,both reach,1963.59,1969.59
,cont in vain,1971.59,2001.59
,both in vain,2007.59,2017.59
,both in vain,2018.59,2019.59
,both in vain,2020.59,2021.59
,both in vain,2022.59,2025.59
,both in vain,2026.59,2027.59
,both in vain,2028.59,2030.59
,both in vain,2031.59,2033.59
,both in vain,2034.59,2037.59
15,valve opened,2076.59,2079.59
,cont reach,2079.59,2111.59
,both in vain,2114.59,2121.59
,both in vain,2124.59,2130.59
,both in vain,2133.59,2136.59
,both in vain,2137.59,2139.59
,walk,2140.59,2160.59
16,valve opened,2192.59,2195.59
,cont reach,2228.59,2270.59
17,valve opened,2342.59,2345.59
,cont reach,2346.59,2372.59
18,valve opened,2460.59,2463.59
,noise generation,2500.59,2535.89
19,valve opened,2611.59,2615.59
,noise generation,2651.59,2686.89
20,valve opened,2762.59,2766.59
,noise generation,2802.59,2837.89
21,valve opened,2913.59,2917.59
,noise generation,2953.59,2988.89
22,valve opened,3064.59,3068.59
,noise generation,3104.59,3139.89
23,valve opened,3215.59,3219.59
,noise generation,3255.59,3290.89
24,valve opened,3367.59,3370.59
,noise generation,3407.59,3442.89
25,valve opened,3518.59,3521.59
,noise generation,3558.59,3593.89
26,valve opened,3669.59,3672.59
,noise generation,3709.59,3744.89
27,valve opened,3820.59,3824.59
,noise generation,3860.59,3895.89
28,valve opened,3971.59,3975.59
,noise generation,4011.59,4046.89
29,valve opened,4122.59,4126.59
,noise generation,4162.59,4197.89
30,valve opened,4273.59,4277.59
,noise generation,4313.59,4348.89
31,valve opened,4424.59,4428.59
,noise generation,4464.59,4499.89
,walk,4574.59,4582.59
32,valve opened,4575.59,4579.59
,noise generation,4615.59,4650.89
,walk,4714.59,4717.59
,both in vain,4719.59,4723.59
,both in vain,4724.59,4729.59
33,valve opened,4727.59,4731.59
,both reach,4730.59,4731.59
,both in vain,4732.59,4733.59
,both in vain,4734.59,4736.59
,walk,4737.59,4760.59
,both in vain,4761.59,4764.59
,both in vain,4765.59,4768.59
,both in vain,4769.59,4773.59
,walk,4774.59,4829.59
34,valve opened,4844.59,4848.59
,noise generation,4884.59,4919.89
,walk,4931.59,4946.59
35,valve opened,4995.59,4999.59
,noise generation,5035.59,5070.89
,walk,5066.59,5080.59
36,valve opened,5147.59,5150.59
,noise generation,5187.59,5222.89
37,valve opened,5298.59,5301.59
,walk,5303.59,5310.59
,noise generation,5338.59,5373.89
38,valve opened,5449.59,5453.59
,walk,5466.59,5472.59
,noise generation,5489.59,5524.89
39,valve opened,5600.59,5604.59
,noise generation,5640.59,5675.89
40,valve opened,5751.59,5755.59
,walk,5756.59,5763.59
,noise generation,5791.59,5826.89
41,valve opened,5902.59,5906.59
,walk,5921.59,5931.59
,noise generation,5942.59,5977.89
42,valve opened,6053.59,6057.59
,walk,6086.59,6093.59
,noise generation,6093.59,6128.89
43,valve opened,6204.59,6208.59
,walk,6210.59,6221.59
,noise generation,6244.59,6279.89
44,valve opened,6355.59,6359.59
,walk,6352.59,6379.59
,noise generation,6395.59,6430.89
,walk,6479.59,6533.59
45,valve opened,6506.59,6511.59
,noise generation,6546.59,6581.89
,walk,6565.59,6576.59
,walk,6631.59,6645.59
46,valve opened,6658.59,6661.59
,noise generation,6697.59,6732.89
47,valve opened,6809.59,6813.59
,noise generation,6849.59,6884.89
48,valve opened,6960.59,6964.59
,noise generation,7000.59,7035.89
49,valve opened,7111.59,7115.59
,noise generation,7151.59,7186.89
,walk,7152.59,7161.59
,walk,7259.59,7265.59
50,valve opened,7262.59,7266.59
,noise generation,7302.59,7337.89
51,valve opened,7413.59,7417.59
,noise generation,7453.59,7488.89
,walk,7458.59,7472.59
52,valve opened,7564.59,7568.59
,walk,7573.59,7581.59
,noise generation,7604.59,7639.89
53,valve opened,7715.59,7719.59
,walk,7722.59,7748.59
,noise generation,7755.59,7790.89
,walk,7796.59,7806.59
54,valve opened,7866.59,7870.59
,noise generation,7906.59,7941.89
55,valve opened,8018.59,8022.59
,walk,8033.59,8042.59
,noise generation,8058.59,8093.89
56,valve opened,8169.59,8173.59
,noise generation,8209.59,8244.89
57,valve opened,8320.59,8324.59
,walk,8356.59,8358.59
,cont missed,8359.59,8363.59
,walk,8364.59,8489.59
58,valve opened,8471.59,8475.59
,two photon imaging,,8485.59
