x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053
581,0,0,2.8250203,0,0,0,2.3255851,0,0,2.5904486,0,5.8466735,1.1380774,0,1.7265859,0,1.3209577,0,8.361784,0,7.6302824,0,0,0,0.6673289,0,0,0,3.354101,3.1662834,0,0,0,0,0,1.3667554,0,0,0,0,0,0.38983187,1.1473037,0,0,0,0,0,0,0,0,0,0.038941458,1.1872638
582,0.95658547,1.6395833,0,0,0,2.2260795,0,1.4695755,3.5648923,0,0,4.5134273,2.5115232,0.17906417,2.4803379,2.0273988,0,0.59740174,0,0,0,0,0,1.1798372,0,1.6366811,0,0.073362276,0,0,1.2420076,3.4293377,0,7.803814,3.4262042,0,11.270234,0,0,8.306565,0.5057481,0,3.4337063,1.802723,0,0,3.4867997,0,0,0.60272413,0,0,0.080119334,1.3995258
583,1.2074275,3.5565505,0,0,0,0,0,0,3.866962,2.7918155,3.2195327,0,0,0,0,0,0,2.1851385,0,2.8084562,0,0,0,1.4119198,5.067753,1.0458328,0,0,0,5.358685,0,0,0,0,7.181006,0,0,0.3905479,0,0,2.3614016,0.054361,0,0,0,0,0,0,0,3.4578233,0,2.2630208,0,0
584,3.1091325,1.1861696,1.4993607,0,2.2829764,1.9174275,0.3261318,0,0,0,0.92537874,0,0,2.0875754,0,0,1.0905364,0.951949,0,0,0,2.0474005,4.5720954,0,1.6589386,3.640963,0,0,2.0885057,0,0,9.614938,0,0,13.635011,6.840362,0.8870416,4.874255,7.5444574,0,0,0,1.8179125,0.11214811,0.21143101,0,0,3.8882635,0,0,0,0,8.4549885,0
585,0,0.15521604,0.30457583,0,0,0,0,0,0,0,2.2607288,3.4781048,0.5025109,0.5959044,7.812586,2.9182897,0,0,2.3006246,0,0,0.97363573,0,0,0,0,0,0,0,0,2.8055878,0.8634833,0,0,0,0,0,0,3.9260983,0,0,0,0,0,0.609826,2.6439505,2.1254857,8.069038,0.4712476,2.6829417,0.25807437,0.54027104,0,1.7773412
586,0,1.0105963,0,0,2.4016955,0.7998325,0,5.591649,2.2933705,1.9572685,0,3.5316277,0,0,0,0,1.5491949,0.7385758,0,1.7373217,0,0,0,0.027025945,0,0,0,0.64283234,0,0,0.3093238,0,0,0,0,0,0,0,0,0.14317913,0,0,0.48998883,1.3392237,0,0.6406023,1.9203283,6.7340536,1.6818331,0,0,3.7183976,8.514741,0
587,0,3.673471,0.03867354,0,0,0,0,0,1.3649422,0,0,11.024989,0,2.8009884,0,0,0,1.0063182,6.4327517,0.53462905,0,0,0,1.7416118,0,1.4545394,0,0,0,0,0,1.1079158,1.0082307,0,0,0,0,0,0.17436369,0.29224238,0.8583351,0,0,0,1.6984092,0.29537803,0,0,0,0,0,0,4.342262,0.1578243
588,0.962859,0,0,0,0,2.5925584,0.9941677,0,0,0,0,0,0.39439046,0,11.984819,0.605641,0,0,0,1.5295196,0,0,0,1.8404537,0.5510534,0,1.7162795,0,0.27798104,7.227283,0,4.9805703,3.3956807,0,3.975436,1.328982,4.1580257,0.1260555,0,1.1215692,0,0,0.9672901,0,0,0,0,6.9111876,0.09179244,0,2.1049669,0,0,0
589,5.5151305,0,0,1.2480593,0,0,0,1.1690176,5.0213428,0,0,0,0,0,0,0.8236334,0.76055783,0,7.350525,0,0,3.571353,0,0,0,1.1245487,1.3839216,0.26356006,0,0,2.009299,0,0,23.76666,0.29425183,0,2.8330204,1.3599886,0,2.1598797,0,0,0,1.0030106,0,0,0,0,0.24087632,0,1.6159105,0.44638395,0,0
590,1.7878664,2.225695,0,4.2509217,0,0.27078295,0,2.5147245,0,0,3.5810723,0,0.80131996,1.8766217,0,0.22159846,0,0,0,0,0,0.79768354,0,2.5487776,1.4071282,1.1547688,0,0,0,7.5317216,0,4.4065785,0,15.657006,0,0,0.49775857,0,2.6120112,3.8225815,0,0.072668955,2.4283476,1.657756,0,0,1.3122401,0,0,0,1.1399754,0,0,0
591,0,0,6.106146,0,1.6246386,4.7909265,0,0,0,4.6658297,2.4232483,0,0,4.9635673,3.6026335,0.38088104,0,0,1.0960468,0,0,4.034912,0.060907863,0,0,0,2.1788013,0,0.32464236,1.5344328,0.53844947,0.8473745,1.7947869,0,0,0,0,0,7.4079385,3.2517993,0,0.087512285,0,0,2.8710718,0,1.9132007,4.751608,0,0,1.6718613,0.44817406,0.542091,0
592,0,0.8998747,0,0.32891187,1.0831219,1.5759239,0,0,0.04715886,3.4971619,0.6492189,1.0162932,0,1.8423088,0,0,0,2.4726546,2.1445365,0,0.71891147,4.4011364,4.353979,0,0,0,0,0,0.7953713,0,1.5320594,0,0,0,6.0030346,2.077469,0,0,0.25397968,0,2.2245195,0,0,0,0,0,0,4.670879,0,0,0,0,17.092272,0
593,4.817924,0,0,6.1821365,0,2.658271,0,0,0,0,1.3539468,1.1278185,0,1.6272551,2.462442,0,0,0,0,2.7896807,0,0,0,0,0,0,1.2092934,0.02236217,0.52038586,0,0,0,2.9274228,0,0,0,0,0,0,0,0.5858452,0,0,0,0,0,0,0,1.2886436,0.97588164,0,0,0,0
594,6.0739284,0,0,0,0,0,0.8317801,0,0,0,0,0,0,0.43168867,0,0.4828396,0.48245043,0,3.1116893,0.6077613,0,0,1.0169959,0,0,0,0,0,0,0,0,6.621942,0,0,5.8962336,0,0,0,0,0,0,0,0,0.19849841,0.14257579,3.1717455,0,0.70825714,5.4419436,0,0,3.9202766,0,0.48230615
595,1.8933368,0,0,0,0,0,1.1682177,0,0,0,1.0755908,1.254114,1.7719903,0,0,0,0,0.73461825,0,0,7.9542894,1.9086543,0,0,2.043097,0,0,0,0,0,0,0,0,6.2135396,0,0,6.331027,0.4834392,2.2978861,2.7091434,0,0.05185973,0,0.8795441,0,0.3791826,0,0,0,0,1.1522636,0,0,0.56093806
596,0,0,0,2.5353048,3.4438374,0,0,0,0,0,0.4434439,3.4474552,3.530691,0,0,0,0,2.6902027,0.000658992,0,0,0,3.0900104,1.2268792,1.2352866,0,0,0,1.7205869,0,0,5.7884755,0,2.8334937,0,0,13.961415,7.9809575,7.5580916,0,0.7153087,1.7621611,1.0568987,1.6909415,0,1.5344025,3.8325214,0,0,0,0,0,0,0
597,0,4.976753,0.91624993,0,2.9015474,0,5.256263,3.5782778,0,0,0,6.488627,3.8793871,0,0,2.0514095,0,2.6350806,0,0,0,0,0.70613456,0,3.2674382,1.4302588,0,0.56736565,0,2.3830762,2.3527813,0,0,21.474848,5.5563974,1.545255,0,0.32856354,3.4881234,0.99605846,0,0,7.9150634,0.4846441,0.023309322,0.40725616,0,0,2.9904766,4.7526903,0,0.6010463,0.8508672,1.1262051
598,0,0.71574616,0,0,0.25967714,3.8556914,0,0,1.8292582,0,1.5993248,1.5573672,0.91771156,2.2414334,0,0.008620961,0.25911355,0.25553507,0,0,2.2268069,0,1.9613007,0.2975098,0,1.4252962,1.61845,0.5328189,3.7534044,0,0,0.16459718,0.4556105,0,0,0,3.6992471,0,0,0,0.2013532,3.9353468,0.5915275,0.1341837,2.4940763,0,1.5751276,0,1.7178669,0,0.29917136,0,0,0
599,0,1.0919437,0,0,0,0,1.0705557,0,0,0,0,1.431005,0.7416244,0,0,0,0,0,0,0,0,6.989292,0,0,0.8801476,0,0.93904126,0,0,0,0,12.207199,0,0,0,0,2.3466616,0,0,0,0.2788853,0.54897785,0,0,2.6665893,0.8906236,1.3438059,0.77337617,1.7507699,2.761305,1.7814288,0,0,1.1168606
600,0,0.75269383,0,0,0,0,0,2.786353,0.25986826,1.3837179,0,0,3.085403,0,7.466834,0,1.7719555,1.3420151,0,0,0,0.063194945,0,1.4641595,0,0.5802261,0.85808426,0,0,7.9010825,4.050949,10.814218,1.7778696,0,16.538452,0,1.6227306,2.1114821,1.5387976,3.4114769,0,0.07524063,0,0,0.045978006,1.1714993,0.56395155,0,0,0,1.4772934,0,0,0.55507535
601,0,1.151827,0,0,0,1.0814769,0,0,0,0,0.6747973,0,0,0,0,0,0,1.1593856,4.193973,0,3.9281344,0,0,1.5453942,0,5.0971355,0.5070873,0,0,0,0,0,0,0.3853666,8.862004,0.645907,4.1053915,0,0,0,1.4090674,0.25526798,0,1.9969682,0,0,0.67968214,0,0.27408728,0,0,0.66298836,0,0
602,2.554944,0,0.8653163,5.602455,0,0,0,0,0,1.6696311,0,0,1.2913523,0,0,0,1.1691997,0,0,0,2.7101269,0,0,0,0,0,0.84050864,2.0737655,0,0,2.1161358,0,0,5.4319954,0,2.7926867,0,0,0,0,0,0,1.0932432,2.7557468,0,0,0,10.805077,0,0.3157315,3.456517,3.0453944,15.028697,0
603,0,0.4090429,0,0,5.3449283,5.3265185,0,2.4540124,0,2.0867128,0,0,0,3.5629745,14.478121,1.4323305,0,0,2.7391174,0,2.4983902,0,0.89563817,1.72665,0,0,0,3.8795416,2.1487901,0,0.66701496,10.081598,0.33637452,0,0,0,0,0,8.148975,7.962746,0,2.4518888,0,0,0,0.09065797,0.37245467,0,2.1872292,0,0,0.96841615,0,0
604,0,0,1.6386744,0,0,0,1.1518216,0,1.1332289,0,0,0,0,0,4.5861983,0,0,0,0,0,0,9.407843,0,0,0,0,0.22911741,0.07169528,0,3.4927442,0,0,0.15309803,0,0,0,0,0,0.69246304,0,0,2.2162638,4.3762913,0,2.5549672,0,0,0,2.521902,0.023975296,1.2692426,0,0,0
605,0,0,0,0,0,0,1.6679775,2.3130004,1.7164296,0,0,3.310958,0,0,5.4594646,1.8966695,0,0.048191745,0,2.4638855,0,0,0,0,0,0,0,0.19281593,0,0,0,0,0.9131551,0,0,0,0,0,0.44312653,0,3.224245,0,0,0.90447545,0,0,0,1.4629756,4.110851,0.053989835,0.98379815,0,0,0.95876884
606,0.29786706,7.8919005,0,0,0,0,0.6619244,0.20191324,0,6.1170993,7.4898543,0,0,0,2.8826873,0,0,1.4161122,6.2263384,1.8559138,0,1.6975129,0,0,0.05404576,3.9914386,0,0.38848317,0,0,3.0629807,0,1.6677395,0,0,0,0,0.314938,0,0.9801591,0,0,0,1.443367,0,1.9029084,5.9025283,0,0,0.051671755,0,0,3.2078774,0
607,0.7470499,0,1.3798021,0,0,0,0.6706377,0,0,0,0,0,0,0,0,0,0.7586778,0,1.487486,0,0,0,0.7555623,0,0,1.999921,2.089853,0,3.0339255,0.9045787,0.059028935,0,0,0,3.0257337,0,0,1.0449669,2.065773,6.53707,0,0,0,1.2045166,0.8516201,0,4.9326315,0,0,0.120154575,0.37071824,0,0,0.94034934
608,8.394507,0,0,0,1.2897035,0,0,5.8110604,1.0336264,0,0,0,0,0,0,0,1.2620202,1.8590314,5.2593503,1.490399,0,0,0,0,4.2953115,0,0,0,0,1.2828155,2.3370419,0,0,16.866955,13.401705,0,0,0.7603955,7.401796,4.3940578,0,0,0,0,0,0,0,0,0,1.3625333,0,0,0,1.1644812
609,1.3711871,0,2.0271325,6.2206984,0,1.0520308,4.767131,0,0,0.28172407,0,0,0,0,0,2.470758,0,0,0.48492554,2.7366085,1.3376418,2.7590218,2.102575,1.3575552,0,2.030294,0,2.8362367,0,3.231366,2.4991307,0,0,0,0,0,0,0,4.832203,0,0,0,0,0,0,0,3.223879,0,0,0,2.6729286,0,6.812542,0
610,0,1.5387124,0,0,0.06016848,0,0,1.7401533,0,0,0,1.1377516,3.0512733,0,0,2.3546157,1.0732888,1.1903558,1.6162349,1.9627734,0,4.7136517,0,0,0,0,1.300345,0,0,1.0322653,0,0,0,0,6.6664147,0,0,0,0,2.474483,0,3.9449482,3.6653485,3.2242334,0,0.54181206,0,0,0,0.063843936,0.56307036,1.1846315,0,0.018443104
611,0,0,1.9154432,0,0,0,8.491165,0.28369093,0,0.6289173,0,3.5179763,0,3.323939,7.29975,0,0,0,0,0,5.3326526,0.98017764,1.0153568,1.2207624,0.16250895,0,0,0,2.229495,2.3609166,0,5.945182,0,0,0,0,1.5548888,0,0,0.0372063,0.6868878,0.46533498,0,0,0,0.744659,1.706956,0,0,3.0629609,0.9677338,4.2095366,4.463555,0.56106997
612,0.43341252,0,0.3727625,0,0,0,0,0,4.187887,5.6131835,0,0,0,0,0,2.3544075,0.3778164,0,1.9539514,0,8.899271,3.862813,0.5716886,2.3048658,0,0,0.15465824,0,0,2.305519,0.9869268,0,0.25825393,0,0,0,0,0,0,0,1.04164,0,0,0,2.0319562,0,1.3255312,17.984955,0,0,0,0,0,0.41191328
613,2.2431197,0,0,3.561725,0.49964228,0,0,0,1.8507538,0,0.27719924,6.5737305,0,0,0,1.6924107,2.3662813,2.4758158,0,0,2.8116252,0,0,0,3.2983284,3.8792856,2.3630478,0,1.8477873,0,1.8726112,10.109115,2.3091092,0,2.4700491,0,0,0.18521245,0,0,0.16794772,3.6600564,0,2.4210508,0,0,0,4.1903596,0,0,0.30966553,0,0,0
614,0,4.768499,0,1.9289166,0,0,3.0203612,0,0,0,2.6673727,0,0,0,2.3949564,0,4.2881975,0,0,0,0,0,0,2.6158106,2.6592455,0,0,0,0,0,0.9532679,0,0,17.270512,0,0,9.273871,0,0,0,0,0.045857493,0.70049375,0,0,0,0,16.25047,0,1.7775885,0,0,0,0.24052349
615,0,0,5.0218964,0,0,0.8277865,0,0.14888151,0.9604205,0,0.13549349,0,0,0.35554495,1.55622,0,0,0,0,0.59998804,4.665016,10.692369,0,0,0,0,1.0219017,0,0,0,2.760813,0,0,0,2.0375342,1.2342945,0,0.28671524,6.068699,0,0,0,0,0.3307453,4.5616503,0,0,9.812586,1.6696602,0,0,0,5.5339055,0
616,0,0,0,0,0,0,2.5718849,0,1.6523913,0,0,0,0,0,0,0,0,3.092651,0,0.11083304,10.7715645,8.564389,0,0,0,0.04738616,0,0,0,0,0.75703007,0.59923404,0,0,3.741709,0,0,0,0,11.359131,2.8679698,2.7996182,2.4662313,0,0,0.49117607,4.995663,0,0,0,0,1.5223154,0,0
617,0,0,0.10851568,2.462652,0.7512286,2.8499672,0,0,0.076338366,0,0,0,0,0,0,0.89817977,0,0,0,1.8940915,0,0,0,3.7522779,0,0.89813715,0,0.7553292,0,1.40364,0,0,0,0,10.595295,2.7396917,3.705536,0,0,0,0,0,0,0.39790687,0,0,10.318296,0,0,0,0,3.8871553,0,0
618,0,2.07753,0.8677349,0.18292472,0,0,0.49601787,0,0,0,0,4.4436193,0,0,0,0,0,0,0,0,0,0,5.7858753,0.9664346,0,0,0.08299639,2.7549887,0,1.3140433,0.8082284,0,1.7820712,4.3238864,0,1.755965,0,0,2.3544192,1.4839329,0,1.179522,0,0,0.9034556,0,3.74715,13.841802,0.43768534,0,0,0.18334666,0,0.66930133
619,0,3.0611749,0,0.8891962,0,0,0,0,3.3118174,0,0,0,2.7096443,0.91609544,2.5737665,0,0,0,0,0,0,2.8173068,0,1.5296173,3.044693,1.3152562,0,0.32171,0.14502169,6.0711823,0,0,2.0621464,0,8.349712,0.81482124,0,2.4186156,0,0,0,0,0,0,0,0.047680274,0.47982946,0,0,0,0,0,0,0
620,0,0,0,0,0,0,1.8524946,0,0,0,5.469328,0,0.8714864,0,0,0,0.15959813,0,0,0,3.2203941,0,0,0,0,0.7831621,0,0.018167809,0.15216574,2.6844513,0,8.90065,0.25233433,20.048826,0,0,2.3645086,0.00333798,0,0,0,0.85330254,0,0.5886071,1.4389324,0,0,0,0,0,0,1.4049383,0,1.1950227
621,0,0,1.6744499,0,0.30010423,0,0,4.981638,1.8459436,0.24529867,1.6112827,0,0,0,0,3.0051503,0.50180674,0,1.1796066,0,0,0,0,2.7107556,0,0,0,0,1.256125,0,0,0,0,0,14.065358,0.56953806,0,4.1450644,0,0,0,0,0,0,1.1935242,0,0,4.5029573,0,0,0,0.16782139,1.5274237,0
622,0,0,0,0,0,1.6980181,0,0,0,0,0,0,0,0,0,0,0,3.0092337,0,1.2404712,2.075396,0,0,0,1.0603021,0,5.3016577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99052787,0,0.5401172,0,0,0,0.13767476,0,0.050780132,0,0,0
623,0.069991715,0,0,0,2.8870113,0,0,0,0.12853278,0,0.74903435,8.611226,5.0577865,1.3607126,0,2.3073158,0,0,1.6272832,0,7.800779,0.11324829,0,1.1573528,0,0,0,0,0,0,1.7911587,5.2183,0,0,0,0,0.47358853,0,0,0,2.20296,0,0.2846035,0,0,1.0706763,0,0,0,4.4352384,2.070178,0,2.0394428,1.3907341
624,2.33334,0,0.63536817,3.102544,0,3.4319997,0,0,0,7.4366617,1.8816367,3.931822,0,0.59015,0,0.43809533,0,1.5448923,0,2.0060968,0,0,1.3407466,1.2517508,0.43838492,1.6278021,0.8040801,0.28500623,1.7282814,6.637295,0,0,0,4.7283955,14.857002,0,8.775383,0,0.43480358,0,1.40664,0,0,0,0,0,0,0,4.7059193,0,0.873526,0,9.618304,0.36226448
625,2.1881592,4.09505,1.4020758,2.7548153,0,0,0,1.0309122,0.69679576,0,0,0,0,0,8.927263,0,0,0,0,0.2818941,0,6.7193713,0.9052808,0,0,4.264001,0,0,0,0,0,0,0.56210506,0,0,0,0,0,0,4.546296,0.8361963,0.6413094,3.803256,0,0,0,0,0,0,0,0,0,1.7566501,1.1692346
626,0,2.6972766,0,0,0.20111914,3.2914941,0,1.1710995,0,0.57251865,0,0,0,0,0,0,2.1139717,0.4948647,0,0.66939706,3.8776598,2.8246267,0,0,2.2107322,0.5313731,0,0,0,10.649577,0,1.8868302,0.88623154,11.159418,0,0.216377,0,0,5.9956245,0,1.1172539,0,0,2.5582721,0,0,1.8185632,18.302778,0,0.32142916,5.3448453,0,3.5420923,0
627,3.6416352,0,4.1106787,0,0,0,0,0,0.32769534,0,2.7178323,0,4.0844207,0,0.9809026,1.4068654,0,0,1.3627583,0,0,0,6.024411,0,0,0,0,0,0,0,0,0,0,6.3270774,10.553547,0,0,0.44759688,0,0,2.865008,0,0,0,0,1.5200207,0,0,0,0,0,0.88696617,0,0
628,5.5296354,6.113658,0,0.72856647,1.4379461,4.470847,6.232081,2.649655,0,4.1015725,2.2970579,0,0,0,2.3424122,0.7663686,0.79855746,0.52540773,0,0,1.0634941,4.986401,1.3820901,0,0.25369665,0,3.3623502,0.61271656,0,0.45231578,0,0,0,22.20527,26.898262,3.8028905,17.500837,1.9846071,1.7069776,4.203253,0,0.28857914,0.14049876,0,0,4.586906,0,13.424608,3.3169234,0,0.66314745,4.4811788,0,0
629,0,0,0,0,0,0,0.23610176,0,3.7912734,1.2958047,0,0,0,1.699552,0,0,4.48672,0,0,1.5258639,0,0.79317975,0.1682641,0,0,0,0,0,0,0,1.6444627,0,2.5013008,0,0,0,0,0,4.056021,4.4341726,0,0,0.6239527,1.625936,0.5191742,1.5869771,0,0,0,0.6731727,0,0,2.0789726,0
630,0,0,1.1575377,0,0.46535334,5.309432,0,1.591413,0,0,1.3646231,0,0,0,6.1449165,0,0,0,0,0,0,1.0178108,0,0,0,1.2527298,0,0,0,7.133971,0,0,0.22866194,3.3096597,0,0,1.711837,0.2439148,3.467856,3.7136166,0,0,0,0,0.5227332,0,0,0,0.95420897,0,0.068374485,0,0,0.6251971
631,2.366583,0,0.43547168,0,1.543519,4.2758164,0,0.5523184,2.02061,0.44530278,1.7353485,3.1626549,0,0.65866923,0,0,0,2.70484,1.6772922,1.5652514,5.83433,0,0,0.13602261,0.662283,0,1.9413688,2.7276452,0,0,0,0,0,3.7766414,0,0.88092333,0,0.39237192,0,2.2426443,0,3.3644423,1.4409567,0,1.910463,0,0,0,0,0,2.390394,0,13.546262,0
632,0,0.5641124,1.5542815,0,1.9890636,0,0,0,0.066531725,0,0,0,0,0,0,2.052103,0,0,0,0,2.6231074,0,1.5144997,0,0.96961844,0,0,1.3779382,3.110936,6.660437,0,0,0,18.665667,0,0,0,0.18285313,3.2300444,0,0.6885743,0,0.22197372,0,0,0,0,0,0,1.6028777,0,1.6778901,0,0
633,0,1.9003041,0,0,0,0,0,0,0.9065863,0.6646011,0,8.475579,3.2004662,0,11.384668,0,0.30262,0,4.2505555,0.38744012,0,0,0,0,0,0,0,0,4.4052215,0.7901934,0,0,2.469784,0,0,0,0,0,0,0,0,0,0,0,0.7463823,0,7.259903,9.519681,0,0,0.05467117,0,0,0
634,0,0,0,4.3625197,0.9873951,0,0.5623121,4.3257246,0,0,0,0,0,3.81062,0,3.7375088,0,3.859783,0,0,0,0,0,3.4919589,4.2779775,2.7838593,0,1.3257825,0,12.013024,0,8.694962,1.9315848,13.377447,17.75469,0,5.5631866,1.6325092,5.25106,0,0.7087648,0,0,1.5199727,0.8082991,0,0,0,3.728187,0,0.804447,1.809586,0,0
635,0,0.44559267,0.34757617,3.8625426,0.13645893,0,0,0,0,0,4.9425464,0,0.93407184,1.4815468,9.3170395,0,3.3165526,0.068433255,0,0,0,1.2558728,3.7679706,0,0,0,0,0,0.39407206,0,2.4049838,0,0,0,6.5390053,0.69369566,5.842276,0,0.4228295,3.0154054,0,3.7193966,0,2.3583407,1.1542833,3.0291867,5.553966,0,3.623145,0.08963495,0.005562481,1.2386223,0,0
636,1.6980987,0,0,0,0,0,0,2.8121622,3.0113058,0,4.8069468,0,0,0,0,0,0,4.82275,1.8893493,0,0,3.7462108,0,0.42209828,2.4082448,0,0,0,0.37669548,1.0819951,3.2874599,0,0,0,6.1391406,0.099301405,13.175237,0,5.0213933,0.35986206,0,0.6473684,0,0.34175855,0.47951528,0,0,1.3487954,1.2597713,0,2.3471532,0,0,0.8702408
637,0,0,0,0,0,0.23692973,0,0,0,0,0,0,0,0,6.8602433,0,0,0,2.4492536,0,0,0,0,1.4825724,0,3.030807,0,0.31154937,2.0556324,1.9585475,0,4.1361203,0,17.877731,7.194713,0,0,0,0,3.963541,0,0.10809671,0,1.4703605,0,1.5239897,0.013871089,0,2.0356007,0,0,0,0.59625137,0
638,0,0,0,0,0,0.10361355,0,0,0,0,0.32533368,7.7658715,0,0.1585151,3.4080205,0,0.73567957,0.41423276,0,0,0,8.694693,0,0,0,0,0,0,0,0,0,14.84929,1.6262498,13.512339,0,0,2.720107,2.1852741,0,4.3123865,0,0,1.3459493,0,0,0.0778871,3.2387722,0,0,0,0,0,1.3910098,0
639,2.4520354,3.0911212,1.3295676,0,0,0,1.4984314,3.3916125,0,0,0,0,0,0.34432745,0,1.0682626,0,2.464897,0.07745453,0.7745812,3.7725148,0,0.43846175,1.6390055,0,0,0,0,0,0,0,0,3.2458718,0.56693316,0.26118267,0.18612546,0,0,0,0,0.17547937,0,0.0039444,0,0.9376788,0,0,21.151234,0.1655401,0,0,0,3.853269,0
640,2.0809245,4.439214,0.03473162,0,0,0.24556357,0.17646109,0,6.5350776,2.877501,1.518671,0,3.7100396,0,9.233443,0,1.3106798,0,0,1.358752,0,3.7860417,0.66547924,0,0,0,0,0,0,0.51277006,0,0,0.608551,0,16.830013,0,1.3742713,0,0,0,5.2045794,0,2.948389,0,3.0794253,0,0,0,0,0,0,4.4460964,6.530049,4.212582
641,0,0,1.870062,0,0,4.134569,0,0,0,1.8650134,0,0,0.93626446,0,3.6042325,2.175111,0,0,2.6001964,0,0,14.445855,0,0,2.347357,2.29582,2.4842715,1.8276004,0.8569918,0,0,0,0,0,0,0,0,1.7844774,0,0,0,2.1478558,0,0,0.53123116,0,4.7814755,0,0,1.228141,0.07233349,0,0,0
642,0.29087034,0,0,0,0,2.5970066,0,0,0,0,0,3.5058455,0,0.8687346,0,0,0,1.7427663,0,2.6318672,0,0,2.9130075,1.552018,0.6079803,0.4654034,1.3199788,0,0,3.146383,0.103709094,0,0,0.7286461,0,0,0,0,0,3.6981754,0,0.9897954,0,0,2.4119077,0.16983183,0,0,5.145542,5.294415,0,4.143727,0,0.82926947
643,0,0,0,4.3911443,0.5223917,1.4278332,5.6232176,0,0,0,0,0,0,0.8094903,9.274941,0,0,0,0,0,0,0,0,0,0.14027478,0,0,0,0,0,0.30129,7.8447742,0,15.582634,7.517534,0,5.639622,0,0,0,0,0.80339056,3.8927386,4.724028,3.5271215,0,0,5.7602024,0,0,0.6296389,1.0004238,4.260207,0
644,0,0,0.51439995,0,1.1808461,1.6711727,0,0,0,0.14893761,0,3.6958818,0,0.070965685,0,2.7967415,0,0,0,0,4.2632523,0,6.076593,0,0,0,0,0,2.3266358,0,1.3386161,0,0.21166763,0,14.68692,3.9565198,0,0.74320817,0,5.0828977,0,1.159716,0,0,1.0132446,4.5706267,0,0,2.455818,0,1.3857286,0,0,0
645,1.1510894,0,1.4203354,0,2.2479856,0,3.5763245,0,0,0,0,0,0.22459406,2.4860597,0,0,0,0,0,0,4.587588,4.3587403,0,0.20437871,0.89404345,0,0,0.12427171,0,0,0,0,0,0,23.374846,4.2664676,0,1.926153,3.3892746,0,0,0,0,2.4682226,2.337452,0,0,0,0,1.0572503,0,0,0,0
646,0,0,0,5.024313,1.564269,0,5.7236524,0,0,2.3856113,0,0,0,1.6372825,0,0,0.5938116,1.9651121,0,1.5841812,0,0,0,0,3.077122,0,0,2.1843324,0.27411062,4.937387,3.5068412,4.4960604,0,37.5029,0,0.7410483,8.083111,0,0,2.0236392,0,0.7611413,0,0,0,2.034,3.442566,0,0,1.7083426,0.50833756,0.05983364,0,0
647,0,0,0,2.5800912,0,0,0,0,0,2.7079382,0,0,0,0,0,0,0.5906299,0,2.322614,0.61426526,6.9209385,0,1.5301868,0.55108714,0,0.5042893,0,0,2.0876322,0,0,4.01753,0.71751493,0,8.434287,0,0.23510395,0,5.139488,0,0,2.5331511,0,0,0,0,0,0,0,3.847933,3.6419404,0,0,0
648,6.8019204,0,2.455738,1.0404549,3.9207258,0.30396882,0,0,2.9978948,0,0,0,0,0,0,2.0304651,0.000124303,0,0.6229869,1.7386581,0,0,0,0,0,4.019217,0,3.5363395,0,4.8933735,0.38080865,6.6154566,2.083479,0,2.0946026,0,4.9182596,0,0,5.335776,0.55257297,0,0,0.37963086,0,3.7219563,0,3.0429516,0,1.015873,0,0,1.6283351,0
649,0,0,0,0,0,1.1584939,0,1.4164834,1.9356256,0,0,0,0,0,7.979482,2.8936481,1.7828555,0,0,0,0,0,1.8381661,0,4.168374,0,0.6123163,0,1.1222336,0,0.9768422,0,0,23.630093,15.980936,4.47765,12.5238695,2.263773,11.373466,0,0,0,0,0.6520705,2.306239,0,0,6.4900274,0,0,0,0,6.0782714,0
650,1.9292984,0,0,0,0,0,0,4.661872,0,2.5648894,3.2163458,0,1.365524,0.61114186,5.6291323,0,1.747669,0,0,2.1861413,0,0,0,4.4953327,0,0,0,0.40006363,0,0.27702925,0,0,0.45701617,0,0,0,0,0.89029884,2.6795118,0,0.7752141,0.55696386,0,0,0,0,0,0,0,0.4517621,0,0,0,0
651,0,1.7658868,3.6456711,0,2.8231869,0.44899485,1.6635268,0,0,0,0,6.6041994,0,0,7.381469,0,0,0,7.795909,0.012153885,0,0,5.435611,0.11910497,0,0,0.91661215,0,0,10.129211,0,0,0,0,0,0,0,0,0,0,0,4.749702,0.70340437,0,0,0,0,10.898441,0,0,0.5881016,0,0,0
652,0,0,0,0,0,0,2.9077313,0,0,0.09792403,0.316363,1.518542,1.4824107,1.3685932,0,0.5123607,1.0180947,0.47429642,0,0,0,0,0.6862586,0,0,0.84994245,2.6219149,0.132904,0.55803835,0,0,0.6479604,1.4746102,0,4.370616,3.7758636,0.032949314,0,0,0,4.0424037,0,0,0,0,1.8364213,10.692121,0,0,0,0,1.1191928,5.275738,0
