x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029
610,0,0,7.7052016,0,0.04839528,0,1.2726448,4.8658233,0,0,0.44912687,0.5505256,2.7258632,0,2.692026,0,0,0,0,0,0,0,0.5270471,0,3.360841,1.0892123,0,0,0.33259752,0.5491306
611,0.57101136,0.34373215,0,2.2751265,0.70197934,0,0.9744138,0,0,0,0,0,0,0,0,0.15205914,0,0,0,0,0.42992154,0,0,0,0,0,0,0,0,0.29705802
612,0.53375506,0.46585974,0,0,0,0,0.719362,0,1.068987,0,0,0,0.04621853,0,0,0,0,0.46997967,0.17837434,0,0,0,0,0,0.3776598,0,0,0,0,0.43645278
613,0.46894348,0,0,0,0,0,0,0,0,0,0,1.7629681,0,0,0,3.1914678,0,0,0,0.8081079,0,0,0,0,0,0,0,0.43037677,0,0.012085971
614,0,0,1.0449765,0,0,0,0.5745798,0,0,0,0,0,0,0.486149,3.5391228,1.7861449,1.5558121,0,0,0,0,0,0,0.49360287,0,0,0,0.032868553,0,0
615,0,0,0,0,0.46057275,1.1779163,0,0,0,0,0,0,0.33144066,0,0,2.1549363,0.4500677,0,0,0,0.31038988,0,0,0.039043967,0,0,0.7889245,0,1.2014091,0
616,2.1100793,0,0,0,0.34865722,0,0,5.80084,1.0868491,3.6904583,1.2606314,0,0,0.92053497,0,0,0,0,0,0,0.40811533,0,0,0,0,0,0.2601692,0.982494,0,1.1467816
617,0,0.64087754,0,0.38732103,0,0.025462802,0,0.11476898,0,1.17076,0,2.0186331,0,0,1.0390763,0,0.03982171,0,0.82303625,1.3311343,0,0.18430653,0,1.3626137,1.3169746,0,0.7671894,0,0.34935322,0
618,0,0.012777447,0,0,0.008508762,0,1.2994894,0.42082632,0,0.7309442,0,0,0,0,0,0.75281876,0,0,1.1168108,1.7301041,0,0,0.011410615,0,1.1405302,0.20843911,0.33877182,1.5839465,0.06320373,0
619,0,0,0,0,0,1.2001063,0.4882148,3.5188878,0.78330624,0,0,0,0.69403106,0,0,0,0,0,2.486323,0,0,0,1.2937942,0.8635882,0,0,0,1.2771804,1.0312365,0
620,0,0,0,1.4967895,0,0,0,0,0.7363917,0,0,0,0,0,0,0,0,1.085822,1.3432312,2.627011,0,0,0,0,0,0,0,0,0.22878104,0
621,0.3707511,0.1674063,0,2.5037987,0,0,0.3636099,0,0.7514705,0,0.42983884,0.1095182,0,0,0,0,3.065769,0,3.0774672,0,0.33023298,0,0,0,1.5200871,0.005702901,0,0.46286282,0,0
622,0,0,6.271967,0,0,0,0,0,0,0,1.6242948,1.8564949,0,0.53358424,3.590854,0.5056848,0,0,0,0,0,0.3998788,0,0,0,0,0,0,0,0.32789028
623,1.4111156,2.402807,0,0,0,0,0.9193682,0,0.26118016,0,0,0,0,0,0,1.7926589,0,1.3671887,0,0,0,0.29361713,2.307227,2.616594,0.74741185,0,0.08951297,0,0,0
624,0,0,0,0.23500916,0,0,0,0,0,0,0,0.7381457,0,0,0.3298338,1.4325917,1.9179572,0,0,0,0,0.5529435,0,0,1.0427884,0,0,0,0,0.60260516
625,0,0,0,0,0,0,0,2.720989,0.90611434,0.5127621,0,1.0606806,0,0,0,0,0,0.29625052,5.47043,0.41706014,0,0,0,0,0,0,0.18902363,0.34826764,0,0.66739076
626,0,0.70639414,1.7207905,2.1849122,0,0,0.07055748,0.08111565,0,0.8717759,0,0.247402,0,1.5535574,0,1.3611592,0,1.4835374,0,0.43800113,0,0.406941,0.12474361,0,0,0,0,0.3329611,0,0.17278896
627,0,0,2.2946708,0,0.93415457,0,0,0,0,0,0.2109436,0,0,0,0,0,0.3234963,0,1.2894546,0.5582678,1.1015733,1.6188217,0,0.83151245,0,1.2262586,0.62659293,0.007312347,0.18478741,1.474513
628,0.14218381,0,0,0,0,0,0,1.7651768,0,0,0,0.74412346,0.85562617,0,3.888445,0.15416102,0,0,0,1.684086,0,0,0,0,0,0,0,0,0,0
629,0.58817804,0,0.6305871,0,0,0,0,0,0,0,0,0,0,1.8987744,0,0,0,0,1.2499856,0,0,0,0,0,2.5633245,0,0,0.5313637,0,0
630,0,0,3.934724,0.26623106,0.6104784,0,0.457094,4.234359,0,0,0,0.3079944,0,0,0.6055691,0.33277178,0,0.23405346,2.5369115,0.28064016,0.63938516,1.12248,0,0,0.13978074,0,0,0.78400135,0.60913277,0.27467456
631,0,0.49825135,0,3.2713485,0,0.008461853,0,0,0,0,0.41454333,0,0.5962041,2.3123622,1.0387977,1.7959875,0.60354704,0,0,0,0,0.14378956,0,0.5502182,1.4487953,0,0.42134935,0,0.12615448,0
632,0.08119492,0.777044,0,0,0,0,0.19019589,0,0,1.3681446,0.05211756,0,0,0,0,0,0,0,0,0,0,1.1376578,0,0,0,0,0,0.6283714,0,0
633,0,2.54182,0,2.163224,1.233069,0,0,0,0,0,1.739644,0,0,0,0,0,0,1.0631822,0,0.11731965,0.1423974,0.2442092,0,0,0,2.1812105,0,0,0,0
634,0.25876114,0,0,1.336282,0,0,0.17661662,0,0.30947873,0,0.5562491,0.20109233,0,0,0,2.308459,0.8368669,0,0,0.63763344,0.6119469,0,0,1.1928622,0,0,0,0,0.13948002,0
635,0,0,0,0,0,0,0,0,0,0.4244417,0.93406606,0,0,0,0,0,0.27155447,0,0.28238413,1.4200932,0.62619734,0,1.4432702,0.39143363,0,0,0,0,0,0
636,0,0,0,0,0,0.6990273,0,0,0,1.3753457,2.6878006,0.38403833,0.087329105,0,0,0,0,0,0.38872153,0,0,0,0,0,0,0.42151445,0,0.5279449,0.73439234,0.24042189
637,0,0,0,0,0,0,0,0,1.0098715,0,0,0.24709658,0,0,0,0,0,0.50210565,2.6155453,0,0.34717745,0,0,0,0,0,3.1894612,0,0.44359988,0
638,0,0,0,0,0,0,0,0,0,0,0,0,1.9508519,0,0,0,0,2.956306,0,0,0,0,0,0,1.6067144,0,0,0,1.1219342,0.69789
639,0,0,0,0,0,0,0.1110027,0,1.8753971,2.9206858,0.279864,0,0,0,0,0,1.2655241,0,0,0.49484643,0,0,0,0,0.4509725,1.7078062,1.2861408,0,0,0.16790548
640,0,0,0,0,0,1.1122797,0,0,0,0,0,0.34309143,0,1.3001975,3.286448,0,0,0,3.3685036,0,0.11978774,1.5747486,0,1.8777153,1.966214,0.9483136,0,0,0,0.57115823
641,0,0.8496462,0.6889809,0,0.8362023,0.28526187,0,0,0,1.7756369,0,0,1.2643136,0,0,0.87145895,0,0,0,1.3043166,0,0,0.036986504,0.38378423,0.2070998,0,0.20565489,0.15628453,1.3593326,0.50677085
642,0,0.58765066,0,0,0,0,0,9.05929,0.36906213,0,0.37236854,0,0,1.7429655,0,0,0,1.0330131,0,0,0,0,0,0.42092752,0,0,0.33584368,0,0.4727896,0.62257475
643,0.21072796,0.38254353,0,5.7463555,0.582889,0.36607966,1.2107772,0,0,1.5944049,0,0,0.01927093,0,3.9065852,0,2.1169662,0,2.0307367,0,0.23287012,1.8513757,0.15194555,0,0,0,0,0,0,0
644,1.5689572,0.7924038,1.2537963,0,0.17716892,0.5894662,1.2651353,0,0,0,0,0,0,0.90196836,1.2979615,0.9237613,0,0,0,0,0,0,0,0.27491662,1.8783416,0,0.8123502,0.15111817,0,0
645,0,0.45579207,3.9901335,0,0,0,0,0,2.1133754,0,0.17587893,1.2564107,0.9684133,0,2.9382925,0,0.22630279,0.78212976,0.64706075,0,0.53432554,0,0,0,0,0,0,0,0,0
646,0.19343367,0.945727,8.810062,0,0.6443951,0,0.983279,0,0,1.3279337,0,0,0,0.18564805,2.2173169,1.6210653,0,0,0,0.753288,0.3594761,0.004977874,0,0,0,0,0.07276046,0,0.36115402,0
647,0,0,0.6012369,2.0059323,0,0,0.849297,1.271614,1.3975369,0,0,1.1081281,0,2.3053644,1.1808965,0,0,3.190907,0,2.190384,0,0.4444756,0,0,0,0.37106037,0,0.43837965,0,0.14937788
648,0,0,0,0,0,1.3451971,0.6180315,0,0,1.6947107,0,0.6085423,0,0,0,2.4647572,0,1.1055325,1.8277936,0,0,0,1.2966833,0,0,0,0.015178363,0,0.026729308,0
649,0.06705225,0,0,0,0,0,0,0.73705167,0,0,0,0,0.54203725,0.2543252,0,0,0,0,0,0,0,0.5524285,0,0,1.1982216,0.66715246,0,1.0810473,0.31731957,0
650,0,0,0,0,0,0,0,0,0.4160379,1.2722013,0,0,0,0,0,0,2.1109607,0,0,0,1.8537115,0,0,0,0,0.62382257,0.3245176,0.23180667,0.10447261,0
651,0.31147864,0,0,0,0,0.63348395,0.67652744,0,0,0,0,0,0,0,0,0.82120717,0,0,1.7647113,2.0058472,0,0,0,0,0,0,0,0,0,0
652,0,0.27630356,2.0145109,0,0.025871122,0,0,3.1497195,0.77236825,0,0,0,0,0,0,2.2016222,0,0,0,0,0.18670855,0,1.4317524,0,0.53828347,0.6702887,0,0.54954946,0,0
653,0,0,0,0,0.30840996,0,0.03432581,4.8470144,1.5181302,0,2.5695179,0,0,0.7831539,0,0,0.85124063,0,0,0,0,0,0,0.03160373,0.18102893,2.2382913,2.2428722,0,0.23717238,0
654,0.33014214,0.39128488,0,3.0188818,0,0,0,0,0,3.309025,0.65050876,0,0,0.31810397,4.5327797,0,0,0,0,0,0,0,0.9065699,0.17535669,0,0,0,0,0,0
655,0,0.25845852,10.420362,1.0933847,0.09599212,0,0,0,0.47830287,0,0,0,0,0,0,0,0,0,0,0,0,0.46271226,0.47240192,0,0,0.26949152,0,0,0,1.2300662
656,0,0,0,0,0.10075733,0,0.20324242,3.3056931,0,0.3436554,1.0183357,1.7704808,0.9203915,1.4049522,0,0.32664293,0,0,0,0,0,0,1.1835729,0,0.63341427,0,0,0.8504947,0,0
657,0,0,3.0866742,0,0,0,0,1.0661072,0,0,0,0,0,0,0.5495133,0,0.31858236,0,0,0,0,0,0.28280148,0,0,0.48041448,0,0.8571815,0,0
658,0,0,2.7618585,1.2841861,0,0,0,0,1.8858844,0,0,0,0,0,2.3838122,0,0,0,0.04334296,0.5852256,0.04780648,0,0,2.0833998,0,0.46429282,0,0,0,0.016846508
659,0,0,0,0,0,0,0.08901641,0,0,2.0482416,0,0,0.15441093,0,0,0.5103339,0,2.8547304,0,0,0,0,0,0,0,0.041114435,0,0,0.32893255,0
660,0,0.7688604,0,0.7389648,0,2.00505,0,0,0,1.1698526,1.3405396,0,0,0,3.8128128,0,0,0.10597408,1.7892903,0,0.20097627,0,0,0.091902144,0,0,3.9454973,0,0,0.508611
661,0.2814051,0,0,0,0.2697708,0,0,0,0,2.8084984,0,0,0.9375366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0.9686069,0,0,0,0.6614416,0,0,0,0,0,0.67110294,0,2.0755568,0,0,0.3630769,0,0,0,0.374649,0,0,0,0.8400483,0
663,0,0,0,0,0,1.8958019,0,0,0.41173747,0,1.0481417,0.39110777,0,0,0,0,1.9078463,0,0,0.43005222,0,0,0,0,0,0,0,0,1.2644562,0.2897143
664,0,0,0,0.4569994,0,1.1330508,0,0,0.21307796,1.2726543,1.5230132,0,0.59904706,0,1.4604369,0,0,1.4580832,4.5261493,0,0,0,2.3028107,0,0,0.8697662,2.4702907,0,0.48925036,0.14194295
665,0,0.8751045,0,1.6745399,0,0.3495629,0,0,0,2.8105514,0.1779492,0,0.25690168,0,0,0,0,0,0,0,1.457112,0,0,0,0,0.7261045,0,0,0,0
666,0,0,0,0,0.44050685,0.82824886,0,0,0.54698575,0,1.8216357,0,0,0,0.9322168,0,0,0.81455916,0,0,2.550059,0,3.5222576,0,0,0,0.78886646,0,0,0.5860354
667,0,0.8317224,0,0,0.6947203,4.5082383,0,0,0,0,0.958428,3.2726955,0.5861636,0,0.12532298,1.3237897,0,2.988749,2.5101788,0,6.2552733,0,6.6679683,0,0.22649208,0,3.3181021,0.74306285,0.84493786,6.185326
668,0.5085689,0,7.812971,1.1319468,0,9.264377,0,0,4.563187,8.812343,0.25967112,2.5591748,2.1288378,0,6.093245,2.1884658,1.6359851,1.6040777,0,0,11.0244255,2.7420144,1.8139597,16.75078,1.5274768,1.911965,4.5835156,0,0.35072935,6.392165
669,3.4468935,4.264966,2.512915,0,1.6988693,2.7172744,0,0,7.820173,0,0.25301543,0,5.476705,0,12.458857,0,2.2498164,7.5443234,0,0,5.0021796,1.1616824,5.762994,18.881935,6.5727563,4.345075,7.700598,1.6630266,3.5413117,5.8556304
670,2.0863998,4.1594815,11.668096,2.0529218,0.78433996,9.376978,0,0,4.831648,8.864448,0.54138505,11.721081,1.272431,2.1710505,13.926573,8.671847,18.865225,18.078104,0.35546732,0,8.029499,0.7718076,1.7254487,15.063857,16.523329,6.545467,5.6724277,10.633877,11.215189,2.1839385
671,1.7118524,0,0.5996802,0.023439055,0.20151404,5.9685245,0.7124411,0,8.152768,8.520257,0.1035526,3.1108005,0.019626735,1.9626666,14.944806,6.972467,6.741911,13.984165,0,0,6.7637534,6.659894,6.1729465,14.032511,6.4154935,6.588486,3.2568657,6.4569025,7.6276875,2.5446665
672,4.0299067,5.368858,21.422562,7.105945,2.6587873,6.0217047,2.3689625,0,10.2879505,13.103087,0,5.4934535,2.2769663,2.1776147,14.664294,17.397163,18.981115,13.193653,6.3582315,0.8764046,8.020316,11.8814745,7.712747,11.348908,15.911259,5.0417423,3.9537036,7.586663,4.60553,0
673,2.7638416,5.7608438,7.4869294,4.444338,2.8463082,6.3338475,2.7458696,7.7297688,8.936952,10.687303,0.33213305,7.853893,3.9884508,14.221299,13.99713,21.122408,17.048384,14.487302,3.365794,1.9382492,5.547836,9.061208,8.596679,14.208401,14.830687,4.9791217,7.837699,11.800046,7.2917666,4.1548676
674,2.9359856,4.6946325,7.4643474,0.9461946,2.3378913,0.7282571,4.5555115,0,7.7700233,9.712739,0,4.0486565,2.9249473,13.63707,21.72683,10.648316,9.132304,11.033812,0.054121714,6.479168,5.471174,9.640244,3.4310858,10.6675205,10.56218,3.3182397,4.2470417,6.8404546,6.4072733,2.9121807
675,1.7525004,0,2.0027514,5.522847,0.25637624,8.532193,5.089749,4.110062,7.0576997,5.8735476,1.2679819,10.999246,1.6735479,7.0264583,5.618638,5.3654585,9.8730135,5.96128,0,7.671995,2.0644262,6.047985,4.2573686,2.4781547,11.567318,1.4906751,2.4681258,6.55829,7.403119,0
676,0,0,4.160973,0,0,2.4830847,1.978657,2.512519,4.1938157,0,0.9494553,3.092572,0,5.881149,3.2587135,6.2241263,7.7427616,9.14156,1.7907554,9.793998,0.13894314,4.9374104,5.618928,10.12769,5.287103,1.0849535,0,0.99489796,0.21810876,0
677,0,0,0,0,0.5533862,4.4832897,2.0180035,3.079909,4.0458436,11.163734,2.7822268,0,1.4653703,0,9.497331,1.9806669,7.7000637,0.09566749,1.4340254,7.474932,0,2.4062352,2.6597464,2.5623212,0,0,0,0,2.6436145,0
678,0,1.0630296,0,0,0,2.3051908,0.704158,3.4408271,1.8708619,1.6857342,0,0,0,0,0,1.983645,1.774063,0,0.012663233,6.7204466,0,0.3910517,0.6433941,0,0,0.45768937,0,0,1.2088636,0
679,0,0,0,2.588561,0.20641702,2.8807502,0,0.3019317,7.6933513,7.9392266,0,0.8373157,0.21336582,0,3.320544,1.8061135,0,1.8501974,0,5.8795424,0,2.1808324,3.3448794,2.6260803,0,0,0.83651835,0,0,0
680,0,0,0,0,0.10575587,0.9562535,0,0,4.0451345,11.906912,0,0.5181766,0.017024599,0.3900111,0,0,0,6.591083,3.2473748,5.1992784,0.80774176,0,2.2079785,0.56797284,0,0,0.7820733,0,0,0
681,0,0,2.4460099,0,0,0,0,0,4.1664934,0.9139652,0.76979786,1.3342918,0.35449192,0,2.4526074,0,0,0,0,1.2457284,0,0.43482345,1.6067697,0,0.475191,1.5935464,0,0,0.63653547,0
682,0,0,0,0,0,0,0,0,2.631267,6.9420266,0.22460635,0.860128,0,0,0,0.5032077,0.03335642,0,0.6889144,4.717214,0,0,0.8198892,0,0,0,0,0,0,0
683,0.47579232,0.92067283,0,0,0.57925665,1.4975338,0,0,0.5423926,1.5228786,0.9895326,4.264062,0,0,0,1.357131,0,3.3255796,2.3137305,1.8559923,0,0,4.189764,0.8037055,0,0,0.70384854,0,0.8869288,0.24085917
684,0,0,0,0.5546055,0,0,0,0,0,0,0.7808193,0,0,0,0,0,2.0001147,1.1519176,0,0,0,0,4.467918,0,1.1305614,0,0,0,0.579303,0
685,0,0,2.3381672,0,0,2.153279,0,0,2.7032516,0,0,4.7791977,0,0,0,0.6133455,0,1.818617,0,0.409206,0,0,5.926153,0,0,0,0,0,0.12586698,0
686,0,0,0,0.32476938,0,0,0.9739878,2.4552374,2.8004787,3.597632,0.87044674,3.427329,0,1.0985533,0,0.06123232,0.60881233,1.3306127,0,3.9340732,0.43943343,0.14978403,5.321925,0,0,0,0,0,0,0
687,0,0,0,0.31226707,0,0,0,0,0,0,0.022407748,8.462569,0,0,0.029189495,0,0.41316643,0,2.5965042,3.6072521,0.74563795,0.40120417,3.2915635,0,0,0,0,0,0.010201536,0
688,0,0,0,2.1977088,0.06736954,0,0,2.8317497,2.510032,0,0,4.5571923,0,1.8301489,0,1.5035225,0,0,0.7445664,1.2081642,0,0.46419287,0.14356191,1.9864095,0,0,0,0,0,0
689,0.5426921,0,0,0,0,0.43583152,0.029710382,0,0.16735019,0,0.81197786,3.0900412,0.022104397,0,3.5793805,0,0.65917593,1.0213495,0,0.010047135,1.1256996,1.0231661,2.1303751,0,2.824247,0.7562859,0,0.20478113,1.4743774,0.79186416
690,0,0,0,0,0.8519699,0,0.22153488,0,0.7873714,0.8429038,0.7534716,4.1340737,0.4930408,0,0,0,0.25802526,0,0,2.03276,0,0,0.8840993,0,0,0,0,0,0,0.30369642
691,0.30830637,0,0,0,0,0,0,0,0,0,0.9609952,1.6287961,0,0,0,0,0,2.7786977,1.8965459,0.8992298,0,0,2.597531,0,0,0.94697,0,0,0,0
692,0.9752154,0,0,0,1.318446,1.5127703,0.72091484,0.19684689,0.30784294,0,0,0.983585,0,0,0,0,1.9348092,0,0.6029661,0,0,0.071896605,0,0.10816268,0,0,0,1.097307,0,0
693,0.47356367,0.46698204,0,0,0,0,0.06585564,0,0,0.19805652,0,0,0,0,1.314157,0.36504027,0,0,0.8000959,2.2651732,0,0,0,0,0,0.053062666,0,0.3996895,0,0
694,0.4546815,0.387181,0,0,0,0,0,0.6082986,0,1.2374758,0.47289214,0,0,0,0.9657006,0,0,0,0.68590736,0.43823457,0,0.59818643,0,1.6348972,1.2660192,0,0,0,0,0
695,0,0,0,1.5028692,0,0,0,0,0,0,0,0,0.40904218,2.3632195,0,0,0,0.5882917,2.830171,0,0,0.102616765,0,2.92533,0.09163855,0,0,0,0.047063343,1.2293631
696,0.43716416,0.02279051,0,0,0,0.52882564,0,3.7953281,0,0,0.46454394,0.26718423,0,0,0,0,1.5318239,0,0,0,0,0.48663154,1.5555352,0,0,0,0,2.045121,0.41235748,0.4968587
697,0,0,0,0,1.136291,0,0,2.118845,0.42635047,0,0,0,0,0,0.25945333,0,2.80246,0,0,0,1.5592918,0.045628916,0.88053554,0,0,0,1.6352456,0,0,0
698,0,0.6634944,0.31055313,0,0.55794275,0,0,0,0,0,0,0,0.110359095,0,0,0.23108436,1.7906717,0,0,0,0.1603196,0,0,0,0,0,0,0.41343394,0,0
699,0.80600893,0.4298001,0,2.9979968,0,0,0,2.1603293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41474658,0,0
700,0,1.097854,2.9361331,0,0,0,0,0,0,0,0,0,0.13608389,0,0,0,0,0,1.2628363,0.6066802,0,0,0,0,0,0,0,1.6233394,0,0.7828067
701,0,0,0.24709119,0,0.3096931,0,0,0,0.0351838,1.1572077,0,0,0.457033,0,3.9179883,0.9698758,0,0,2.8273747,0,0,0,0,0,0,0,0,0,0,0
702,0,0.13392852,1.9518747,0.11171823,0.16557394,0.16846173,0,2.141098,0.71926945,1.2569896,0.7935703,0,0,0,0,0,1.7168137,1.3658364,0,1.3277769,0,0,0,0.89338714,0,0,0,0,0,0
703,0.24109901,0,5.084515,0,0,0,0,0.026516177,0,0,0,0,0,1.2553313,0,0.51538354,0,0,0,0.013710888,0,0,0,0.82734764,0,0,0.52044857,0,0,0
704,0.44281426,0.8048956,0,0.9609663,0,0,0,0,0,0,0,0,0,0,0,0.84571666,0,0,0,1.2374971,0.6842317,0,0,1.5492401,0,0,1.0784534,2.8004253,0,0
705,0,0.051951736,2.4373908,0,0.06945803,0.1654485,1.1036247,0,0,0,0,0.63918483,0.3993665,0,0.9927961,0,2.7127645,1.189864,0,0.336405,0.39803624,1.0906792,0,0,0,0.92337376,0,0,0.16728443,0.009739055
706,0,0,0,0,0.06370843,0,0,0,0.4621872,0,0,0,0,0,0,0,0,0,0,0,0.3524421,0,0.00436439,0,0,0,0,0,0,0.1155987
707,0,0,0,0,0,2.1826305,0,0,0,0,1.2552938,0,0,1.5982935,0,0,0.65244085,0.03823152,0,0.8547855,0,0,0,0,0.9281764,0.59486866,0,0,0,0.5797511
708,0,0,0,0,0.20599443,0,1.1847916,0,0,0,0,0.13081157,0,0,0,0,0.4893622,0,0,0,0,0,0,1.3076872,0.55532056,0.22955346,0,0.3419619,0.4606728,0
709,0.8739591,0,0,0,0,0,0,0,0,0.36024347,1.5319462,0,0,0,0,0,0.7752418,0,0,0,0,0.95234334,0.35656524,0,0,0,0.29067144,0.8260537,0,0
710,0,0,4.5469165,1.1845024,0,0,1.1369506,0,0,0.41444844,0.16323368,0,0.23441733,0,0,0,0,0,0,0.012726809,0,0.7197668,0.6472767,0,0,0.3262271,0.025069093,0,0.7302074,0
711,0,0.7815124,0,0.12649125,0,0,0.32483283,0,1.0206522,0.11254598,0,0,0,2.5924041,2.53939,0,0,0,0.8314716,0.9145038,0,0,0.0943774,0.40518326,0,0.63554245,0.8736714,0,0,0
712,0,0.95588315,0,1.7847031,0,0,1.0342554,0,0,1.5919192,0,0.07301774,0.38197333,0,1.9367678,0,0,0,2.6728024,0.9521414,0,0,0,1.8727516,0,0,0,0,0,0
713,0,0,0.55758435,1.5971551,0.85553706,0,0.58281183,0,0,2.2656832,0,2.0235078,0,0,1.4713724,0,0,0,0,0,1.4892923,0,0.124591894,0.070318624,4.2616653,0,0.13022463,0,0.12436547,0
714,0.62825817,0,0,0,0,0.4298964,0,0,0,0,0,0.4836031,0.7525155,1.8965405,0,1.0151056,0,0,0,0,0,0,0,0,0,0,0.76936096,0,0,0.09939088
715,0.24926227,0,0.37882134,0,0,0,0,1.2435892,0.6762018,0,0,0,1.3990978,0,1.2472757,0,0.2287034,0,1.616121,0,0,0.61967534,0.8182269,0,0.66556066,0.10124088,0,0,0,0
716,0,0,7.545396,0,0,0.07100601,0,4.357917,0.8052926,0.97806567,1.435807,0,0.20312408,0,2.5097182,0.105074674,0,1.0320029,0,0,0,0.026495794,0,3.0267246,0,0,0.82074285,1.4887426,0.006930621,1.0038334
717,1.2556258,0,0,0,0,1.4577589,0,1.3081887,0,0.85216904,0.8395896,0,0,0,0,0.61786443,0.7561547,0,0,0,0,0,0.084608175,0,1.7887902,0,0,0,0.30305716,0
718,0,0,0,0,0.5342606,0.39226544,0.596721,0,0.41363192,1.7482103,0,0,0,0.050205413,0.9309344,0,0,0,0,1.7452183,0,0,0,0,0,1.5819283,0,0,0,0
719,0,1.434885,0,0,0,0,0.40566435,0,0.40142024,0,0,0,0.3481888,1.6140552,0,2.9105883,0,0.5718092,0,0,0,0.061892528,0,0.39162847,0.6255432,0.34309733,0.6829257,0,0.10820961,0.271327
720,0,0.89284205,1.772032,0,0.43305135,0,0,0,0.006748184,0.442032,0,0,0,0.1773478,0,0,0,0.21694817,0,0,0,0.023610378,0,0.40934157,0,0.82489645,0,0.026180813,0,1.0497085
721,0.07940199,0,0,0,1.3234056,0,0.2809281,0,0,0,0,0,0.36902687,0,0,0,0,0,0,0,0,0,0,0.29538995,1.7960025,0,0,0,0.12802656,0
722,1.1331816,0,0,1.1611958,0,0,0,2.188136,0,0,0.90054905,0,0,0,1.5358012,1.2519935,0.7180128,0.5617123,4.874611,0,0.1590168,0.82344383,0,0.3185563,0,0,0,0,0,0
723,0,0.29723912,0,3.042114,0,0,0,0.064807184,0.75049156,0,0.02743864,0.48259184,1.0564914,0,0,0.51496834,0.6774731,2.7774599,0,0,0.84119767,0,0.016695868,1.0724436,0.30509385,0,0,0,0.21802562,0
724,0,0,1.1822553,0,0,2.7960513,0,0,0.13938493,2.2921555,0,0.6578499,0,0,0,0,0,0.4391305,0,0,0.76415426,0,1.2148672,0,0,0.12257757,0,0,0,0.043628346
725,0,0,0.5003965,0.75476766,0,0,0,0,0.55095947,1.38884,0,0.112754,0.6190317,0,0,1.1025528,0,0,1.5699441,0,0.3299573,0.66588473,0,0,0.060451485,0,0,0.2718939,0,0
726,0,0,0,0,0,0,0,1.0448875,0,0,0,0,0,0,0,1.2306988,0,0.6958541,0,0,0,0,0.2504948,0,0.16380356,0,0.87182873,0.28940165,0,0
727,0,0.11435076,2.8830962,0,0.32004935,0,0,0,0,0,0,0,0,1.1300282,0,0.46914902,0,0,0.3142696,1.1964266,0,0,0,0,0,0.000334053,0.58997655,0,0.3409481,0
728,0,0,1.3129311,0,0,0.44716558,0,0,0.37902528,0.7498371,0,0.20825812,0,0,0,0,0,3.1566398,0,0.06612793,0.2184043,0,0,0,0.10223839,0,0,0,0,0.4151771
729,0,0.86034334,0.5987938,4.1097894,0.29886043,0,0.22175817,0,0,0,0.16342857,0,0,0.6907282,2.266873,0,1.5536906,0,0,0,0.5240475,0,0,0.5160959,0,0,1.1434883,0,0,0
730,0.587554,0.9074649,0,0,0.018097637,0,0,1.6685189,0,0,0.97729766,0.68045825,0,0.29371035,1.4064714,1.872395,0,0.41065422,0,0.33672616,0,0,1.0858557,0,0,0,0,0.73399127,0,0
731,0,0.72332495,2.9214504,0,0,0,0.32281014,0.4615228,0,0,0,2.0111992,0,0,0,0,0,0,0,0.03517953,0.14298235,0,0,3.2115748,0.07508354,0,0.061965883,0,0,0
732,0.49609455,0,0,0,0,0,0,0.0420671,0,3.23565,0,1.0900348,0,0,0.2606632,0.07171252,0,0,1.3099158,0,0,0,0,0,0,0.8282652,0,0,0,1.7572732
733,0.40084282,0,0,0,0,0,0,1.5955029,0.2760345,0,0,0.76573044,0,1.5154537,0,0.90727425,0.39392963,0.5639217,0,0,0.39587152,0,0,0,1.8943449,0,0.5233623,0,0.77789855,0
734,0.11878218,1.0182651,0,0.7937889,0.20219629,0.73971295,0,0,0,0,0.5222428,0.33190408,0.29264393,1.5027096,0,0,0,0,0,0,0,0,0,0,0,0.08255984,0,0.4059598,0.48050362,0.07617934
735,0.6197499,0,0.78045845,0,0.32184845,0.4561002,0,0,1.3459886,0,0,0,2.096057,0,0,0.8239159,0,0,0,0,0,0,0,0,1.221159,0.30992928,1.0418518,0.27278832,0.7058442,0.50008607
736,0,0.08301389,0,1.5514454,0.08440396,0.58087236,0,0,0,0,0,0,0,0,0.47081855,0,0.6616588,0.5924355,0,0.17553914,1.6827536,0,0,0.57165605,0.14943202,1.7353854,0,0,0,0
737,0,0.17598018,0,0,0,0,0,1.1308408,0,0,1.828923,0.7304298,0,0,0,1.1882973,0.017324865,0,2.2797577,1.4595462,0,0,0.2917909,0,0,0,0.48966625,0,0.814845,0.66201544
738,0,0,0,0,1.7262776,0.12670271,0.059056282,1.5496539,0,0,0.31471813,0,0.9445844,0,0,2.9418464,0,0,0.7007353,0,0.5054443,1.9661379,0.16782552,0,0,0,0,0,0,0
