x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029
303,0.043888036,1.7968787,0.8800448,0.68456846,0,0.84007025,0.7764642,1.2851148,0,0,0,0.002113565,0,0,0,0,0,0,2.4631555,0,0,0.053848643,0,0,0,0,0,0,0,0
304,0.09695167,0.37379506,0.79874885,0,1.0154768,1.1283501,0,1.9479328,0.97916174,0,0,0,1.5468805,0.105396554,0,0.8188628,0,0.5141073,0,1.1757183,0,0,0,0,0,0,0,0,0,0
305,0,0.5065507,0,0,0,0,0.6140811,0.5103762,0,0,0,0,0,0,0,0,2.4883647,0,0,0.22167332,0,0.8264224,0,1.4081975,0,0,0,0,0.47972032,0.648332
306,0,0,0,0,0.2250212,0.8922616,0,1.1283672,0,0,0,0,0,2.549509,0,0,0,0,0,0,0.5803012,0,0,0,0,0,0,0.13122943,0.48588297,0
307,0,0.6663614,0.6827072,1.2337353,0.5144248,0,0,0.085700035,0.28330848,0,1.0386394,0,0.47729978,0.07138622,0,0,0,0,0,1.0192343,0,0,0.10117973,0,1.5701928,0,0,0,0,0
308,0,0,0,0,0,0.45956272,0,0,0.07052755,2.9564698,0,0,0,1.771211,3.5047414,0.8638922,0,0,2.9963944,0,0,0,0,0.74244195,0,0.32144848,1.3270142,0,0,0
309,0,0,1.039834,0,0,0,0,0,2.4420676,0,0,0,0,0,0,2.3530185,3.5885615,1.7775599,0,1.3149107,0,0,1.5700345,0,0,0.45873278,1.5296109,0,0,1.4007115
310,0,0,0,0,0.056858826,0,0,0,0,3.2478726,0,1.9231455,0,2.377113,0,0,0,0.67362404,0,0,0.58679515,0,0.9486393,1.913729,0,0,0,0.26278746,0,0
311,0,0,0,0,0,1.3846508,0,0,0,0,0,0,0.38169977,0,0,0,0,0.7974389,0.22262394,0,0,0,1.0228349,0,0,0.20788752,0,0,0.3657737,0
312,0.5269035,0.57185805,0,0.1481797,0,0.35022646,0,2.5771892,0.023619952,0.33532858,0,0,0.21501678,1.0165689,0,0,0,0,0.12068784,0.1868362,0,0,0,0,0,0,0,0.6776754,0,0
313,0,0,1.3302935,0,1.1721599,1.0191851,0.69662404,0.7491059,0,0,1.1744499,0,0,0,3.3683612,0,0,0,0.7023507,0,0,0,1.6166595,0.16016956,1.0341436,0,0,0,0,0.053607482
314,0.0677711,0.29826713,3.5546591,0,0,0.29186115,0.4604743,0,0,0,0.6734854,0,0,0,0,0,0,0.78459156,0.70331424,0,1.4300697,0,1.3779995,0,0,0.51212686,1.6761298,0,0,0
315,0,0,0,0,0,0,0,0,1.1118392,0,0.5026298,0.3418279,1.0658892,0,1.7621672,0,0,0,3.5843747,0,0,0,0.63232213,1.6185517,0,0,0.20641908,0.19893199,0.09402269,0
316,0.6316782,0,0.6158146,2.6244307,0.7391772,0.6021405,0,0,0.20816538,0,0,0,0,0,7.0775194,0,0,0,0,0,0,0.93506765,0,3.3704095,1.5764356,0.593285,0,0,0.6183738,0
317,0,0,0,0.24260658,0.19359319,0,0,0.26531872,3.096169,0.2057977,0.98947954,1.2758687,0.79074997,0.95833075,2.6713707,0.87927336,0.5489158,0.027116286,0,0.14694466,0,0,0,0,1.3464069,0.5742056,0,0,0,0.66801566
318,0.011897077,0,3.2838356,0,0.11736382,0.11109688,0.6824474,2.8125958,0.15238494,1.0732276,0.5694835,0,0,0.9490119,0,0,1.2618867,2.2050638,0.22086154,2.1881328,1.0477366,0,0,0,0,0,0,0,0,0
319,0,1.107095,0,0,0.27535662,1.5677258,0.45379472,0,0,0,0,0,0,0.33674747,0,0,1.7506565,0,0,0.19637436,0.28756002,0,0,0.9800313,0,0.36728022,0,0.004374969,0.534004,0
320,0,0.06415256,0,0,1.1350809,1.4576672,0,0,0,0,0,0,0,0,4.5318027,0.89228344,0.08911377,0,0.00463749,0,0,0.067796215,0.9701825,2.5764902,1.1158613,0.8594897,0.7469292,0,1.4753696,0
321,0.10688097,0,1.4531744,1.5825787,0,0,0,0,0,3.0447948,0,0,0.10616456,0,0.3733522,0,1.5651802,1.3498095,0,0.38706502,0,0,0,0,0.89588183,0.19803278,1.2159145,0,0,0
322,0,0,2.1266873,0,0,0.076715365,0.5672909,0,0,0,0.75740683,0,0.21600598,0,0,0,0.76480806,1.5629007,0,0,0,0,0,0.4690324,0,2.1092536,1.5026598,1.3167255,0,0.23447248
323,0.71323496,0,0,0.9857214,0,0,2.9712036,0.6195941,0,0,1.1250656,3.6819105,0.2901846,0,0.13201734,0.036805294,1.9078577,0,0,0,0.2840913,0.58786565,0,1.6169147,1.4923562,0.20598885,0,0.21414827,0,0
324,0,0.79279876,0,0,0,0,0.9367297,0,0.2715968,0,1.0457925,3.0320914,0,0,0,0,0.93742794,0,0,0.18457569,0.5076773,0.016247742,0.10454876,1.0235034,0,0.043306224,0,0,0.46375346,0
325,0.32018906,0,0,0,0,0,1.3140177,0,1.3627917,0,0.09217032,0,0.1862283,0.052416194,0,2.2252066,0,1.2655329,0,0.6537776,0,0,0.199269,0.013583911,0,0,0,2.542269,0,0.7777024
326,0.5026843,0,0,2.6691167,0.68046194,0.3772378,0,1.7449596,2.524139,0,0,4.23039,0,0,0,0,0,2.9212253,2.662114,0,0,1.3757023,0,0,0.7500068,0,0.18484472,0,0.015310792,0
327,0,0,0,0,0,1.5846276,0,0,0,5.7885685,0.051912494,2.7918007,0,0,0,0.4007556,2.3664944,1.6248981,0,0.09837011,1.9152331,0,0,0,0,0,0,0,0.113005355,1.104819
328,0.68987095,0,1.5176306,1.8370179,0,0,0,0.5844504,0,0,0,0,0,0.1684885,3.700673,1.7199677,0,0,0,0,0.64217097,0,0.8372842,0,0,0,0,0,0,0
329,0.1420832,0.30646437,0,0,0.6032372,0.014357129,0.30087522,0,0,0,0.31051603,0,0.09299312,0,0,0.2890293,0.18842414,0,2.7221725,0.49877924,0,0,0.73753124,0,0.6588103,0.74644506,0,0,0,1.5863549
330,0,1.0189356,1.4219512,0,0.26279536,0.42651686,1.2839769,0,0,0.26296026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33858016,0,0.6491893
331,0.1063492,0,0,0,0,0,0,0.54501367,1.7061827,0,0,0,0,1.4112986,0,0,0,0.24659885,0,0,0,0,0.051797725,1.7022613,0.7241467,0.42406344,0,0,0.70111346,0.71807015
332,0.25097644,0,0,0,0,0,0,0.6106975,0.85677916,0,0,0,0.92751896,0,0,1.6032875,0.6050374,0,0,0,0,0,0,0,0,0,0,0.14364961,0,0
333,0.61123043,0.18752065,2.0899727,0,0,1.0355331,0,0,0,2.783413,0,0,0,2.2277007,0,0,0,1.9068763,1.1520278,0.18953978,1.5632606,0,0,0,0,0,0,0.71747375,0,0
334,0,0,0.2903236,1.3404182,0,0,0,1.1205388,0,2.9153779,0,0,1.0414102,0.30050737,5.2319455,0,0.14263515,0,1.4347508,1.2478995,0,0.8983409,0,0,0,0.47694,0,0,0,0.6603252
335,0.7728193,0.8116211,2.4662185,0,0,0,0,0,0,0,0.61881715,0.7587685,0,0,0,1.3893638,2.0747666,0.048553012,0,0,0,0.33046517,0,0,0,0,0,1.1110332,0.33310664,0.11815199
336,0,0,1.3025733,1.6160581,0.00142656,0.03000133,0,0,0.56517285,2.2363508,0,0,0,0,4.0278845,0,0,1.3488557,0,0,0,0,0.10241034,0.12017385,0,0,0.494774,0,0,0.6207252
337,0.9799345,0,0,2.5855396,0.8313569,0,0.5212332,0,0,0,0,0,0,2.604808,4.731744,0,0.36985826,0,0.98860127,0.2396233,0,0.32929435,0,0,0,0,0,1.7043452,0,0
338,0,0.13448992,1.3504934,1.5618081,0,1.0844641,0,0,0,0,0,2.1045637,0.88037735,0,0,0,0,0,0,0.4900657,0,0.5934615,0.02493631,0,0,0.50662935,0.5009252,0,0.23714718,0.21663083
339,0,0.048433308,1.6009542,0,0,0,0.023481345,1.6400466,0,0,0,0,0,0.13558336,0,1.5715085,0,0,2.9796798,0,0,0,0,0,0,0,1.1840851,0,0.15272097,0
340,0.1863595,0.7237036,0,2.1180491,0,0,0.008749738,5.535156,1.44886,0.80987126,0.49307606,0,0.7117139,0,0,0,0.1928103,0,0,0.4267318,0,0,0,0,0.57327324,0.06891109,0,0.4569398,0,1.0003325
341,0.374417,0,1.4291067,0,0.6681675,0,0.0953995,0.32830393,0,0,0,1.5983714,0.6978157,0,0,1.9422047,0,0,0.7713293,0,0.3777002,0.44193193,0,0,0,0,0,1.5042293,0.6152234,1.1925548
342,0.25115165,0.37187776,0,0,0,0,0,0,0,0.40658593,0,0,0,0,0,0,1.6019112,0.60824215,0,0,0,0.44982237,0,1.0996301,0,0,0.2352861,0,0,0.051504984
343,0,0.3473041,0.71279866,1.6149962,1.0091869,0,0,0.5682926,0,0,0,0,0,0.86701167,0,0,0,0,1.149478,0,0.9545161,0,0.7521759,0,3.1319628,0,0,1.2179687,0.26814532,0.0543255
344,0,0,3.9033294,0,0,0,1.3315887,0,0,0,0,0.4607228,0.005990631,1.0030972,0,0,0,2.4536414,0,0,0,0,0.5674622,0,0,0,0,0,0,0.87432337
345,0,0,0,0,0.3820275,0.8315071,0,0,0,3.2459242,0,0,0.31637418,0,3.398203,0.9218681,0.17836744,0.28314894,0,0,0,0.33438998,0,6.030733,0,0.70808613,2.2194023,0.5466126,0.082770385,0
346,0.22583167,0.03741022,1.7366806,0,0,0,1.6251283,4.219533,0,0,1.566692,0.9149366,0,0.001626898,0,3.0209243,0,0.85465884,0.60052204,0,0,0.029718911,0.63445663,0,0,0,0,1.109542,0,0
347,0,0,0,1.5865066,0.77063686,0,0.5665002,0,1.491455,0.93619764,1.3724326,0.866134,0,0,0,0,1.896262,0,3.4160213,0,0,0,0,0,0,0.09041746,0,0,0,0
348,0.06678956,1.2408937,2.6041918,2.1598768,0,0,0.26443753,1.1880152,0,0,1.8141123,1.6679643,0,0,3.87707,0,0,0,0,0,0.22609802,0.3594892,1.8722596,0,0,0.22360678,0,2.0629563,0,0
349,0,0.9236471,0,0.24635856,0.60256654,0.5993499,0.06022794,0,1.1723363,0,0,0,0.16819657,0,0,0,0.6730084,1.3308815,0,0.70089936,0.045850214,0,0,1.5183672,0.5225943,0.44041082,0,0,0,1.2441913
350,0,0,0.8563835,2.3630059,0,0,0,0.14529568,0.19433276,0,0,0,0,0,2.8713093,0,0,0,4.5514097,1.048249,0,0,0,0,0.4611471,0.22769295,0.6005466,0,0,0.09220972
351,0,0,1.5843816,0.02009321,0,1.7459277,0.17975992,0.4911326,0,2.1881845,0,0,0,0,0,0,0.5393785,0.47300297,0,0.7209015,1.3168516,0,0,0,0,0,0,0,0,0
352,0,0.28293672,0,0,0,0,0.23642164,0.023137225,0,4.7792077,0,0,0.05221457,0,3.8895743,0,0,0.24777293,0,0,0,0.13025509,0,0.33531603,0,0,0,0,0,0
353,0,2.3683944,0,0.99957186,0,0,0.78933066,0,0,0,0.3979687,0,0,0.5125583,0.6203592,1.002821,0,0,3.8436759,0,0.43138424,0.25624612,0.21612242,0,1.7990897,0.364178,1.7827122,0,0,0
354,0,0,0,0.120945856,0,0,0,0,0,0.78535926,0,0,0,0,6.1837997,0.9079438,0,1.4743404,0.11949756,0,0,0.3313955,0,0,0.9745985,0,0,0.1907395,0.0423036,0
355,0.51038206,0,0,0,0.066516146,0,0,0,0,0,0,0,0.17697743,0.2892677,0,0,1.5355955,0,0,0,0,0,0,0,1.4219748,0,0.22554769,0,0,0
356,0,1.8333437,2.1919327,0,0,1.9624995,0,0,1.687857,0.12669408,0.7197299,0,2.1785984,0,0,0,0,0.04477097,0,0.15073618,0,0.7026361,0,0.09222607,0,0.62090564,0,0,0.21201803,0
357,0.20492677,0,2.4141617,0,0.057509944,0,0,0,0,0,0,0,0,1.7563387,0,0,0.04336897,0,0,0.24714515,0,0,0.32654086,4.0657153,0,0,0,1.310771,0,0
358,0.39287794,0.519348,0,0,0.5822169,0,0.23994409,2.190324,0,0.23412517,0.8361889,0,0,0,0,0,0,0,0,1.7504028,0,0,0.1579589,0,0,0,0.40478548,1.4314586,0.8145815,0
359,0,0,0,0.21523851,0,0,0.88252485,2.1278136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054196,0,2.2887456,0,0.9155141,2.1845253,0,0.42222145,0.7187656
360,0,0.8396134,1.2861937,0,0,0,0,0.73881674,0,0.9250605,0,0.5655167,0,0.7496203,0,0,1.0635252,0,0.33311635,1.0138104,0,0,0,0,3.335205,0,0,0,0,0.78230935
361,0.8886284,0,4.877728,0,0.8039724,0.700499,0.4029672,0,0.009233041,0,0,0,0,0,0.5230323,0,0,2.2777648,1.4205296,0.79148346,0.16353692,0.4028507,0,0,0.16151255,0,0,0,0,0
362,0,0,0,0.067251116,0,0,0,0,0,0,0.49825156,0.08344921,0.62124395,0.7409276,0,0,0.9988002,0,2.3423154,0,0,0,0,0,0.38075045,0.38554537,0.22398104,0,0,0.6405843
363,0.54478824,0,0,2.843228,0,0,0,0.7809191,0.9691236,0,0,0.52486753,0,0,0,0.1740723,1.0145323,0,0,0.33925042,1.3136404,0,0,0,0,0.26806065,0,2.3762827,0,0
364,0.940167,1.5191799,0,0,0.29632366,0,0,2.84024,0,0,1.0666349,0,0.26142448,0.7777551,0.1437623,0,0,0,0,0.23552194,0,0,0.4256789,0.8961196,2.0710297,1.0780259,0,0,0,0.28772622
365,0,0,0,0.24744591,0,1.3787346,0,1.4795387,0,0,0,0,0.50609106,2.8242106,0,1.4823573,0,0.43509582,2.0494823,0,0,0.017012672,0.6299568,0.83740723,0.22726752,0,0,0,0,0
366,0,0.1372025,1.0380553,0,0.20405443,0.31338897,0.22721905,0,0.42241314,0,0,0,0,1.2777225,1.1024868,0.2988251,0,0.13201597,0,0,0,1.1393932,0,0,2.0408897,0,0,0,0,0
367,0,0.62124527,0,0,0,0.5314535,0,0,0,0,0,0,0,0.7897208,0,2.4529545,0,0,0,0,0,0,0.9545195,2.0743966,0.8952361,0,0,0,1.1445329,0.29966393
368,0.4629679,0,0,0.40389517,0,0.76058626,0,2.3211277,0,0.7538272,1.3875043,2.7006671,0,0.579205,1.5079794,0,2.7553294,0.6676433,0,0,0.76014113,0.6471325,1.118919,1.5506021,0,0,0,2.7064629,0,0
369,0.11996387,0,1.2873071,0,0,0,0,0,0,0,0.4785205,0,0,0,0.1597609,0,0,1.9275696,1.248792,0,0.46527565,0.09129237,0,0,1.2373971,0,0,0,1.1977794,0.8085542
370,0,0,0.901518,0.5548879,0,0,1.4296162,0.35400027,0.08097167,0,0,0,0,1.1011089,0.18472357,0,1.960011,1.7486807,0.5192618,0,0,0.70863146,1.1722305,1.3393818,0,0,0,0.7172548,0,0
371,0,0.7480199,0.048212435,0,0.3923874,0.47632414,0,0,0,0.63308203,0,0.8423341,0.20997088,0,0,0,0,0,0,0,0,0,1.0495262,0,0,0,0,0,0,0
372,0.062084023,0,0,0.1728082,0,0,0.24036866,3.114627,0.5804345,3.9547942,0,0,0,0,0,0,0,0,0,1.3065934,0,0.5681268,0.613982,0,0,0,0.99707806,1.1926655,1.458605,0
373,1.3843449,0,0,3.0308945,0,0,0,0.15807341,0.24285507,1.7934417,0,4.893801,0.9191399,0,2.7460742,2.4408019,0,0,0,0,0,1.0612936,0,0,0,0.0683476,0,0,0,0
374,0,0,0.43346006,0,0,0,0,0,0,0,1.9593204,0,0,0,0,0.70988256,0,1.3582366,0,0,0.34005198,0.24936649,1.2259359,1.2226924,0,1.059778,0.107152835,0,0.44003114,0.34194985
375,1.7643996,0,5.207446,1.3436106,0.43272018,0,0,0.8408969,1.4592967,0,0,2.3191748,0.36326385,0,0,0,2.0818932,0,0,2.2524784,0.5915408,0,0,0,2.8858335,0,0,0,1.1911434,0
376,0,0.18443926,0,0,0.013980917,0,0,2.3695352,0,0,0,0,0.883685,0,0,0,0,0,0,0.43469474,0,0,0.711127,0.20441596,2.1893072,1.1165199,0,0,0,1.1233679
377,0,0.5229645,0,0,0.40509424,0.9588374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39565322,0.03158791,0,0,0,0,0,0.022929495
378,1.061384,0,0,0,1.895796,0.0318722,1.7105435,0,0.022120794,0,0,0,0.40321696,1.2184857,3.5548415,0.14137906,0,0,0,0.3229737,0,0.8520091,0.8312314,5.347799,4.202779,0,2.813863,1.2523369,0,0
379,0,0.58713526,0,1.9577554,0,0,0.39695212,0,0,0,0,0,0.9555222,0,0,0,0.29684532,0,0,0,0,0.4429793,0.1701248,0,0,0,0,0,1.2679049,0
380,0.188085,0,0,0,0,0.9023916,0,1.5489186,0.6673884,0,0,0,0,0,0,3.0259304,1.1678284,0,4.028675,0,0,0.33514172,0,0.5796825,0,0,0.108691886,0,0,0
381,0,0,0,2.379493,0,0.2760418,0,0,1.602929,1.2289762,0,0.67875874,0.29170138,0.6543649,1.0197963,0,0,0,0,0.77629673,0.17934848,0,0,0,0,0,0,0,0,1.0235199
382,0,2.149683,0,0,0,0,2.564496,0,0.010070236,0.68202645,0,0,0,0,4.8301897,0,1.075663,0.42466152,2.2258759,0.52825093,0.889974,0.2757116,1.0799417,1.2804757,1.2250569,1.0033064,0,0.59270614,0.3411867,0
383,0,0.29906538,0.18497488,0,0,0,0.000992616,2.1874025,0.03363769,2.2453046,0.43897876,2.4193928,0,0,1.6678402,0,0,1.6416862,2.9635978,0.44775105,0.6042742,0,0.4406664,0.015887203,0,0,0.3623198,0,0,0
384,0,0.41287535,0,0,0,0.45388725,0,0,0,0,0.27047965,0.09886097,0,0.7791194,0,1.4349058,0,0.096429445,0,0,0.76351064,0,0,0,1.621475,0.5618532,0,0,0.041341487,0
385,1.2284504,0,2.1869276,1.9902111,0.23623909,0,0,0,0,0,0,0,0.23585181,0,0,0,1.0433103,0.7591698,0,0,0,0,0,1.1006061,0,0,0.29376483,0,0.2608618,0
386,0.5089262,0,0,0,0,0,0,0.933299,1.8344094,0,0.9784496,0.011654558,0.8292113,0,0,0,0.37271848,0,1.3355097,0,0.6257835,0,0.81579924,3.041328,1.7223064,0,0,0,0.30780908,0
387,0,0,0,0,0,0,0,0,0,0,0,0.7823453,0,0.46540368,0,0,0,0.094216466,2.5715907,0,0.95263183,0.56270003,0,0.11625752,0.015335457,0,1.7781644,0,0,0.7672992
388,0.88290155,0.35483158,1.5644221,0,0,0,0,4.038897,0,0,1.5798366,0,0,0.5185727,0,0.5424761,0,0,0.9508557,1.3986825,0.025132935,0,0.8824118,1.6933482,0,0,0,0,0,1.0675485
389,0.15515527,0,2.2776637,0,0,0,0,0,1.6945193,0,0,3.3204677,0.7597011,0,0,0,0,0.47896928,0,0,0,0,0.22090758,0,1.4164879,0,0.50130993,0,0,0
390,0,0.35999936,2.0132492,0,1.1982664,1.1913702,0,3.3713765,0.44684264,0,1.1573201,0.5489365,0,0,1.6995646,0.29903546,0.39188164,0,1.2703729,0.38489735,0.008227436,0,0,0,0,0,0,0.02586426,0.26445064,0
391,0.19094126,0,0,0,0,0,1.0771025,0,1.1546813,0,0,0.46835816,0.18855207,0.76029253,4.955219,1.9632727,2.1442409,0,0.038201064,0,0,0,0,0,0.36555013,0.52205443,0,2.1804307,0,0.566755
392,0,0,0.53137046,0.87481415,0,0,0,0.51896524,0,0,0,0,0,0,2.6867738,1.0404396,3.3918443,0,0,0,0,0.5281232,0.25285396,0,0,1.0061966,0,1.1122135,0.37656182,0
393,0,1.2009937,0,0.2622295,0,0,0.56895727,0,0,4.842817,0,0,0,0,0,1.8336182,0,0,0,0.042876754,0.756448,1.2057488,0,0.8723196,0,0,0,0,0,0
394,0.72939444,0.7189581,0,0,0,0,0,0,0,0,0.07365683,0,1.5693785,0,0,0,0.5660295,0,0.3587014,0,1.145573,0,0,3.9615226,0,0,1.5078881,0,0.53950655,0
395,0,0.82461584,1.3802891,0,0,0.037508782,0,0.60508716,0,1.3948984,0.93353504,0.9020418,0.5723559,1.0078198,0,0.70635664,0,0.85754716,0,0.14924973,0,0,0,0,1.103071,0.3982599,0,0,0.08818532,0.2582201
396,0.2518291,0.24396512,1.0477529,0,0,0,0,0,0,0,0,0,0,2.1413746,0,2.4911745,0,0,0,0,0.70382816,0,0.6046337,0,0,0.31454948,0,0,0,0
397,0,0.771595,0,1.3304867,1.0315856,0.22803155,0.18624051,0,1.2123305,0,0,0,1.1651837,0.845243,0,1.0074098,4.7024517,0.06346858,0,0.31674236,0,0,1.8792509,0.8669263,0.005039969,0,0,0.39912662,0.22162919,0
398,1.4098068,0,0,2.3247106,0.67593634,0,0.65770084,0,0.009278418,1.5058068,0,0,0,0.31483895,0,0.46151233,0,0,0,0,0,0,0.66859704,1.0915484,0,1.4282869,0.98807156,0,1.7000308,0.081686944
399,0,0,0,0,0,0.33934605,0,0,0.34634334,0.43674263,0,0.17240289,0.03543949,0,2.6517987,0,0.67459035,0,0,0.4661046,0,1.9297097,0.73972535,0,0.35316867,0.27131554,0,0,0,0
400,0.4125953,0.6039019,0,0,1.750701,0.6336193,0,0,1.1643808,5.6133823,0,0,0,1.6133338,0,0,0,0,0,0.11684862,0.069047116,0,0.4386951,0,0,0,0,0.8590811,0,0.20527743
401,0.8379771,0,0.44340077,0,0,1.4924182,0,0,0.46966687,0,0,0,0,0.020455815,0,2.355387,0,0,1.2585847,0,0,0.1268432,0,0.19192147,0,0,0,0.5122141,0.48973575,0
402,0.011845163,1.4985666,0,2.2043104,0,0,0.18595247,0.53238136,0,1.9631444,0.8591796,0,0,0,0,0,0,0.23508678,0,1.529396,1.0602936,0.6149393,0.08817577,0,0.30569488,0,1.4131641,0.57383436,0,0
403,0.6230831,0,0,0,0.07385462,0,0.15496218,0,0.39242744,0,0,0.69349194,0,0,0,0,0.12098376,0,0,0.39100456,0,0,0,0,0,0.19281578,0,0.85260266,0,0.34691748
404,0,0,0,0,0,0,0.29742697,3.7911305,0.08316889,0,0,0,0,0.07492801,1.5119473,0,1.5597504,0,0,0,0,0,0,0,0,0.4342625,0.66339666,0.4303779,0,1.4599013
405,0.19864008,0.9529701,0,0.56257886,0.18472397,0,0,0,0,0,0,0.5378089,0,0,0,0,0.94363344,2.220843,0,0,0.046142526,0,0.16106515,0,1.2172233,0.11720603,0,0,0,0.14179377
406,0.033881817,0,0,0.03174499,1.0926584,0.08413634,0.06272077,0.33317637,0.16848929,0,0.8705852,0,0,0.37267607,2.7409582,0,0,0,0.001236327,0.15849945,0.42814264,0,0,0,0,0,0,1.9163351,0.009502492,0
407,0,0,0.18438832,0,0,0,0,2.5958486,0,0,0,0,0,0,0,0.39319566,0,2.6546814,0.97629374,0,0.24329725,0,0,1.4205866,0,0,0,0,2.2155902,0
408,0,0,1.3674763,0,0.024257697,0.4532467,0,0,0,0,0.25836104,0,0,2.4460306,0,0,0.70130694,0,0,0.22959502,0.04618781,0,0,0,0,0.67947924,0.8582247,0.6142966,0.2781042,1.533913
409,0,0,2.858634,2.9017818,0,0,0,0,0,1.1077645,0,0,0,0.89837056,0,0,0,0.011458876,0.45357916,0,0.1625809,0.35636652,1.5688297,0,0,0,0,1.1532794,0,0.9732732
410,0.5157324,0,0,1.1289897,0.5783045,0.012797862,0,0,0.40925118,3.4177084,0,0,0.2329744,0,0,0,0,0.38297617,3.6299608,0,0.99662507,0.24467249,0.7483755,0,0,0,0,0,0,0
411,0,0,0,1.0808163,0,0.22506805,1.4922093,2.779562,0,0,0.31856722,1.7138925,0,0,0.6899873,2.016407,0,0.4122236,0,0,0,0.30482292,0,2.8354344,0,0,0.3430026,1.1740677,0,0
412,0,0.4863326,0,0,0,0,0.22590932,0,1.658713,0,0.93724304,0.1994502,0.5503929,0.7350196,0,0,0.6785037,0,2.6478136,0,1.8511058,0,0,0,1.6296937,0.32721096,0,0.82127225,0,0
413,0,0.30398417,0,0.7308079,0.25053078,0,0,0.21883544,0,0,0,0.83612734,0,0,0,0,1.1767462,0,0.07648213,0.08006399,0,0.15575022,0,0.14151911,0,0,0,0,0.45357627,0
414,0,1.1478263,1.4803079,1.5529763,0,0.62306666,0,0,0.7806434,0.7181975,0,0.25613835,0,0,0.1638071,1.073325,0,0,0.093399845,1.9512466,0,0,0.20032713,0,0,0,0.33723563,0,0,0
415,0.25150558,0.34343886,0,0,0,0,1.7726489,0,0.8167315,0.39377463,0,0,1.5501605,0,0,0,2.1910515,0,0.034807283,1.2455107,0,0.24433888,0,0.63635194,2.00135,0.41960582,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7845281,0,0,0,0.022578724,0,0,0,0,0.3403935,0,2.3710964,0,1.1041995,0.27578878,0,0
417,1.5137674,0,0,2.7175715,0,0.91241467,0,0,0,0,0,0,0,0.61923987,0,0,0,0,0,0,0,0,1.4139887,1.681982,0,0,0,0,0,0.051474422
418,0,0,3.5724888,0,0,0,0,0,0,0,0.7680982,0,0.8642009,0,0,1.2437944,0,0,0,1.1465822,0,1.5352286,0.9009623,0,0,0.18275163,0.58318114,0,0,0
419,0,0.9654737,0,0,0,0.13842712,0,0,0,0,0.8250618,0,0,0,1.0293063,0,0.36722463,0,0,0,0,0,0,0.7473645,0.17698018,0.7607411,0,0.58524364,0.7912064,0
420,0.23364846,0,0,3.082077,0.7728657,0,0,0,1.5717419,0,0,0,0,0.44825336,0,0.46735072,0.6008316,0,0,0,0.23044732,0.6228634,0,0.8241574,0,0,0,0,0,0
421,0,0,6.5943933,0,0,0,0.11875372,0,0,1.8068604,0,0,0,2.4816961,0,1.0998182,0,0,1.2864915,0,0.93059665,1.0881838,0,0,2.1541014,0,0,0,0,0.24183343
422,1.3149134,0,0,0,0,0,1.3804355,0,0,8.776512,0,2.42354,0.67699915,0,0.6944176,0.1582296,3.111456,0,0,0,0.35331485,0,0.40207112,0.2211973,0,0,0,0,0.4989274,0
423,0.74154985,1.5997541,0,0,0,0.8404829,1.7540734,2.7599137,0,0,0,0,0.79477334,0.5752091,7.213754,0.09833249,0,1.5717415,0.10630919,0.33734426,0,0.24009149,0,0.08569426,0,0,0,0.3828478,0,0
424,0,0.6190609,0,0,0,0,1.1598232,0,0,0,0.54506713,1.0698266,0,0,0,0.14365704,0,0,0,1.002881,0.10231917,0.6133243,0,0,0,0,0,0.15116706,0,1.0008788
425,0,0.22182295,3.7235801,0.4415654,0.42432556,0,0,3.346943,0.18106422,0,0,0,0,0.87889886,0,0,0,0,0,0.34708872,0,0.030767823,0.17203127,0,0,0.14954609,0,0.07912639,0.7685315,0
426,0,0,0,0.14769533,0.6487068,0,0.055601966,0,0,0,0,0,0.82683545,0,1.0086731,0,0,0,0,0,0,0,0,1.4974083,2.6555626,0.0976959,1.3531245,0,0,0
427,0,0,0,0,0.72230065,1.3862091,0,2.2665672,0,0,0,0.36419874,0.01937011,0,0,0.16082585,0,3.1262658,0,0,0,0.9354982,0,0,0.4540551,0.4448921,0,0.24916449,0.13652764,0
428,0,0.026911238,3.2273512,0.34522337,0,0,0.39938474,0,0,2.0298543,0.6089615,0,1.5527403,0,0,0.20381075,1.320604,0,2.2530951,2.8097353,0,0.38535643,0.53156036,3.3090746,0.027879985,0,0,0.8836981,0,0
429,0,0,0,0,0.47189602,0.32682517,0.45586938,2.4460776,0,0,0,0.57898635,0.005719799,1.6352912,0,0.10544412,1.9935327,0,0,0,1.6366453,0.15887524,0,0,0,0,0,0.20214576,0,0
430,0,0,4.177451,0,0.06463845,0.43252772,0,0.0615216,0,0,1.0728512,0,0,0.25734922,0,0,1.060195,2.252428,0.8416496,0.17443,0.26494232,0.25886083,0.21296145,0,0,0,1.0471865,0,0,0
