Trial,Behavior,Start,End
,both in vain,4095.59,4096.59
,both licking,4097.59,4100.59
,both in vain,4101.59,4102.59
,both in vain,4103.59,4105.59
,both in vain,4106.59,4108.59
,both in vain,4109.59,4110.59
,both in vain,4111.59,4113.59
,both in vain,4114.59,4115.59
,both in vain,4117.59,4120.59
,walk,4121.59,4136.59
31,valve opened,4124.59,4128.59
,ipsi in vain,4157.59,4161.59
,cont reach,4162.59,4167.59
,walk,4169.59,4177.59
,both in vain,4178.59,4182.59
,both in vain,4183.59,4186.59
,walk,4187.59,4191.59
,both in vain,4192.59,4196.59
,walk,4197.59,4201.59
,ipsi in vain,4202.59,4204.59
,walk,4205.59,4207.59
,both in vain,4208.59,4210.59
,both in vain,4211.59,4213.59
,both in vain,4214.59,4217.59
,both in vain,4218.59,4222.59
,both in vain,4223.59,4227.59
,both in vain,4229.59,4232.59
,both in vain,4233.59,4235.59
,both in vain,4236.59,4239.59
,both in vain,4241.59,4243.59
,both in vain,4245.59,4247.59
,both licking,4248.59,4255.59
,both in vain,4256.59,4258.59
,both in vain,4259.59,4261.59
,both in vain,4262.59,4263.59
,both in vain,4264.59,4268.59
,both licking,4269.59,4270.59
,both in vain,4271.59,4272.59
,both in vain,4273.59,4275.59
32,valve opened,4275.59,4279.59
,walk,4278.59,4287.59
,both reach,4288.59,4292.59
,walk,4293.59,4295.59
,both in vain,4296.59,4298.59
,walk,4299.59,4303.59
,both in vain,4304.59,4305.59
,walk,4306.59,4310.59
,both in vain,4311.59,4314.59
,walk,4315.59,4319.59
,both in vain,4320.59,4322.59
,walk,4323.59,4337.59
,both in vain,4338.59,4340.59
,both in vain,4341.59,4342.59
,walk,4343.59,4371.59
,both in vain,4372.59,4374.59
,walk,4375.59,4415.59
33,valve opened,4400.59,4404.59
,noise generation,4439.59,4443.59
,walk,4495.59,4510.59
34,valve opened,4551.59,4555.59
,noise generation,4591.59,4626.89
,walk,4642.59,4658.59
35,valve opened,4702.59,4706.59
,walk,4709.59,4716.59
,cont reach,4717.59,4719.59
,walk,4720.59,4724.59
,both in vain,4725.59,4729.59
,walk,4730.59,4871.59
36,valve opened,4829.59,4833.59
,noise generation,4869.59,4904.89
,walk,4874.59,4879.59
37,valve opened,4980.59,4984.59
,walk,4983.59,4990.59
,noise generation,5020.59,5055.89
38,valve opened,5132.59,5136.59
,noise generation,5172.59,5207.89
,walk,5251.59,5283.59
39,valve opened,5283.59,5287.59
,walk,5287.59,5314.59
,noise generation,5323.59,5358.89
40,valve opened,5434.59,5438.59
,noise generation,5474.59,5509.89
41,valve opened,5585.59,5589.59
,spout removed after whisker detection,5625.59,5660.89
42,valve opened,5701.59,5705.59
,spout removed after whisker detection,5741.59,5745.59
,cont in vain,5744.59,5747.59
,cont in vain,5750.59,5752.59
,walk,5753.59,5797.59
43,valve opened,5817.59,5821.59
,spout removed after whisker detection,5856.59,5860.59
,walk,5858.59,5864.59
,walk,5889.59,5896.59
44,valve opened,5932.59,5936.59
,walk,5965.59,5986.59
,spout removed after whisker detection,5972.59,5976.59
45,valve opened,6048.59,6052.59
,walk,6074.59,6081.59
,spout removed after whisker detection,6088.59,6092.59
,walk,6116.59,6120.59
,walk,6131.59,6141.59
46,valve opened,6164.59,6168.59
,spout removed after whisker detection,6204.59,6208.59
,walk,6228.59,6238.59
47,valve opened,6280.59,6284.59
,walk,6284.59,6288.59
,spout removed after whisker detection,6320.59,6324.59
48,valve opened,6395.59,6399.59
,spout removed after whisker detection,6435.59,6439.59
49,valve opened,6511.59,6515.59
,walk,6549.59,6553.59
,spout removed after whisker detection,6551.59,6555.59
50,valve opened,6627.59,6631.59
,spout removed after whisker detection,6667.59,6671.59
,walk,6712.59,6717.59
51,valve opened,6743.59,6747.59
,spout removed after whisker detection,6783.59,6787.59
52,valve opened,6859.59,6863.59
,walk,6863.59,6897.59
,spout removed after whisker detection,6899.59,6903.59
,walk,6972.59,7018.59
53,valve opened,6975.59,6979.59
,spout removed after whisker detection,7015.59,7019.59
54,valve opened,7090.59,7094.59
,spout removed after whisker detection,7130.59,7134.59
55,valve opened,7206.59,7210.59
,spout removed after whisker detection,7246.59,7250.59
56,valve opened,7322.59,7326.59
,spout removed after whisker detection,7362.59,7366.59
57,valve opened,7438.59,7442.59
,walk,7440.59,7526.59
,spout removed after whisker detection,7478.59,7482.59
58,valve opened,7553.59,7557.59
,spout removed after whisker detection,7593.59,7597.59
,walk,7666.59,7673.59
59,valve opened,7669.59,7673.59
,walk,7685.59,7710.59
,spout removed after whisker detection,7709.59,7713.59
,walk,7748.59,7754.59
,walk,7759.59,7762.59
60,valve opened,7785.59,7789.59
,spout removed after whisker detection,7825.59,7829.59
61,valve opened,7901.59,7905.59
,walk,7906.59,7915.59
,both reach,7916.59,7920.59
,both in vain,7921.59,7923.59
,walk,7926.59,7931.59
,both in vain,7932.59,7935.59
,walk,7936.59,7973.59
62,valve opened,8017.59,8021.59
,noise generation,8057.59,8092.89
63,valve opened,8168.59,8172.59
,spout removed after whisker detection,8208.59,8212.59
64,valve opened,8283.59,8287.59
,spout removed after whisker detection,8323.59,8327.59
,walk,8396.59,8409.59
65,valve opened,8399.59,8403.59
,both reach,8410.59,8414.59
,both in vain,8415.59,8417.59
,walk,8418.59,8433.59
,both in vain,8434.59,8437.59
,walk,8438.59,8483.59
,two photon imaging,,8483.59
