Trial,Behavior,Start,End
1,valve opened,92.59,97.59
,walk,96.59,101.59
,cont reach,102.59,119.59
,walk,180.59,190.59
2,valve opened,216.59,221.59
,cont reach,220.59,226.59
,cont in vain,227.59,242.59
,walk,243.59,261.59
,walk,296.59,298.59
,cont in vain,299.59,301.59
,cont in vain,302.59,303.59
3,valve opened,335.59,340.59
,cont reach,339.59,367.59
,walk,413.59,421.59
4,valve opened,454.59,459.59
,cont reach,457.59,479.59
,walk,567.59,571.59
5,valve opened,573.59,578.59
,cont reach,576.59,605.59
,cont in vain,609.59,612.59
,cont in vain,613.59,616.59
6,valve opened,691.59,696.59
,cont reach,695.59,722.59
,walk,737.59,745.59
,both licking,746.59,747.59
,walk,748.59,802.59
7,valve opened,810.59,815.59
,cont reach,814.59,841.59
,walk,910.59,918.59
,both in vain,919.59,923.59
,both in vain,924.59,927.59
8,valve opened,929.59,934.59
,cont reach,933.59,970.59
,walk,971.59,973.59
,both licking,974.59,998.59
,both in vain,999.59,1002.59
,both in vain,1003.59,1006.59
,both in vain,1008.59,1009.59
,walk,1010.59,1015.59
,both in vain,1016.59,1021.59
,both in vain,1022.59,1023.59
,both in vain,1024.59,1029.59
,both in vain,1034.59,1038.59
,walk,1039.59,1048.59
9,valve opened,1047.59,1052.59
,both in vain,1049.59,1051.59
,cont missed,1052.59,1054.59
,noise generation,1089.59,1124.89
10,valve opened,1201.59,1206.59
,cont reach,1205.59,1242.59
,walk,1243.59,1252.59
,walk,1316.59,1323.59
11,valve opened,1320.59,1325.59
,cont reach,1324.59,1359.59
,walk,1360.59,1369.59
,walk,1416.59,1425.59
12,valve opened,1439.59,1444.59
,cont reach,1443.59,1465.59
13,valve opened,1558.59,1563.59
,cont reach,1561.59,1581.59
,walk,1582.59,1591.59
,walk,1651.59,1660.59
14,valve opened,1676.59,1681.59
,cont reach,1680.59,1703.59
,walk,1741.59,1745.59
15,valve opened,1795.59,1800.59
,cont reach,1797.59,1828.59
16,valve opened,1914.59,1919.59
,cont reach,1917.59,1935.59
,walk,1985.59,1994.59
17,valve opened,2032.59,2037.59
,cont reach,2036.59,2059.59
18,valve opened,2151.59,2156.59
,walk,2148.59,2153.59
,cont reach,2154.59,2175.59
,walk,2211.59,2217.59
,cont in vain,2218.59,2220.59
,walk,2221.59,2235.59
19,valve opened,2270.59,2275.59
,cont reach,2274.59,2294.59
,walk,2352.59,2363.59
20,valve opened,2388.59,2393.59
,cont reach,2392.59,2410.59
,both in vain,2449.59,2456.59
,walk,2457.59,2480.59
21,valve opened,2507.59,2512.59
,cont reach,2511.59,2528.59
,walk,2568.59,2575.59
,both in vain,2576.59,2580.59
,walk,2581.59,2593.59
,walk,2610.59,2614.59
,both in vain,2615.59,2618.59
,walk,2621.59,2629.59
22,valve opened,2626.59,2631.59
,cont reach,2630.59,2668.59
,walk,2689.59,2693.59
,both in vain,2694.59,2698.59
,both in vain,2701.59,2703.59
,both in vain,2704.59,2705.59
,both in vain,2706.59,2709.59
,both licking,2712.59,2734.59
,both in vain,2735.59,2738.59
,walk,2739.59,2742.59
,both in vain,2743.59,2747.59
23,valve opened,2745.59,2750.59
,walk,2749.59,2755.59
,noise generation,2786.59,2821.89
,both in vain,2819.59,2824.59
,walk,2825.59,2827.59
,both in vain,2828.59,2832.59
,walk,2833.59,2841.59
,both in vain,2857.59,2863.59
,both in vain,2865.59,2869.59
,walk,2870.59,2885.59
24,valve opened,2899.59,2904.59
,noise generation,2940.59,2975.89
,walk,2993.59,2998.59
25,valve opened,3053.59,3058.59
,cont reach,3057.59,3072.59
26,valve opened,3171.59,3176.59
,cont reach,3176.59,3203.59
,walk,3204.59,3214.59
27,valve opened,3290.59,3295.59
,cont reach,3294.59,3315.59
28,valve opened,3409.59,3414.59
,cont reach,3412.59,3425.59
29,valve opened,3527.59,3532.59
,cont reach,3531.59,3546.59
,walk,3547.59,3556.59
30,valve opened,3646.59,3651.59
,cont reach,3650.59,3669.59
,walk,3670.59,3678.59
,walk,3712.59,3716.59
,both in vain,3717.59,3721.59
,walk,3722.59,3763.59
31,valve opened,3765.59,3770.59
,noise generation,3806.59,3841.89
32,valve opened,3919.59,3924.59
,cont reach,3924.59,3934.59
,cont in vain,3935.59,3937.59
,walk,3938.59,4026.59
33,valve opened,4038.59,4043.59
,noise generation,4079.59,4114.89
34,valve opened,4192.59,4197.59
,walk,4221.59,4233.59
,walk,4290.59,4397.59
35,valve opened,4346.59,4351.59
,noise generation,4387.59,4422.89
36,valve opened,4500.59,4505.59
,walk,4519.59,4530.59
,noise generation,4541.59,4576.89
,walk,4575.59,4589.59
37,valve opened,4654.59,4659.59
,walk,4654.59,4661.59
,noise generation,4695.59,4730.89
,walk,4718.59,4727.59
38,valve opened,4808.59,4813.59
,noise generation,4849.59,4884.89
,walk,4923.59,4933.59
,both in vain,4934.59,4935.59
,walk,4936.59,5085.59
39,valve opened,4962.59,4967.59
,spout moved after whisker detection,5003.59,5009.59
40,valve opened,5081.59,5086.59
,walk,5099.59,5125.59
,spout moved after whisker detection,5122.59,5128.59
41,valve opened,5200.59,5205.59
,walk,5204.59,5216.59
,spout moved after whisker detection,5241.59,5246.59
42,valve opened,5318.59,5323.59
,cont reach,5341.59,5344.59
,both in vain,5345.59,5347.59
,walk,5348.59,5410.59
43,valve opened,5437.59,5442.59
,noise generation,5478.59,5513.89
,walk,5524.59,5528.59
,both in vain,5529.59,5531.59
,walk,5532.59,5534.59
,both in vain,5535.59,5537.59
,both in vain,5538.59,5540.59
,both in vain,5541.59,5543.59
,both in vain,5544.59,5547.59
,both in vain,5549.59,5551.59
,walk,5552.59,5566.59
44,valve opened,5591.59,5596.59
