x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050
27,0.49857938,6.8604517,0,0,0.16297117,0,0,0.38308132,0,0,0,0,0,0,0,0,0,0,4.114164,6.0650973,0,0.640084,0.22203097,0,0,0,0,0,0.57594424,0,0,0,10.474559,0.4903918,2.4669209,0,0,0.7348458,0,0.9908152,0,0.14810903,0.5459745,0,0,5.8320866,0.0920416,0,0,4.537557,0
28,0,4.9549823,0.13857073,0,0.9137446,0,0,1.9026318,2.583077,0,2.673565,0,0,0.15794037,0,0,0,2.6549137,0,0,0,0.074328795,0.15678327,0,0,0,0,0.16152108,0.043207668,0,3.068949,1.8751181,0,1.2744572,0,0,0,3.0637755,0,1.2421354,0.21018896,0.18062292,0,0.005143366,0,0.7567437,0,4.4547877,0,0,2.7153487
29,0,0,0.87659097,0,1.0340905,1.1153166,0,0,0,0,1.1256229,0,0,0.8070696,5.374274,2.6410859,0,1.7519721,0,0,0,2.6259296,0,0,0,2.5519693,0,6.730997,0,0,0,0,0,0,0,2.5153234,0.7929287,0,0,3.4364357,0.31321937,0.53848666,0.30161592,0,0,3.4686525,0,0,4.7223682,0,0
30,0,0,1.301551,1.211008,0,1.0189645,0.035190765,0,0.64458656,0.5608729,3.3900254,0,0.18790929,0,3.0010352,0,0,0,0,0,0,0,1.5180281,0,0,4.664117,0,0,0,7.7419868,1.4793255,0,2.3334954,0,0,0,0,0,3.885013,0,4.0265017,0.24509266,0.76192766,2.4532511,0,0.3420109,1.9225106,0,0,0,2.8964949
31,0,0,0,0,0.6763903,2.5813053,0,0,0,0.076168984,0,1.1217772,0,0,0,6.4329987,0,4.8970504,0,2.2405136,0.12999591,1.125842,0.7070432,1.3059187,0.8071811,0,1.0955102,0,0,0,1.3947743,1.8566426,0,0,0.4170513,0,0.17633839,0,0,0.728441,1.4192181,1.6556681,1.8083456,0,0,10.338392,0,3.5945694,0,0,0
32,0.9235491,0,0,0,0,0,0,0,0,0,0.32723984,1.6690931,0.515935,0,3.446893,2.8180525,0,1.2562824,0,0,2.0204694,0.49968895,0,2.6754076,0,0.6512107,1.8062727,0.44168478,1.9052263,0,0,4.0240803,0,0.17509335,0.7877837,7.2097836,0.4655545,0,1.3969007,1.2497793,0,0,0,2.0478952,5.131851,4.7943835,0,4.3123493,2.5695238,0,0
33,3.277928,0,0.06817904,1.1825631,0,0,1.477652,0,0,0,1.9462299,0,0,1.9482216,8.297971,1.8798842,0,0,1.7779764,7.694678,0,0,1.2976263,2.1363492,3.6558187,2.0464294,0.2805388,1.3411946,0,7.977306,2.8560944,0,0,0,0,0,0.64175045,0,2.2100616,0,0.020098053,0,1.1083974,0.75330347,0.020728294,8.266767,9.663325,0.20560135,1.0244821,12.206616,5.1716766
34,1.7620349,7.0752745,0.48970956,0,0,0,2.8700955,0,0,0,0,0,0.05491594,0,0,0,2.0019321,0,0,0,0,0,0,0,0.85541683,0,0.58998966,0,0,0,1.9568512,3.84789,0,0,0.4676219,0,0,1.7095275,4.77031,0.4471179,1.0576507,1.2083939,0,0,0,0,0,0,0,0,0
35,0,0,0,0.7362761,0,0,0,0,0.55229795,2.3696673,0,0,0.8656121,0,0.25552708,0,0,0,1.0999786,0,0,1.4966764,0,0,0.25098008,2.2416427,0,3.1446002,0.3444409,0.72134733,0.035530746,1.8491423,0,0.31020388,0.21496144,3.6046126,1.0150789,0.39583394,4.8340597,0,0.583854,2.9673269,0.78604937,0.69597006,0,0,0,0,0,0,0
36,1.1880788,0,0,0.8833317,0,0.46423373,0,0.41748238,0,0,3.0702891,1.6085533,0.48112231,0.8473337,5.1021724,0,1.9448093,0,0,1.6689786,1.7072475,0,0,0,6.00579,0,0,1.1160545,0,0,0,0,0,1.6120017,0.044672035,0.03891585,0,0,0,0.7909302,0,0,0,0,0,2.641555,0,1.7927542,0,1.3141418,2.9428313
37,0.96502495,6.646055,0.95842314,0,0,0,0,0,0,0,0,0,1.71332,2.4525669,0,0,0.015004,4.508999,0,0,1.5711029,0,0,0.7623172,0,0,0,0,0,0,0,0,7.4521003,0.6300384,1.3345103,2.6590555,1.7955285,0.52201563,0,2.1099305,0,1.7740575,0,0,0,0,6.862795,0,0,1.9513869,1.1267195
38,0.087469585,0,0.81962025,1.9555333,1.4578794,0,0,0.57951534,0.251939,0,0,0,0,0.8611838,0,1.1389996,0.03550062,0,0,4.121304,1.4063618,0,0,2.2718024,0,0,0,0,0,0,0,0,9.8814125,0,0,0,0,0,0,0.00649921,0,0,0.74173117,2.8603797,0,7.9810843,0,4.570269,4.3783484,1.5842373,7.1872916
39,1.420223,0,0,0,0,5.734535,0,0,0,0,3.1017532,0,0,0,0.8936121,5.5442233,0.34333092,0,0,4.5658092,2.3940268,0,0,0,3.4479916,0,2.467203,5.755016,0,0,0.62728405,0,0,1.1829302,0.25776312,3.5788975,1.4506894,0,1.0898701,1.2177566,0.52987146,0.29441938,0,1.1924684,0,2.898325,0,6.9062176,0,6.5801945,0.2863989
40,0,2.7510304,0,1.5085558,0.41661164,0,0.44358057,0,0,0,0,0,0,0,1.6483163,4.5364733,0,0,11.946561,1.3446708,0,0.97555906,0.5965138,0,0,2.5794816,1.0705037,0,0,0,0.7898514,0,0,0,0.27853763,0,0.3159892,0.9137686,3.7154782,0,1.506114,0,3.223477,0,0.7479017,3.572298,0,0,0,0,0
41,0.25890544,2.7195797,0,0,0,0,0.170459,0,0,1.4120373,0,4.093328,0,0,0,0,0,0,0,0,0.8073181,0,0,0,0,2.1060596,0,0,0,0,0,0,0,0,0,0,0.047816686,0.060525764,0.9850978,1.9465758,0,0,0.10862897,0.23538265,0,5.826927,2.5584733,0,0,2.6279957,2.4951322
42,0,11.717756,0.8176415,0,0,0,1.1207526,0,0,0.6425891,0,0.19620594,0.12747589,0.055383146,0,6.552861,0,0,7.550414,0,0,0,2.4533281,0,0,0.570645,0,0,0,0,3.106894,0,0,0,0,0,0,0,4.307822,0,0,0.84460354,0.5239269,1.0278567,0,5.3130383,0,0,0.25060531,0,0
43,0.40146118,0,0,0,2.8162537,0,1.4799584,0,1.3538194,1.4632025,3.437306,0,0.2830867,0,9.439768,6.8025236,0,5.7442884,0.5235721,0,0.3029053,0,0,0,0,1.2813855,0,4.077695,0.5931458,0,0,1.6464067,8.50146,0.95550233,0,2.9912064,0.54247063,3.3607495,2.112959,0,1.3724574,0,2.9749174,1.919121,5.115595,4.977097,1.8396711,1.2751776,1.070327,0,4.735821
44,0,8.501618,0.5528914,0,0,0.74929607,0,2.2578077,0,0,0,0,2.6645057,1.6492357,0.82089204,1.2212266,0,9.497561,3.4136124,0,0,0.4338404,1.2746075,0,0,0,0,0,0,6.3772683,0.29435706,0,0,0.286014,0,0,0,0.14498019,0,3.4748387,2.3541896,1.3426601,0.3350503,1.3211335,0.54039234,3.4854088,0,0,0,0,3.720459
45,0,0,0,0,0,3.1387851,0.17114082,0,1.2933592,2.9980803,2.1294951,0,0,0,0,0,0,0,0,0,0,0,1.6050484,0,0,2.4509583,0,0,0,0,4.2936397,0,0,0,0,0,0,0.6590157,0,0,1.0564942,0,2.2484012,1.3223244,2.8048573,0,0,0,0.80157256,0,0
46,0,0,0,0,1.7757812,0,0,0.8495028,1.0249047,0.13504279,0,0,0,0,2.2829914,0,0,0.001609425,1.4870093,2.5981002,2.1654942,0.7559979,0,0,0,1.5458692,1.0637083,0,1.1698997,4.159165,0,2.4101856,0,0,0.76847905,0,0,0,0,0,1.9962016,0,2.817225,0.6273451,0,2.3343945,4.4838333,0,0,0,1.293375
47,0,0,0,0,0.8347101,1.5408406,0,1.6293436,1.1222095,0,0,0,0,0,2.7508287,9.114093,1.2645006,0,0,6.795015,1.0517989,4.2301564,0,0,1.0696973,0.2233462,0,0,0.44111565,0,1.0597668,0,0,0,0,0,0,1.1562847,4.245597,0,2.0253587,0,0,0,0,3.398267,0.547583,3.1522882,0,0,0
48,0,1.4725405,5.0028553,0,0,2.0895684,0,0,1.7812912,0,1.1147482,0,0,0.6255426,7.2876983,4.187137,0,5.0710225,0,0.9476627,0,0,0,0,0.22771092,0.39045304,1.7807565,1.5504992,2.1159186,0.8626313,1.4787663,1.1018975,0,0.15228954,0,0,1.5962903,1.4200155,0,0,0,1.0337077,0,0.7437182,1.6799636,12.884758,8.323598,0,2.1239433,15.5005045,2.9044454
49,0,7.5352407,1.569494,0,0.007988842,0.94609755,1.4395994,0.4101363,0,1.0711958,2.7968545,0,0,0,0,0,0,0.5206075,6.8383317,0,0.15462707,0,0.19267455,0,0,4.0960417,0,0,0,4.483572,0,4.86288,0,0,0,0,0,1.3083827,19.614807,0,1.4210991,0.32059792,0,1.6457167,2.6663418,0,1.5658398,0.57617545,0,2.8862362,7.0214543
50,0,8.004066,0,1.2593093,1.4407637,3.1549382,0,0,0.5733144,0,0,0,0,0,6.9635463,8.026986,0,5.203414,2.818598,0,0,0,0.7078987,0,0,0,0.7337216,6.134945,0,0,1.1528128,0,0,0,0,0,0,0.6394237,0.33593372,0,2.6429517,0,1.3519329,1.8924266,0,0,0,0,2.3775053,1.3238915,3.4279075
51,0.4237946,0,0,0,0,0.11739174,0.05595012,0,0,0.32527626,1.8056583,1.5343249,0,0,9.598371,0,1.9526747,2.224407,0,1.6637003,0.15215808,0.3652698,0,2.2704706,0,0,0.36565617,1.1346478,0,0,0,0,6.4824705,0,0.73816854,0,0,0,0,0,0,0,1.5309048,0,0,6.6815095,0,2.3171675,0,5.1120553,0
52,0,0,0.005454857,1.2057257,0,0,0.861221,0,0.5289405,0.19031575,0,0.7899977,0,0,0,0,1.7643888,0,0,3.3403828,1.4274071,0,0,0.18914677,8.810136,0,0,3.7906601,1.0551348,0,1.1691759,7.824024,1.2860798,1.1390045,0,4.7789483,0,0,0,0,0,0,1.2098134,0,0,0,0,0,0,1.4852505,0.40982494
53,2.220072,0,0,0,1.2573698,0,0,0.58812535,1.5468395,2.1097603,0,0,0,0,0,0.277286,0,3.332819,2.2591107,1.0308985,0,0.31200275,0,0.76107734,0,0,0.32926023,0.40254876,0.949756,0,0,4.104505,0,0.89223945,0.70794994,0,1.5907491,0,1.870109,2.8362052,0.1753483,0,0,0,1.8010834,8.510992,0,0,2.9351082,0,0
54,0,0,1.0733453,0,0,0,0,0,0.42165524,0.59695697,0,2.005555,0.9921058,1.2732112,0,0,0.17935097,0,3.6136487,0,3.9599977,1.7793664,0.24162737,0,3.7453043,0.7248647,4.0092745,1.4801688,0,0.62050724,2.379847,0,0,1.900856,0,0,0.4274385,1.2698199,0,1.7510452,4.915512,0.45665413,1.7299496,0,0,6.601072,1.0185475,0,0,6.1913414,0
55,0,4.6700687,0.5245973,0,3.2442567,0,0,0,0.32599768,0.2009168,0.01250214,1.4306799,1.1801778,0,0,0,0.87620014,3.3344436,0,0,1.2058092,0,0,0.7364876,0.8903486,0.73945487,0.9251197,3.4555051,0,0,0.29119945,0.7696126,14.684959,1.1139057,0,0,0.3659623,1.3710529,0,0.3644409,0,0.79713684,2.6098552,0,0,0,5.4552784,0,0,0,5.784996
56,0,4.334057,3.5715516,2.471019,0.39599964,5.458366,0,2.5140314,0,0,0.6956223,1.5760726,0,0.4853031,0,0,0,0,0,1.7373803,1.8459319,0,0,0.027436454,0,0,0,2.685044,0,0,0.6755853,1.3585832,0,0,2.6859243,0.21159641,0,0,1.332006,0.5631493,0,0.86051536,1.9935732,1.1959524,0,3.863633,5.4795585,0,3.93623,0,0
57,0,0,0,3.8272624,0,0,0.9688798,0,0,0,1.2627177,0,0,0.67684984,2.647993,0,0,0,0,0,0,0,0,0,1.6225649,1.7631836,0,0,0.5946512,0,0,8.855497,7.1260495,1.5713462,0,4.684989,0.2821357,1.0167816,0,0,0,1.507845,0.728124,0,1.9332403,4.1173344,0,0.7980029,0,0,0
58,0.04207533,0,0,0,0.11150315,0,1.6775181,0,0,0.36722663,0,0,0.037766974,1.0460005,0.14125328,0,0,0,0,4.0754013,0.65629476,0,0.7803635,0.7582663,2.9120831,1.6351413,0,0,0.48039308,0,0.0932145,1.1507702,0,0.06328788,1.2547374,0,0,1.5016077,0.37089992,0,0.9490919,0,0.102041245,0.18593666,0,1.9818698,0.45841882,0.2288043,2.1837254,0,0.75950444
59,0,3.559048,2.411603,0.95800644,0,2.366383,0.4617767,0,0,0,0,0,0.6915229,0,0,6.131655,0.4898291,0,0.19720003,0,0.99976,0,0,0,0,0,0,2.5865414,0.9564341,0,0,3.5868287,0,2.436219,0,0.83946943,0,0.32206783,1.4941784,0,0,0,0.8041881,0,3.7014334,0,0.7889214,6.504221,2.538948,4.3812575,0
60,3.3269038,0.10523027,3.5377889,0,0,0.522165,2.7734485,4.0014734,1.7031521,0,2.9207985,0,0.71938545,0.059207983,0,0,3.652553,7.3693695,0,0,0,0,0,4.847711,9.518516,0,0,3.3501592,2.2601647,0,0,0,0,0,0.20632347,2.1328666,2.3148532,0,0,0,0.95655423,1.6963104,0,3.1983283,0,5.469176,1.1231945,0.44891396,0,6.400442,0.77004266
61,0,1.6488978,0.5109931,1.591087,0,0,0,0,0,0,0,0,0,0,0,0,1.2511584,0.9608489,0,0,0,0,0,0,2.350399,0,0,0,0,0.6497455,0,0,0,4.1161256,0.8046764,2.7805564,0,0,0,2.1013694,0,1.0973755,0,2.0432029,1.4288671,0,0,0,0.3292252,4.726732,2.9420865
62,0,0,0,1.3441224,0,0,0,0,0,0,0,0,0,0,0,3.9839704,0.20379883,0,0,0,0,0,0.107278585,0,0,3.8468673,0,4.2434974,0.20146315,5.0782638,0,0,8.661342,0,0,5.1361074,0,0,0,0,0,0,0,0,0.47042212,0.8595521,7.266278,0,0,5.3091745,0
63,3.5614147,0.5085467,0,0,0,0,0,0,0.7857374,0,0,2.6565213,3.2064784,0,0,5.3256235,0,1.617774,0.32857355,0,2.0069294,1.5621793,2.5635347,0,0,1.1739467,1.0163473,0.8838061,0,3.0222018,0,0,6.620854,0.7297023,3.2457008,0.500995,0,0,0,1.7373992,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0.022636307,1.0627604,0,0,0,0,0,0.18463366,0,0.75601614,0.20742424,0,0,0,0,0.057074912,0,0,0,0,0,0,0,0,1.1306877,0,0.10061922,0,0,0,2.67716,0.30359173,0.67515904,0,3.0184677,0,0,7.072857,0,0,0,0,0,0,0,0,0,0,0
65,0,3.9576113,0.4596477,0,0,0,1.3074116,0,0.84146684,0,1.4085733,3.4736238,0,0.9971131,0,0,0.6455126,7.3409123,2.7469354,2.13368,0,1.2556243,1.3606895,0,0,0,0,3.0329666,1.2959327,0,0.9708211,0.33102,0,0,0,8.2792,0,1.7889937,0,0,0,0,0,0,0,5.9632287,0,0,0,0,2.0505016
66,0,6.1558704,0,0,0.25238985,1.4403301,0,0,3.2415469,0,2.6495144,0,0,0,4.950254,10.913581,0,0,8.431974,0,0,0,1.5165746,0,3.7713485,0,0,0,0,0,2.9669166,0,0.80018085,0,0,0,0,0,1.369062,0,2.363687,1.1850184,2.8777568,1.2389003,0,0,3.6016636,8.825368,0,1.6145837,0
67,0.113982335,0,0.79764473,0,0.5657199,0,0,0,0,0.59191597,0,0,0,0,0,0.023175146,0.09111808,0,6.152901,0,1.9609708,2.4471383,0,0.20085181,2.9178376,0,0,5.104655,0.08815282,6.416731,0,0.51668817,0,0,0,0,0.3753918,0,0.5698544,2.4976072,2.9887385,0,0,0,0,0,0,1.9245012,0,0,0
68,0,0,0,2.1081114,1.2581624,2.3973877,0,0.44201428,1.336304,0,0.518019,0.3014404,0,0.53616,0,0,2.7909844,0,0,0.4005631,0,0,0,2.3575888,1.7552893,0,1.9640746,0.19695973,0,1.3594276,0,3.2081459,7.8694315,0,0.33738178,1.4516047,0,2.1341255,0,1.7651122,0.7703478,0.056324586,3.2697656,0.3871233,0,10.006952,0,0,0,0,0
69,2.0677643,4.1459265,0,0,0,0,0.36657807,0.695354,1.7023473,0.50103813,0,0,0,1.1394516,6.5029674,6.3134313,1.3789853,0.8612094,2.6120825,10.353299,4.6427464,1.306752,0,0,0,0,0,0,2.5107093,0,0,0,10.503497,1.5342088,0,7.360238,3.0401587,0,0,4.0653343,0.44841793,0.09744392,0,0.17018436,7.6027083,0,7.043944,2.8262281,2.1165257,0,5.1449914
70,0,2.8374727,2.5728037,2.2720008,0,0.42216843,0,0,0,0.15266569,0,0,0,0,0,0.560264,0,0,0,0,1.7703668,0,0.11436664,0,0.8277095,0,3.0401468,0,0.30050045,0,0,0,0,0,1.3524758,0,0,0,0,0,0,0,0,0.18205279,0,2.9788616,9.500025,0,2.377527,0,6.5350595
71,0,2.3920782,0,0,0,1.495633,0.76834303,1.5195062,0,0,0,0.24493071,0,2.0544426,0,0.4850868,0.08039798,0,4.8113985,0,0,1.5642045,0,0,6.679275,0,0,0,0.34865698,0,0.93332684,0,0,0.54886734,0.22484268,0,1.1627524,0.28792834,2.2263317,0,0.07524291,2.5357888,1.6894455,0,0,0.006703987,0,0,3.5271275,4.1381993,0
72,0.42977804,0,0,0,0,1.1859355,0,0.07988264,0,0.76436996,4.363321,0,0,0.1366322,4.0152836,0,1.046389,0,0.5667933,0,0,0,0.14621101,0.9805371,0,0.56620115,0.9535415,0,0,0,0,7.1186547,11.500635,0.30956057,0,0,0,1.6293215,0,0,0.6072855,0.8384128,0.278635,1.3962675,0,0,0.8184912,0,0.566098,4.698539,2.606719
