x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061
866,0,0,0,3.558423,0,0,0,0,0,1.8139429,0.1942096,0,0,0,0.52481467,0.39701623,0,1.1625307,1.6287581,3.3410394,0.71301687,1.9701747,4.0606904,0,0,0,2.6481102,0,0.5692171,0,0,1.5380311,0,0,0.33374158,0,1.0923282,0.8768534,0.9367684,1.6613148,2.020265,0,8.561401,2.7617362,0,0,0,0,0.057416644,2.718771,0.28463784,0.20674783,0,0,0,0,2.03006,0,0,0,0,0
867,0,0,3.6421957,0,0,0,4.3073235,0,6.6514697,1.5461075,1.4916384,0,0,0,1.2323792,0,0,2.267635,0,0,6.2703195,0,0,0,0,1.7962972,1.0069526,0,1.6627829,0,0,0,0,0,0,0,0.86385435,0,0.9846542,0.3815907,2.6579823,0,0,0.98725647,0,2.115108,0,0,0,0,3.7475693,1.3968843,1.5668966,0,0,0,0.97652006,0,0.4439672,0,0,0
868,0.90224713,0,0,0,2.0404038,7.3613405,1.1680192,0,6.5465283,0,0,0.07888919,0,0.043599386,0,1.2199124,0,2.98577,0,0,4.37917,0,1.7843302,0,0,0,0,0,2.4378154,0,0.87310207,0,0,0,0,0,0,0,0,0,0,0,1.4939393,3.1385996,0,0.2846422,1.8452275,2.3015761,0,0,6.053415,0.16578338,0,0,0.76938266,0.97205174,0,0,0,0,0,3.2569766
869,2.3622215,0,2.0223486,0,0.36993173,0,0,0,0,0.38177884,0,0,0.2988596,0.16336666,0,0.5624872,0,2.451213,0,0,0,0,0,0,0,0,0.7007086,1.0327461,0,2.683638,0,1.426561,0,2.7275116,0,0,1.4966444,0,0,0,0,0,0,2.389541,0,0,0,0.37238148,0,0,2.1971323,0,0,0,0,0.41919863,0,0,0,0.15090343,0,0
870,0,6.5120287,0,0,0.690867,0,0,0,0,0.9477545,0,0,0.5436191,0,1.0573266,0,0.036975827,1.0270349,0,0,0,0,6.329783,0,0,0,0,0,0,0,0,1.8289317,0,0,0,0,0,0,0,0.06794398,0,0,0,4.160867,0,0,1.0343058,0,0,0,0,0,0,2.7955554,0,0,0,1.32657,1.0836346,0,2.6702793,0
871,0,0,0,0,0,0,0,0,0,0,1.1589211,0,0,0,0,0,0,9.448952,1.3885336,0,0,0.7735325,0,0,0,0,0.05217463,0.50741255,0,0,0,0,0.22136034,0,0,0.04336682,0,0.15242493,0,0,0,0,0,0,4.0131145,8.2144375,0,0,0,0.9799218,0,0,0,0,0,0,0,0,0,0,0,0
872,0,0,3.265724,0,0.69695836,0,0,3.7736375,0,0,0,1.3176804,0.6268447,2.1327682,0,0,0,0,1.5842274,0,0,1.4003495,0,4.068028,7.5585155,0.34876326,5.275319,2.5992725,0,4.954155,0.7392118,0,4.4089446,1.5698898,5.194462,3.5383568,0,0,0,0.8020821,0,0,0,0,1.5951514,0,0,0,0,0,0,0,0,0,0.24313198,0,0,0,0,0,0,0
873,0,0,0,1.0323185,2.6271453,0,1.7787414,4.679503,0,0,0,0,6.0317407,2.6762345,0,0,1.1632038,0,0.24473087,0,0,0,0,4.922852,10.513827,0,0,3.2669435,0,11.979107,1.6217039,0,0.8510837,2.8513951,1.2128879,0.9791489,0,0.36279756,2.2563148,4.2180514,0,0,0,0,1.1563638,11.693773,0,4.3386574,0,5.655277,0,0.2905534,0.40482026,0,0,1.073093,5.3057394,0,0,1.8219012,4.131729,0
874,1.8338352,2.860731,0,4.437233,0,0,0,0,0,0,0,0.19815047,0,0,0,0,0.111786455,0,1.3117561,0,0,1.9510455,0,0,0,1.6598825,0.88711524,0,0,0,0.22464623,0.17520605,0,0,0,0,0,0.15293466,0,0,0.79975975,3.460016,0,0,0.3269828,0,0,3.77531,1.2467767,0,4.128777,0.8676695,0,0,0,0,2.4206612,0.9745741,0,0,0.36411315,0
875,1.003141,1.4363258,0,0,0,9.964684,1.2835634,0,0.43674436,2.0049074,0.68269116,1.0641743,0,0,0,0,2.2283115,0,0,0,0,0,0,0,0,0.98451,0,0,0,0,0,0.2077664,0,0,0.1019839,0,0.16890135,0.14000775,0,0,4.040691,2.9753757,4.5032654,0,0,0,0,0,1.7781379,0,4.1047945,0,0,0,0,0.8780015,0,0,1.0467715,0,0.67836636,0
876,0,0,0,0,0,0,1.6642593,0,0,0,0,0,0,0,1.755462,0.597062,0.30599642,0,0,0,0,0.9982469,1.5782944,0,0.17244759,1.1226248,0.01881865,0,0.15935802,0,0,0,0.45169476,0,1.1979675,0,1.6056789,0.34810603,0,0,0,1.7407823,0,0,0,0,0,0,7.6749964,4.309046,0,0,0,0,3.2819607,2.9676073,0,1.9034529,0,0,0.21767005,0
877,0.65172863,0,4.1775746,3.3797011,0,2.2664802,2.649677,0.08366149,0.65465105,0,1.3645542,0,0,0,2.1404455,0.605912,0,0,0,1.1949713,0.15005645,0,3.01997,0.2774929,0,0,0.46449727,1.6467305,3.035915,0,1.067215,2.7408311,0,4.4850554,0,0.98560065,0,1.0757967,1.5666097,0.43857527,0,0,2.7852886,0,0.8625396,0,0,0,0,0,0,1.3069118,0.369982,1.2180053,11.505517,4.1298413,2.9911969,0,0,1.8058331,1.4485352,0
878,0,5.2454257,1.3121592,0,0.7869804,5.0886593,0,0,7.353001,3.6247084,0.8645414,2.8880944,0.7015062,0,2.3038652,0,2.1224298,0,0.08284908,0,6.479848,0,0,2.0746686,0,0,0,0,2.0952113,0.85483164,0,1.4283303,0,0,0,0,0.29783347,0,0,0,3.5205185,1.7625207,0,4.1577916,0,0,1.5673717,0,2.8275602,0,0,0,0.18459027,0,0,3.0487652,0,3.404722,0,0,0,3.3680139
879,0,0,0.73551995,2.4369392,0,0,0,0,0,0,0,0,0,0,0,1.7785132,0.93971175,10.422968,0,5.7223167,0.4449402,0,0,0,0,2.380005,0,0,0.59806067,0,0.88518137,2.207774,0.20692524,0,0,0.7027832,5.084121,0,0,0,0,0.7080542,0,0,0,0,0,0,3.840424,0,1.7648337,0.2731254,0.092106454,0.90508395,4.5367155,0,5.6213984,0,0,0,0,0.30887282
880,0,0,0,0.9480133,1.1736437,0,0.8511501,0.4133699,0,0,0,0,0.07895062,0,1.7544461,0,0,0,0,4.493517,0,0,2.092744,0,0,0,0,0,0,0.8299437,0,0,0,0,0,0,0,0.59349245,0,0,0,0.06300269,3.0703118,0.98920363,1.6040106,0,3.4798687,0.4909829,0,0,3.5112867,0,0,1.4988586,0,0.41278183,0,0,0.003168973,0,0,0
881,0,0,0,0,0.09390124,3.9762907,0,0,0.40329954,0,0,0.10044939,1.4467102,0,4.8277946,6.430224,0,0,0.11069159,0,1.1255406,0,0,0,0,0,0,0,1.8366331,0,0.3972242,0.60172987,0,0,0,0,0,0,0,0,0,0,0,2.1916294,0,0,0,0.37483358,0.038842723,0,0,0.848625,0.387242,0,1.7712224,1.3738505,0,0,1.1718144,0.28669888,0,0.23135515
882,0,7.3861923,0,0,0,2.9540102,1.4204174,1.6097301,0,0,0,1.1682584,0,0.76112294,0,1.0953903,0,0,0,0.6287806,0,0,0,0,1.0961359,0,0,0,0,1.1824471,0,0,0,0.22559942,0.4714459,0.24946326,0,0,0,0,0,0,0,0,0,2.350119,0.4529724,3.920252,0,7.7915196,0,0,2.5177233,1.1562837,0,0.63900906,0,0,0,0,0,0
883,2.6320138,0,3.3674855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6677564,0.49676925,0,0,4.6682277,0,0.6001974,0,1.9283135,0.41615343,0,0,2.1985636,0,0,0,2.5653777,0,0,0.3123631,0,2.1277096,0.3945351,0,1.7775639,0,0,0,2.1550584,1.3822747,0,3.9954188,0,4.9782405,0,0,0,0,0,0,0,0,1.9127274,0.88164246,0
884,0.2830717,0,0,4.4783726,0,0,6.2859535,0,0,0,1.131923,0,0,0,0,0,2.4672627,0,0.14747779,1.3177117,7.2247715,0,5.435043,0,0,0,0.4858323,0,1.3551952,0,0.60350037,0.90674406,0,1.7673433,0,1.5242804,0,1.8075498,0,0,0,0,0,0,0,1.9002675,4.5958457,0,1.0710859,0,0,0,0,1.8263798,13.130978,0,1.1449597,3.4360948,0,0,0.792097,0
885,1.2650051,3.4569519,0,0,0.19407025,0,0,0,0,0.85709506,0.03764323,0,0,0,3.8553529,2.618463,0,1.5265187,0.39378136,0,0,0,0,0.04581222,0.4300211,0,1.3758323,0,0.6249718,0,0.31887,0,0.26294455,0,0.11709385,0,0.27482206,0,0,0,5.742303,1.1916751,0,8.428031,0,0,0.43403473,0,0,0,0,0,0,0,0,0,0,0,0,2.7323298,0,4.226892
886,0,0,0,2.4977636,0,0,0,0,0.22742139,0,2.1914737,0,0,0,0,0,3.2339888,2.632978,0,1.3964026,1.0461292,0,0.48047802,0,0,0.5861474,0,0,0.3401756,0,0,3.759794,0.9589214,0,0,0,0,0,1.5698435,0,2.8452399,1.7558949,0,0,0,0,0,0,0,0,8.460281,0,0,0,0,1.466389,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0.08532999,0,0,0.75319886,0,2.0980413,0,0,0,0,0,0,0,8.6467,0.30075246,0,0,0,0.027985027,3.1962605,0,0,5.8584046,0,0,0,0,0,0,0,0.7644958,0,0.5977579,0,0,0,0,0,10.381906,0,0,0,1.9262549,0,0,0,0,0,0,1.0075952,1.1326416,0,0
888,0.728055,0,0,0,0,0,0,0.083218716,0,0,0,0.16193283,0,0,0,0,0,0,0,0,3.3782046,0.48532915,0,1.508003,0,1.4958892,0,0,0.94856805,0,0,0,0,3.9946983,0.9773766,0.086004205,1.0323744,0.7641275,0,0,2.1817353,1.7187294,0,0,0.832049,0,0,0,0,0,0,0,1.0999855,0,0,0,6.830927,0,0,4.787198,1.1800909,0
889,1.8312222,5.5463705,0,0.89640635,0,0,0,0,3.4117947,0,0,1.590401,0.5672328,0.94180053,1.4767435,2.9074302,0,0,0,6.9214654,0,0,4.3154464,0,0,0,0,0.68149096,0,0,0,1.6114986,0,0,0,0,0.046633154,0,0,0,0,0.27973443,1.9498522,0.06957474,0,0,0,0,0,0,1.7661521,0,0,0,5.976073,0,0,3.7661881,0,0,0,0.83864063
890,0.40955865,0,0,0.36832598,0,3.144768,0,0,1.680599,0,0,0,0.29884678,1.9105837,0,0,0,0,0,0,0,0,0,0.28644347,1.6821852,0,10.491871,2.4796853,0,7.525091,1.5352011,2.6930263,0,3.50613,1.3006877,0,0,0,0.77327555,0,0,0.55974126,0,4.586773,0,0,4.5554705,0,0.8621591,0,0,0.32772353,2.497492,0,0,0,0,0,0.66530323,0.035603616,0.20841941,0
891,0,4.2069874,0,0,0,0,0,0.9701665,0,2.0773332,0,0.2821026,0,0,4.035533,0,2.5401402,3.1696212,0,0,0,0.11069269,1.1309774,0,0,0,2.9677565,0.61483365,0.5065838,0,0,2.9677727,0,0,0,0,0,0,2.1656141,0,3.432766,1.9206445,0,7.300082,0,0,7.0987844,0,0,0,0,0.382923,0,0,0,0,0.07809872,0,0,0,0,0.4068373
892,0,0,0,6.73685,0,0,0,2.1927147,1.320979,0,0.49031985,0,0.95707,0,4.4727864,0,0,0,0,0,0,3.542504,0.0709067,0,2.2720652,0,0,0,0.48429558,0,0,0,0,0,0,0,0,0,0,0,1.7081065,0,7.6956253,6.2434816,2.1160884,0,1.5688186,5.5199513,0,0,0.1497613,0,0,0,0,0,6.513612,5.832074,0,0,0.08269507,0
893,0.31479433,0,0,0,0,0,0,0,1.884519,1.1449602,0.80451417,0.027401369,0.03612499,0,0,0.5629184,0,0,0.34171847,0,0,0,5.206777,0,0,0.21756278,0,0,1.2607702,0,0,0,0.54947174,0,2.1034424,0.6308738,2.0123007,0,0,0.28466758,0,0,0,0,0,0,0,0.020093353,0.43043125,0,2.1122088,3.8340232,0,0,0,0,0,2.0560875,0.27455667,0,0,2.748884
894,0,0,0.20871095,0,0,0,0,0,0,0,0,0.74994457,0,0,0,0,0,1.0627404,0,0,0,0,0,1.2015815,0,0.87442964,0,0,0,0,0,0,0,4.539679,0,0,1.2379574,0,0,0,0,0.2705059,0.5130033,0,0,0,0,0,2.9594016,3.1078012,1.0884204,0,0,0.21036427,12.509736,0,0,0,0.028386634,3.7200086,0,0
895,0.8447064,4.891654,0,0,2.0636656,0,3.4007657,0,1.3320295,1.6840359,0,0,0,0,0,0.058758378,0,0.16069406,0,0,0.6074761,0,1.9311334,0,3.1667154,1.6057234,0,0,1.7390864,2.0350552,0.43974236,1.3163948,0,0,0,0.3845868,1.0302355,0,0,0.6456828,0,0.054248508,1.774118,0,2.372423,0,1.4533068,0,1.1211308,0,0.5636804,0.1021236,0,0,0,0,5.9354453,1.3599716,1.1032805,0,0,0
896,0,0,2.8197064,0,0,0,0,0,0,0,0,0.30966946,0,1.0608835,0,0,0.53751093,0,0,0,0,0,0,0,0,1.5430976,0,0,0.31110096,3.010514,0,0.4832234,0,0,0,1.4842762,2.088723,0.6092751,0.44642955,0,0,0,2.2997737,0,0,0,0,0,0.6588426,0,0,0.7751168,0.7665752,1.2853254,0,1.0134565,0,4.856751,0,0,0,1.6855173
897,0.49386117,0,0,2.0167165,0.73850906,14.055219,9.841455,0,0,2.533756,1.1724674,0.695029,0,0,0,0,1.289246,4.6078315,0,0.04825616,5.364354,0,0,0,0.40548277,0,0,0,1.9196035,0,0.09674837,0.4031516,0,3.2030127,0,0.6716642,0,0,0.1754519,0.17938454,0,0.40731734,0,0,0,0,0,0,0,0,0,0.19402936,0.8790156,1.2396024,0,1.6212128,0,0.53119636,0,1.6886258,1.529932,2.6032128
898,1.9604526,0,1.0320126,0,0,0,8.225717,0.7843215,0,0,0,0,0,0,4.1239595,0.31265226,0,0,0.44068342,0,0,0,0,0,0,0,0,0,0.12384893,0,0,5.167408,1.277178,0.19223702,0,0.5385806,0.5708751,0.8353189,0,0,0,0.81862324,0,0,0,1.8393824,1.3213592,1.05091,0,0,0,0,0,0.15160596,1.9157203,0,0,4.2708526,0.19294567,0,0,0.7207644
899,0,0,0,0,0.45827767,5.4756565,0,0,0,0,0,0,0,0.057740416,0,3.0117948,0,0,0,0.3649039,0,0,0.8756352,0,0.05428804,0,3.327105,0,0,2.273786,0.999186,0,0.06768699,1.1454309,0,0,0,0,0.143423,0.9852849,4.487205,0.20302072,8.807492,7.392448,0,3.5747242,0.16845441,2.9221315,0,2.3113508,0.46236467,0,0.27201378,0.15773383,0,0,0,0,0.16888942,0,1.1514885,0
900,0,0,0,0,0,1.871563,0,1.490781,1.3727825,0.57159525,0.49202162,0,0,0,0,0,0,0,0,3.8484316,9.140772,0.525734,1.3605813,2.3276289,0,0,0,0,0.5398046,0,0.35995364,0.76672757,0,0,0,0,2.6206121,0,2.0813806,0,3.8311226,0,0,0,0,0,0,0,0,10.952862,0,0,0,1.1478155,0,2.2534404,0,1.3172015,0,0,0.2586261,0
901,0,0,0,0,0,3.8182585,0,0,3.389943,0,0,2.9988577,0,0.27925256,5.664045,0,4.9264703,0,1.3411378,6.055035,6.9917183,0,3.083872,0,0,1.0042201,0,1.1843866,1.6086775,0,0.76555955,0,1.2772627,0,0.2700143,0,0,0,0.36947247,0,1.5216634,0,0,0,1.1910596,0,2.5846417,1.0832846,2.3707392,0,1.4239112,0,0,0.549142,3.0491867,0,8.234749,0,0,0,0.08983373,0
902,0.436542,0.24594484,0,1.6691811,1.2814924,0,0,0,0.31888822,0,1.2442274,0,1.282222,0.3069706,5.5784802,0,0,0,0.35854602,0,2.6915076,1.5352162,0,0,0,0,0,0.8861406,0.14353515,0,0,0,0.07897586,0,0.6703474,0,0,1.4174292,0,0,3.0771885,0,0,0,0,1.1572862,1.1358598,0,0,0,2.0137382,0,0,0,0,0,0,1.4643298,0.13729708,0,0,0
903,2.568914,0,0,8.776018,0.02774564,0,0,0,0,0,0.6924856,0,0.9943489,0.5644406,0,0.13340393,0,6.715392,0.8131852,0.44743177,0,0,0,0,0,0.28836423,0,0,0.63869685,2.4219444,0.13474758,2.1372788,0,0,0.33034894,0,1.024513,0,2.3177314,0.10996127,1.587672,0,0,0,0.40730637,2.6862085,3.5756035,0,0,0.3154733,0,0,0,0,5.0342,0,0,0,0,1.7278429,4.8247414,0
904,0,0,5.0074215,0,0,0,0,0,0,0,0,0,0,0.24681477,0,0.8965615,2.83054,0.2709013,0.41055363,1.2249018,0,0.23487478,2.311126,0.1127993,0,0.35451257,0,0,2.2616704,0.37542558,0,0.08715179,0.58398646,0.30021712,0,0.077480115,0,0.6525927,3.548318,0.82119834,0.33574638,0.5634929,0,4.9294024,1.3855537,0,0,0,0.32047617,0,7.5075183,1.7246596,0,0,0,0,0,1.3549784,0.025120942,2.1188998,0,0
905,0,4.5073586,0.39082435,0,0.9945307,0,2.6054015,1.5026107,0,0,1.085984,0,0,0.49167854,0,0,0.7380581,0,2.3339183,0,0,1.0121921,0,0,0,0,1.9722958,1.2489494,0,0,0,0,2.1589549,0,0,0,0.36071372,2.3885915,0.20102264,1.1265228,0,0.73514354,0,5.527985,0,2.3578055,0.5988778,0,0,0,0.11254814,1.1150869,0,0,0,0,0,0.010410225,0.017959783,1.7030346,0,2.6640434
906,0,0,0.78679246,8.431697,0,0,0,0,2.9089093,0,0.9133563,0.015686588,0,0,4.572493,0,0,0,0,0,0,0,5.8723164,0,0,0,1.0619017,0,1.4528017,0,0,0.6644027,0,3.7065246,2.263921,0,0,0,0.32634836,0.47899425,1.7410195,1.2719914,1.4232864,0.5724728,0,0,0,0,3.7138047,0,0,0,0,0,6.847989,0,3.0924842,0.7960174,0,0,0,0
907,0,0.380132,0.12871854,0,0,0,0,0,0,0.3422117,0,1.5347543,0,0,0,1.6336455,0,2.1086154,0,0,0,0,0,0,1.0811918,2.4870274,0,0,0,0,0,0,0,0,0.0625386,0,0,1.2157415,1.2093997,0,0,0.6969421,0,0,0,1.8139534,1.0613219,0,1.7418561,0,0.032925,0,0,0.9919744,7.7188144,0.6095642,7.4796615,0,0,0,0,0
908,0.51287216,0,0,0,0,0.084165335,0,0,0,0,0,0,0,0,0,0,0,0.20161405,0,1.1608595,4.6780877,0,0.7343756,0,4.4918165,3.9128203,0,0,0.08630134,0,0,0.1656197,0.9870686,2.3190923,0,0,0,0,0.1134784,0,0,0.9756478,0.42080316,0.38283122,0.0765598,0.15533215,0,0,0,0,0,0,1.2755259,0,0,0.25410682,0,0,0.30343682,1.2688562,0,0
909,0,0,1.9839133,0,1.1329521,0,0,1.8293864,0,2.1074715,2.1919909,0.5987151,0.008729093,0,0,0,0,0,0,0,3.9734516,0,0,7.856373,5.2003384,0,3.104434,0.0748264,0,0,0.000532571,0,0.02999216,0,0,0.9237925,0,0,0.5295608,0,0,0,8.017012,1.5686988,0,0,0,1.93913,0.5629259,0,0.21260609,2.324085,0,0,0,0.17897235,0,0,0.9387013,0,0,1.0984353
910,0.17084001,0,0,0,0,7.633634,0.83067083,0,0,3.8204763,0,0.14690433,0,0,0,0,0.82923776,0,0,0,3.9412217,0.50835043,0.845077,0,0,0,0,0,0.25528118,0,0.3908989,0,0.032407396,0,0,0.5017125,3.2130704,0.6721089,0,0,0,0,5.9484277,0,0,1.6923301,0,3.0875158,0,0,0,0,0,0.94105345,0,1.585743,0,2.3139908,0,0,0,0
911,0,0.009479724,3.9362645,0,0,0,0,0,0,0.6909737,0,0,0,0,0.13028911,3.7073383,0,0,0,0,0,0.99138767,0,0,3.460355,0.8799787,0.67192066,0,0.60648674,0,0,0,0.6039688,0,0,0,0,0,0,0,7.4804053,2.7009706,0.8337916,0,0,0,0,0,0,4.490458,1.9426433,0.14849481,1.0110385,0,0.6144365,0,0,1.3645905,0,0,0,0
912,0.28172237,0,0,0,0,2.7590287,9.936513,0.17969275,2.3006668,1.2757239,0,0,0,0.7779509,0,0,0.57614887,0.87377423,0,0,0.34687275,0,0,0,0,3.1659713,0.2789424,0,0.18063326,0,0,4.2744327,0,0,0,0,0,0,0,0,0,0,0,2.3237486,0.25997505,0,2.0461297,1.8836403,0,0,2.6714926,0,0.75796884,0,3.7557662,0,3.0640337,7.331271,0,0.7908703,0,0
913,0,3.2805355,0,0,1.995716,0,0,0,2.8056908,0,0,0,0,0,0,0.8500817,2.814861,3.11423,0,0,0,0,0,0,0,0,0,0.33022067,0,9.165834,0.6297515,0,0,0,0.08732751,0.0672718,2.4804246,0,2.3504677,0,1.4115182,2.2926238,0,0,0.316854,0,2.3842912,0,0,0,0,0,1.4903347,1.0324929,0,1.2926506,6.9429584,1.8559681,1.258536,1.1500099,0.016129438,1.8275602
914,0,0,0,0,0.12107036,9.963891,0,1.6573,0,0.34022525,0.26590043,0.082713515,2.9761128,1.737968,0,0,1.8138158,0,0.62841976,0,0,2.1187444,0,3.9452245,0.33642974,0,0,0.86493886,0,4.5683823,0,0.8874282,3.826562,0,3.249135,0,0,2.8321788,1.463212,0.31764525,0,1.5591483,0,0.251764,0,0,1.4943141,0,0,4.4390955,0,1.4526151,0.05274833,0,6.972199,0,0,0,0,0,0.5755493,0
915,0,0.21336156,0,0,0.9483879,0,0,1.4777547,0,0.19408882,0,0,0.6250941,0,0,0.6046703,0.6279937,0,0.4460397,0,0,0,1.2470745,0,1.7239486,0,4.9520164,0,0,0.7511812,0.9665989,2.4783776,0,0,0,0,0,0,0,0,4.4778895,0,0.68641347,2.4231162,0.10326499,0,0.07761618,4.309985,0,1.4585714,0,0,0,0.9890919,0.25563937,0,0,0,0,0,1.4246203,0
916,1.9888282,0,3.5740151,0,2.1932209,0,0,0,0,0,0,0.1306288,0.46603844,0,0,1.9497874,1.504325,7.984335,0,6.1753416,1.8822575,1.6969649,0,2.5627139,0,0,0,0,1.0815494,0.5583474,0.17171255,0,0,0,0.20597613,0,0,0,0.5512516,1.0549114,0,0,0,0.29192972,0.9597358,1.9316078,0,0,0,1.8880957,0.58611834,0,1.0675755,1.4475238,9.249098,0,0,0,0,0,0,4.3310733
917,1.4925233,0.46009886,0,0,0,0,1.006437,0,4.1932936,2.425156,0,0,0,0,0,3.4844105,0.034106433,0,0.48635918,2.5527332,0,0,0,0,0.19167514,0,0,1.2988411,0,0,0,0,0,2.6421506,0,0.21035792,0.050318718,1.0079598,0,0,1.5885954,0,0,3.8320816,1.214917,0,0,0,0.84153247,2.0532634,0.09384502,0,0,1.0116895,0,2.1509671,0,0,0,2.449965,0,0
918,0,0,0,11.37147,0.90197337,5.527967,0,0,0,1.1072408,0.5805813,0,0,0.067674905,3.1359377,0,0,7.211719,0.98770213,3.733003,3.3351567,0.8171453,6.6307054,0,0.1466463,0,0,0.9730838,0.31775007,0,0.17286225,0,0,0,0.31848285,0,0.26077014,0,0,0,0,0,0,0,0,0,0,1.3873024,8.913076,0,4.3173614,0,2.5989108,0,0,0,0,1.5484394,0,1.7250197,0,0
919,0,1.8385015,0,1.0790209,0.1476279,0,0,0.7156942,1.8847429,0,0,0,0,0,0,0,0,0,0,0.7552819,0.6580152,0,0,0,0.18700255,0,0,0,3.9639056,1.3735938,1.1241586,0,0.27840227,2.9712787,0,0,2.283706,0.75181496,0,0.30707493,0,1.5793241,5.9483128,0,0,2.2888286,0,0,0,2.0542102,0.72713387,0.31621933,0,0,0,0,0,0,0.47286746,0,0,3.2525113
920,0,0,1.1855279,2.882063,0,0,4.050876,0.057675608,0,0,1.1641058,0.9413249,0,0,0,0,0,0,0.31998122,0,4.6490893,0,0,3.3129566,0.28284603,0.39619327,1.1996536,0,0,1.9154215,0,2.9140568,0,0.7024678,1.7660391,0,0,0,0,0.91259414,0,0,0.5051757,0,0.46739358,1.1807489,0.5363002,6.0382915,0,0,5.861917,1.275619,0.48583418,0,0.865554,0,3.1844683,0,0,0,0.5703658,0.3733314
921,0,0,2.1266108,0,0,0,0,2.231334,0,0.8319354,0.23656246,0,0,0,4.984676,1.3046381,0,0,0,0,3.0615435,1.634114,0,0,0,0,0,0,0.17445673,2.6941037,0,0,0,0,0,0.14136037,0,0,0,0.09524528,0,0.20866288,2.3134503,4.5133953,0,1.8479798,0,0,3.331824,3.438737,0,0,0,0,2.1280875,0.99439067,0,0.7276032,0,0,0,0
922,0,2.8051558,0,0,0,0,0,1.117858,3.115775,0,0,0.4119897,0,0,0,0,0.7776815,4.94614,0,0,0,0.8305494,0,2.3157303,0,3.743018,0,0,0,0,0,0,0.3706634,4.177753,0,0.3745731,0,0,0,0.7415729,0,1.336117,0,3.624307,0,0,0.43017054,0,0,0,5.6939697,0,0.42635873,0.6609795,7.7553606,0.59611684,0,0.5666209,0.24266376,0,0.71062136,5.0788484
923,0,0,0,0,0,3.6605475,0,1.3814929,0,0,0.32634947,0.6923984,0,0,0.4203756,0,0,0,0.08741256,2.7386305,5.3294153,1.8012376,0,0,0,0,0.26162416,0.3885692,0,0,0,0,0,0,0.69095135,0,0,0.888185,2.1975205,0.31068456,0,0,0,0,4.2608953,0.822274,0,1.3434741,0,0,0,1.506336,0.26649892,0,5.561643,0.084641054,2.4550486,0,0,0,3.1048856,0
924,0,3.8224673,0.09778996,0,0.42918813,0,0,0,0.10264324,3.3000524,0,0.41463917,0,0,0,0,1.8325295,0,0.18088949,0,0,0,1.4577788,0.34216368,0,1.4084022,0,0,0.1469361,0,0.8641213,0,0,1.7605901,0,0,0.17046185,0,0,0.36412525,0,0,0,3.1058652,0,0,4.1273255,0,0,1.105609,3.7598383,0,0.006640089,0,0,2.1398373,1.3460476,0,0.47617573,0.50791013,0,2.309609
925,1.0582289,0,0,0,0,0,1.6659606,0,0,0,2.104831,0.30377668,0,0,3.0270157,0.916101,0.17373192,1.3609619,0,0,3.3789763,0,1.1265218,0,0,0,0,0.9275322,0,0,0,0,1.2570666,0,0,0.6435758,0,0,2.7496302,0,0,0,8.83184,0,0,0,0,1.8566238,0,0,0,0,0,0,0,0,0,2.5759504,0.8361293,0,0.08907908,0
926,1.6738673,0,0,0,0,0,0.40319762,0,0.4056089,0,0,0,0,0.8090474,0,0,4.412423,0,1.7644292,0,0,0,0,0.66371673,1.2177899,0,4.1137547,0,1.3595934,0,0,0,0,0,0,0.5532917,0,0,0,0,0,0,1.4084345,0,0,1.7989948,0.2116088,0,0,0,0,0,0.42598072,3.7851422,0,0,4.2895303,0,0,0,0,0
927,1.798329,0.43271744,0.26189473,0,1.5350056,0,4.045046,0,1.9596924,0,0,0,0,0.3641076,1.1442351,0,0,0,0,0,0,0,0,0,0,0,0,0.55634147,3.1338825,0,1.357816,2.8335648,0,0,0.4599565,0,0,0,0.6399448,0,0,0,0.18302889,4.991884,0,0,1.9551533,0,0,0.22010534,5.15561,0.8247857,0,0,0,0,7.2918386,0,0,0,0,0
928,0,3.9321647,0,5.626732,0,0,0,0,0,1.8173931,0,0.49646056,0,0,0,0,0,7.359529,0,0,2.170169,0,0,3.2219124,3.9960423,0,0.8308205,0.08585525,0,0,0,0,0,0,0,0,0.94150406,0.11012473,0,0.6413519,3.842037,0,2.6137629,2.553741,0.17848939,0,0,0,2.5187056,0,1.1699572,0,0,0,0,0.55133206,0,1.8602782,0,0,0,0
929,1.0456951,0,0,0,0,0,0,0,0.31596863,0.01509057,0,0,0,1.9896278,4.3016586,0,0,4.998935,0.30438536,6.3737717,11.56581,0,0,0,0,1.4958034,0,0,1.6207169,0,0,0,0,0.71242666,0,0,0.6324262,0,0,0.63097304,0,2.0190728,6.0611577,0,0,0,3.8903275,0,0,0,4.3445973,0.15991735,0,0,0,0,0,0.67578274,0,1.4996929,0,5.247905
