x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061
227,0,2.8390005,2.9149475,3.5747135,0,6.9831142,2.1212916,2.2845023,0,0,0,0,0,0,0,0,2.0151565,0,0,4.6847343,0,0,0,1.867369,0,2.8058155,0,0,0,0,0,0.03819667,0,2.5732272,0,0,0,1.7642428,4.096669,0.42085174,0,0.9225823,0,0,0,0,0,0,0,2.8594248,0,0,0,0.2726914,2.0332115,1.4513708,0,0,0.33756098,1.72335,2.0334044,0.63791424
228,0,4.906977,0,0,0.6932118,5.903429,0,0,0,0.38967618,0,0,2.0716805,2.1113093,0,0,0,0,0,0,0,0,2.4111989,0,4.4923954,0,0,4.399493,0,8.667817,0.5039044,0,2.9325168,2.0712965,0,1.9702567,0,0,0,1.3506095,0,0.036658097,0,0,3.8849027,1.0600837,0,4.4731593,0,1.1759036,0,0,0,0.120850235,0,0,3.7482862,0,1.3390422,3.1443498,0.000842062,0
229,0.36700433,0.7918031,0,0,1.6597311,1.9919859,0,2.2556028,0,0,0,0,0,0,0,0,2.0952008,0,0,0,0,0,1.8360502,0,0.036880825,0,0,0,0,0,0.1168246,1.3809992,0.19140323,0,0,0.16952571,0,0,0,0,0,2.469408,0,1.0203109,0,0,0,1.3915135,1.2759507,1.3500526,0,0.21283408,0,0,1.9945775,0,0.34838375,0.93993807,0,0,0,1.6073184
230,0,0,0.8153339,12.376485,0,4.9698114,0.5784217,4.646885,0,0,2.1288135,0,2.622514,0,0,0,0.63277245,0.436481,0,0,0,0.051719833,0,0,0,1.1592776,2.3935473,1.436497,0,0,0,0,2.8738506,1.5245047,3.2069604,3.2317321,0,0,0.6132768,0.60608923,0,0,1.666407,0,0,1.3212394,0,0,0,0,8.776567,0.59262437,0.3503563,0,9.193388,0,5.9610953,0,0,0,0,1.3282281
231,0,2.320301,0,0,0,0,0,3.7788188,1.9766871,0,0,0,2.7171178,2.914874,0,3.5782669,0,7.793434,0,0.7974754,6.60743,0,5.385314,3.3165436,0,0.36709404,0,0.36491314,0,4.3405724,0.3170713,0,0.70059687,0,2.0967228,0.32818565,0,0,3.4960387,0,0,0,0,0,0,6.7063117,0,0,0,4.890052,0,0,0,0.25085896,0,0,6.8932695,0,0,0,0,0
232,1.5641999,0,0,0,0,0,0,0,0.8169434,0.20064707,0.20630644,0,0,0,1.8115633,0,0,0,0,3.2691896,7.012205,0,0,0,0,0,0,0,0.24496438,0,0,0.9694578,0,0,0,0,1.8151361,0,0.66907066,0,4.675688,1.0419538,0.1511089,3.2799356,0,0,4.7192354,0,1.7025086,0,1.8114392,0,1.8020878,0,3.328291,0.78010815,1.8563488,2.7252076,0.70745146,0,0,0
233,0,0,0,0,0,0,0.9996825,0,0,0.6067262,0.42681143,0,0,0,0,1.886106,0,0,1.6463121,0,0.43284056,2.445323,0,0.013740567,0,0,2.2128484,0,0,0,0,0,0.51722294,6.147093,1.7443165,0,0,0,0,0,0,0,0.8782712,0,0,0,0.12222111,0,1.9668925,0,1.9536828,0,0,0.20881286,7.44763,1.3035916,0,0,0.536546,0,0,2.4219675
234,0,0.5340114,0,1.8580879,0,0,0,0,0,0,0,0,0,0,0,0,2.8518112,0,0.1306212,7.4048166,0,0,1.3082252,0,0,0,0,0,1.6804044,0,0.2389202,1.0496194,0,4.7177153,0,0.8440596,0,1.605226,0,0,2.3566759,0,6.66567,0,0,0,1.6945459,4.036163,4.722962,0,2.0411701,1.8857044,0.7305425,0,4.229247,0,0,0,0,3.9428463,0,0
235,0.22769438,4.444052,0,0,1.7897477,0,0.8914133,2.3808973,0,0,0,0,0.052475773,0,2.7932749,0.7541254,0,0,0,0,0,0,0,0,0,0,2.9314537,0.17648438,0,2.1499972,0,1.8027449,0,0.43775743,1.7226056,0,0,1.1318424,0,0.3629588,0.011231224,0,0,0,3.5626333,0.6132362,0,0,0.26460618,0,0,2.26774,0,0,0,0,3.9198742,0,0,0.57156426,0.35712442,1.3832145
236,0.74091184,0.4503079,0.08208143,4.472104,0.47451702,0,0,0,4.3141294,0,0,0.028499058,0,0,0,0,1.2346189,0,1.645231,0,0,0,0,0,2.1955504,0,0,0,1.1301029,0,0,2.3499663,0,0,0,0,0,0,0.59728545,0.35533717,0,0,3.5752592,0,0,0,0,0,0,1.7643542,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,2.8105896,0,0,0,0,4.708367,1.1938406,0.4469499,0,0,0,2.095277,1.9269484,1.0616074,0,1.9398006,0,0,0,2.0111845,2.169288,0,0,0,0,0,0,2.2939596,0,0,0,0,2.6752636,4.021439,0,0.11821428,0,0,0,0,0,0.007018277,0,0.5882825,0,2.3124502,0,0,1.4640484,0,0,2.972053,0,0,0,0,0,3.3783026
238,0,0.08090933,3.5003405,0,0,0,1.4412682,1.3529238,0.5115432,0,0.5569232,0,0,0,0,0.3928932,1.7990648,0,0,0,0,0.34216014,0,0,2.6697264,1.1279365,4.100723,0.31388012,0,0.7266923,0,0,1.334878,0,1.1877843,0,0,0,0,0,1.6727028,0.7484318,0,0,0,1.8336399,0.47379267,0,3.0575912,0,0,0,0.5858835,0,0,0,0,0,0,3.3502755,0.20704946,0
239,3.4989383,0,5.5980263,0,0,1.8311528,0,0,1.8189288,2.4300122,0,0,0,0,0,0.007398271,2.8958697,0,0.7053153,0,0,0.33642134,0,0.3366552,0,0.16900852,0,0,0,0,0.37454015,3.4681387,0,1.8041176,0,0,1.4225303,0,0.679951,2.075967,1.7149223,0.61147547,0,0,0,0,0,9.226398,0,1.6872941,0,0.6287628,0,1.6390216,0,1.0459229,0,0,0,0,3.4121535,0
240,0,2.9635055,2.1112387,0,0,0,0.06878075,2.0596256,0,0.5223744,0,0,0,0,0,0,0,0,1.3783787,0,0.9962101,0,0,0,0,0.80974406,0,0,0,0,0.06142383,0.63687587,0,0,0,0,0.5119661,0,0,0,3.5906687,0,0,7.3499875,0,0,0,0,1.5412974,0,0,0.4387157,0.81227654,0,0,0,0,0,0,0,0,0.05550435
241,0,0,4.227338,1.3454696,0,3.3568122,3.4104285,0,1.6133304,3.1928017,0,1.8276975,0,0,0,0.034431614,0,0.77452487,0,0,0,0.20526436,2.8684523,0,0,1.0198247,0,1.6550596,0.40946472,0,0,0,0,0,0,0,1.7952791,0,0,0,0,0,7.752942,0,0,0,4.078189,0,0,0,1.6292509,0,0,0,0,0,0,0,0,0,1.8671294,0
242,0,0,0,2.961332,0,0,1.2417741,0,0,0,0,0,0,0,0,1.5436229,0,3.7352257,0,2.9513085,0,0.38938838,0.448537,0.74375486,2.992694,0,0.9668813,0,0,2.4976492,0,2.1239378,0.17914371,0,0,0,0.24057512,0,0,0,0.876937,0,0,2.628949,0,0,0,0.37467355,0.17291592,0.40893492,3.9529476,1.3678913,0.13808188,0,1.1239989,0.4298027,0.4524644,4.155157,0,0.9457331,0,0
243,0,2.7539358,0,0,0,1.2885213,3.1350672,3.1662443,0,0,0.45668733,0,0.40924358,0,0.9519584,0,0,0,2.3309913,1.8282461,0,0,0,0,0,2.0584881,0,0,1.5271615,0,0,0,0.43725172,0,0,1.4329927,1.1335137,0.5444506,3.869895,0,0,3.6520216,0,2.0146813,2.7441287,1.1439601,0,0,0,0,1.387767,0,0,2.2426593,2.1838613,0,0,0.6415881,0.9754232,0,0,0
244,0,0,0,15.518133,1.3714592,0,0,0.23439927,0,0,0,1.4589392,0,0.7663155,0,0,0,4.2017655,0,0,0,0.007634843,0,0,0,1.2271167,0,0,0,0,0.30067444,0,0,0,0,0.06680539,0,0,0,0.021755219,0,0,0,4.6901855,0,0,0,0,0,0,4.3886633,0,0,0,4.327359,0,0,0,0.7553536,0,0,0
245,0.822391,2.9775047,0,0,0.44338125,13.349462,0,0,4.610962,0,0,0.24742596,0,0,0,0,0,4.2287283,0,0,6.4981837,0,3.525397,0,0,0,0,0,2.6873963,0,0,0,0,0,0,0,2.3307397,0,0,0,0,0,0,0,2.3213336,4.231926,0,0,0,0,0,0,0,0.70682055,0,0,0,0,0,2.669615,1.6592413,0
246,0.3805094,1.6705203,0,0,0,0,0,1.2841306,0,1.414502,0,0,0.34399915,0,0,0,4.876945,0,0,0,0,0,0,0,0,0,4.9219747,0.08198366,0.25638482,0,0,0,0.5598458,4.4017653,0.7933215,0,0.08233212,1.2805512,0,0,0.28816667,1.3436792,0,0.81933117,0,0,0,0.6067374,0,0,0,1.1108985,0,0,7.008623,0.8271847,0.23467678,4.071754,0.83033574,0,0,3.7641876
247,0.031697966,0.2796845,3.7897873,0,0,0,0,0,0,1.1281304,0.75341725,0,0,2.0958562,1.2013851,0,0,0,0,0,0,0,0,0,0.00407096,1.7182893,1.2332182,0,1.0814154,0,0.47841844,4.2581153,0,0,0,0,0.62607604,0,0.10229275,0,0,0,0,0,0,0,0,0,2.612143,0.43098333,0,0,0.48203415,0.25461653,0,0,0,0,1.1562182,0,2.5796442,0.33487952
248,0.88372785,0,0,0,0.6196751,0,0,1.9891263,0,0,0,0.36547604,1.6645526,0,1.6220535,0,0,1.9547609,1.0324682,1.4065936,0,0,0,3.0371153,0,1.0966712,0.57438165,0.73702145,2.1974926,0,0,0,0,7.361586,0,0,0,0.05873408,0,0,0,0,0,0,0,0,0.70736074,0,0,0,0,0,0,2.241889,0,0,0,0,0,0,0,0
249,1.3974534,0,0,4.3247437,0.5036949,0,0,0,1.9359512,0,3.097905,0,0,0,3.0129995,0,0,3.6733475,0,0,3.1969357,0.8929962,6.800561,0,0,0,0,0,0.9497295,0,0,2.3945549,0,0,0,0.5862903,1.1257974,0.7331795,1.520488,0,0,1.5444461,0,1.8876473,0,0,0,0.6996559,1.205773,0,2.1298926,0,0,0,3.321249,0,0,2.320638,0.6018356,0,0,0
250,0,0,4.191649,2.9213371,0,13.264179,0,2.106914,0.042179383,0,0,0,0,0,3.0963223,0.48472556,1.9365796,0,0,3.4119904,8.635184,2.874527,0,0,0,2.7813706,0.6711067,0,0.96770614,0,0.33765244,0.14321464,0,1.2032843,1.2829264,0,2.0723565,0,1.316022,0,0,1.3972752,0.59360754,0,0,0,0.55083466,0,0,0,6.1144567,0,0.9989024,0.1078383,0,0.93305683,8.598824,0,0.87231904,0,0,0.9002818
251,0,0,0,0,0.95942205,0,0,0,0,0,0,0,0,0.77606404,0,0.9966801,0.15096837,0,0.6944278,0.47042105,0,0,2.3560035,0,2.3148184,0,2.4928124,0.7690202,0,2.170031,0,0.8358857,1.2964629,0,0,0,0,0.17465742,0.3713498,0,0,0.11629074,5.950302,0,1.3445743,0,2.3549743,0,0,0.5463488,1.2613298,1.0876777,1.5300626,0,0,0.8960328,0,0,0,0,0,0.6890597
252,0,0,0,0,0,8.366047,0.5956292,0,0,1.4184736,0,0,0,0.24948646,0,0,4.117726,0,0,0,0,1.9096128,0,1.3092285,0,0,0.6197832,0,0.66310793,5.188445,0.2780427,0,0,0,0,1.3874791,0,0,2.8304145,0,2.7819412,0,0.27605444,0,0,0,1.2028371,0,3.1735187,0,0,0,0.008430337,0.5524231,0,1.4644178,0,0,0.59593207,0,1.0724014,0
253,0.39644068,0,0,0,0,0,0,0,0,0.10397457,0,0,0,0,8.142576,1.1724366,0,0,0.868059,1.8322959,1.8608131,0,0,0,0,0,0.50927186,0.51220113,0,0.99983317,0.18058118,3.3738415,0,0,0,0,0,1.4990318,1.2770423,0,0,0.7774503,0,3.2181294,0,0.60660833,0,0,0,2.9589453,5.6774626,0,0,1.9239773,0.80953366,0,0,0.92850095,0,0.5321856,0,1.4012808
254,0,6.954738,0,3.22959,0,2.292967,0.04013762,0,0,0.2973703,0,1.3515221,0.4475867,0,0,2.9614089,0,0,0,0.73888767,0.06945549,3.3053486,0,0,2.0627058,0,0,0,0,0,0.49600708,2.3949568,0,0,0,0,0.47563308,0.115395,0,0,1.5097153,2.487423,1.6430597,0,0.42800456,1.6017219,0.23098111,6.9213014,3.365809,0,0,0,0,0,0,0,0,0,0,0,0.16322267,0
255,0,0,0,5.4199615,0,0,0,2.7868245,1.052647,0,0,0,0,1.1242759,2.2698822,4.3826494,3.273029,0.63934404,0,0,0,0.38111502,0,0,0,2.2760732,0,0,0.869948,0,0,2.5374262,0.008129024,4.18512,0.78303534,0,0,0,0,0,1.7104005,0.7846718,0.917313,0,1.3418963,3.947267,0,0,0,6.0130243,0,0,0,1.5799057,0,1.8201158,0,0,2.1991599,0.6367792,0.8767241,7.558834
256,0,0.46831226,0,0.36182955,0,0,0,0,0,3.132657,0,0,0.52783734,0.921402,1.2477473,0,6.1160054,2.5348792,0,0,0,2.4480388,4.0010543,0,0,0,0,0.5094058,0,0,0.94905126,0,0,0,1.3257725,0,0,0,0,0,0.19116342,0.42504388,0,0,0.41022906,0.4606822,4.2972693,0,2.8131676,0,0,0.33034515,0.20096955,0,0,0,3.8351138,0.8004538,1.0053681,4.4068027,0,0
257,0,6.2633452,2.219051,1.6532619,0.40473658,7.640173,0,0.38764688,3.8275752,0,0,0,0,0,1.1220177,0,0,0.8601136,0,0,0,0,0,0,1.118725,0,0,0,1.2658967,1.0700258,0.6303914,2.7937331,0,0,0,1.7986345,0,0,0.946067,0,4.967571,0,0,0,1.1406511,0,0,0,0,4.4413834,0,0,0,0,0,0,7.7941947,5.737383,0,0,1.598209,0
258,0,5.055675,0,0,0.2704167,10.855311,0,0.29202715,2.2050433,0,0.9491401,0,0,1.0319563,0,4.227884,0.99173415,5.1359005,0,0,0,2.7316763,1.744674,0.38584647,0,0.05231928,0,0.18355344,0,0.699633,0.37258905,1.877108,0.19810693,1.6325704,0.10262263,0.5034523,3.240314,0.020724928,0,1.5059879,0,0,3.2560954,0,0.29104224,0,0,0,0,0,6.336994,0.5747353,1.4826448,2.1951485,5.57871,0,3.5297098,0,0.23970234,0,0,5.1670756
259,1.2638873,0,0,0,1.2634203,5.195269,3.5854852,0,0.82650816,0,0,0.9546433,0.9543623,0.3975038,0,0,1.8639543,0.51685953,0,0,0,0,1.7972127,0,0,0.117237866,1.9047838,0,0,0,0,0,0,0,0,0,0,0.6970433,2.1924925,0.9573388,0,0.08818019,0,5.555222,0,0,0,0,4.286728,0,1.2192717,0.49735212,0.46211356,0,8.899996,1.4268591,4.1169415,0,0.31336516,0,0,0.30330575
260,0,0,0,0,0,0.76839453,0,0,0,0.5835237,0.8255877,0,0.2168731,0,7.4359655,0.81344724,0.65677905,5.099494,0,0,4.806312,0,0,0.16376361,0,1.5397543,0,0.50859374,0,0.94548136,0.5538737,0,2.2731278,1.4325525,0,0,0,0.677115,0.4245867,0,0,0.20979117,0,6.898646,0,0,0,0,6.199667,0,0.44858745,0.46962795,0,0,0,0,3.4766252,0,0.32557243,0.3818635,0.6444467,1.9289443
261,0,0.1364807,2.2858734,0,0,0,0,0.2855646,0,0,0,0.58506477,0,0,0,0,0,0.5659664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3820908,3.3561952,0,0,0.2521455,3.8029418,0,0,0,1.6445664,0,0,0,0.029086998,0,0,1.060975,4.478021,0,10.03035,2.438308,0,0,0,0
262,0,2.351031,0,0,5.048224,0.5514116,7.0063043,7.797237,0.053098418,0,0,0,3.7789383,6.44293,0,0.26639545,0,0,1.3029679,0,0,0,0,10.405899,14.405975,0,0,3.9322765,0,7.752466,0.12440757,0,7.050248,5.552494,1.1321503,5.494164,0,0,0.3947723,6.5369296,0,0,0,0,2.6594524,0,0,11.542662,0,3.6633475,0,0.59092283,0,0.16679391,7.7665405,0,0,3.2518308,1.3533452,0,1.4768854,1.4778824
263,0,0,0,2.0759575,0,23.75,1.6776087,0,0,0,0,0,4.2579803,1.1934161,0,0,0,0,0,0,0,0,0,3.7493417,5.5153213,0,0,0.06415388,0,2.3964536,0,0,3.538207,0,3.083848,0,0,0.5882086,0,0.033066593,0,0,0,0,0.38271517,7.1347413,0,2.8816683,0,2.0973754,0,0,0.5366732,2.7337396,0,0.5179102,4.450136,0,2.2138474,3.8427327,0.5331004,0
264,0,0,0,1.8059342,0,0,5.186246,0,3.210866,0,0,1.8663299,0,0,3.492585,1.6859779,0,0,0,2.8442,9.639389,0,6.4247994,0,0,0,0,0,1.8265097,0,0,0,0,0,0,0,0.68499476,1.2662327,0,0,0,0,0,0,0,0,0,0,0,0.92173195,1.5694703,0,0,0.43761912,0,0,2.1253824,0,0,0,0,0
265,0,0,0.22425404,0.28092304,0,0,0,0,0,0,0,0,0,0,0,0,2.111469,0,0,0,0,0.5163796,0,0,0,0,1.185713,0,1.8900441,0,0,0,0,0.6758647,0,0,0.84178555,0.158112,0,3.018116,0,0,0,0,1.002053,0,0,10.572302,0,0,1.7529116,0,1.663109,0,7.183365,0,0,0,0.6954713,0,0,0
266,3.8864229,0,2.9323318,0,0,0,8.2923765,0,4.178206,0.93431133,0,1.3462417,0,0,1.0062239,0,0,0,0,3.0282042,6.7690206,0,2.301358,0,0,0.9039673,0,0,1.8282361,0,0,0,0,0,0,0,2.2748642,0,0,0,0,0.28275663,4.32674,2.7656763,0,0,0,0,0.16314964,0,6.97097,0,0,0,1.4871683,0,0,0,0.6133224,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0.29562685,0,0,0,4.0568247,1.4094691,0,0,0,4.780658,9.336619,0.8016485,0,0,0,0.4269897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058809854,3.5101683,2.3568237,0,0,0,0,0,0,0,0,0,2.981849,6.184071,1.0914403,3.0786114,4.0558906,0,3.0990498,1.3109635,5.2955446
268,0,0,0,3.1543539,0.17966996,0,0,0,0,0,0.8849128,1.8787681,0.2248461,0,0,0,3.4495542,0,0.4820438,0,0,0,0,0,0.29223746,0,3.2361896,1.2176247,0,0.6538664,0,4.03462,0,3.518322,2.7243485,0,0,2.698218,2.8117964,0,1.1833011,0.083533466,0,0,0,4.709784,0,0,0.43600747,0,0,0,0,0.17300676,0,0.33896545,0,2.5212426,0.2868432,0,0,0
269,0,2.1765149,0,0,0.57030463,0,0,0,0.22865361,0,0,0,0,0,0,0,0,3.3511503,0.66181046,2.6436975,0,0,0,0,0,0,0,0,1.0136074,2.6981363,0.23938832,0,0,1.814599,0,0,1.0717775,0.83170575,0,0,5.42671,0,2.3714466,2.151034,0,0,0.23919031,0.010576361,0,2.725262,0,2.1155093,0.37028605,0,0,0.158182,6.4564376,0.6343804,0,0,0,0
270,0,4.124067,0,0,0,0,0,0,5.8804774,0,1.9246215,1.050722,0,0,2.663803,0,0.9267807,0,1.5029728,0,0,0,0,0,0,0,0,0,2.2960074,0,0.40837392,0,0,1.2272005,0,0.21115214,0.34347153,0,0.156742,0,1.3556757,3.161954,0.41666296,0,0,0,0.37424657,0,0,0,2.0176198,3.19088,0.11834454,0,4.889853,0,0,2.461231,0.77381146,0.115564466,0.47277224,2.1544971
271,0,0,0.1735515,3.248027,0,2.403141,0,3.271278,0,2.1160772,0,0.8168458,1.0791779,0,0,0,0,0,0.32882163,1.3219237,0,2.0068004,0,2.0900202,0,0,0,0,0,10.351272,0,7.0672436,0,2.1470459,0,0,0.9005067,0,0,0,0,0.45782596,0,1.5702845,1.723129,0,0,2.0750813,2.039216,0.17253526,0,0,0,0,0,0,0,2.0665069,0,4.5161686,0,0
272,0.6317218,0,1.1975939,0,1.4544761,0,4.444585,0,0,0,0,0.54738283,0,0,0,2.7943327,0,0,0,4.1675625,0,0,0,2.7742317,0.6835486,0,7.6740155,0,0.38176364,0,0.12261758,0,0,5.406448,0,0,1.5086882,0,0,0,0.8252605,0,1.312391,0,0.053010937,0,0,0.84648156,0,0,0,0,0,2.9296517,0,1.1283772,0,0,0,0,0,0
273,0.95874786,0,0.48830542,3.0116541,0,0,0,0,1.2614938,0,0,0,0.7135916,0,1.0593613,0,0,0.58744323,0.46495083,0,0,0,0.90803385,2.2261982,0,0,0,0,1.0429304,10.674242,0,0,0,0,0,0,0,0.29287928,0,0.6033318,0,0,0,3.7965713,0,0.003777648,2.8033416,0,1.8945546,0.46583176,3.26206,1.2410845,0.06549486,0,1.5961841,1.070289,0,0,0,0,0,0
274,0,0,0,0,0,0.7053678,1.3065248,0,0,0,0,0,1.4395688,0.5720661,0,0,0,0,1.2662444,0,0,3.9452932,1.1440675,0,2.6715107,0,2.5903528,1.7652954,0,3.235127,0,0,0,1.2876383,1.9442492,1.4804428,1.9189805,1.0248189,0,0.1694849,4.601439,0,1.5684565,1.3947369,1.471936,4.590405,0,0,0,0,3.0668087,0,0,0.5782258,0,0.20872255,0,1.7472113,0.0879093,0,0,1.531408
275,0.9906116,2.167327,2.3772893,0.58238274,0,0,0,0,0,1.7608358,0,0.97496736,0.4012343,0,2.2374632,0,0,0,0,0,0,0,2.9164553,0,0,1.7412497,2.2667704,0,1.2372181,0.14041282,0.13526781,0,1.139374,0,0,0,0,0,0,0,2.6895416,0,0,0,0,2.0602803,0.7896907,0,0,1.7440666,0,0,0,0.5925865,0,1.1660019,0,0,0,2.1022542,4.829213,0
276,0.40120777,0,0,2.5606356,0,0,0,1.0995233,0,0,0,0,0,0,0,2.8497477,0,0,0,0,4.5782466,0,0,0,0,0.017223326,0,0,1.453646,0,0.3105576,2.8961866,0.11302106,0.881286,0,0,1.0514934,0,0,0,3.2455056,0,0.7924176,4.082355,0,0,0,0,3.695563,0,4.1477,0,0.09938117,0,1.974221,0,0,4.396502,0.25186914,0,0,0.23096628
277,0.8672839,3.7228138,0,0,0.64035845,2.1834633,0,0.8778459,0,0,1.2995938,0,0.15728967,0,4.3779793,0,0,0,0.10160447,0,0,1.3906579,5.9084034,0,0,0,0,0.27375007,0,0,0,0.18161398,0,0,0.47240385,0.6598547,0,0,0,0,0.82318836,2.9496427,0.29104945,0,0.9338712,0,1.3856217,0,0,0,3.6680055,0.9856415,0.2913716,0,0,0,0,0,0,0,0,0
278,1.2301028,1.1092318,0.1806112,0,0.22245969,2.339715,3.7124107,0,2.424193,0,1.0068972,0.7936253,0,0,0,4.3633385,0,0.28609347,0,2.1023865,1.4846615,0,0,0,0,1.425901,0,0,0,0.14033957,0.29068184,0.060477067,0,1.3396561,0.004737033,0.12002702,3.6117969,0.7736574,0.72791356,0.44821283,0.25925565,0,0,0,1.2770227,0,0,0,0,0,0,0,0,0,0.8457251,0,1.6742176,0,0,0.45936227,0,0.1909272
279,0,1.5478975,0,0,0,3.007623,0,0,0,0,0,0,0,0.7331392,1.576121,0,4.3484454,0.022697074,0,4.0782647,3.254869,0,2.7308016,0,0,0,0,0.21021084,0.41569495,0,0,0,0,0,0.14719304,0,1.3972306,0,1.9022908,0,0.40722987,0.053366136,0,0,0.7535729,1.6234623,0,5.732442,0,0,0,0,0,0,0,0.66575265,1.3294597,0,0.8066494,0.6148022,0,0
280,2.585359,0,0,0,0,0,8.465947,0,3.151751,1.3263804,0,0.19316293,0,0,0,0,0.3879847,4.9516644,0,0,0,0.20718835,0,0,0,0.66111934,0,0.00797554,2.0480182,0.74788356,0.66433674,0,0,0,0,0,0,0.56141776,0,0,0,0.7164132,0,0,0,0,0,0,0.15548962,2.841633,0,0.6095592,0,0,2.9805868,0,0,0,0,0,0,0
281,3.8977275,1.2123003,0.57061183,0,0,3.843479,0,0,2.3157625,5.551151,3.2517345,1.5158687,0,0,1.4494962,0,0,0,0,4.313331,2.1537843,0,0.8741968,0,0,0,0,0,0.67371166,0,0.15774553,0,1.6560851,0,0,0,0,0,0,0,0,0.31268436,9.405247,12.151769,0,0,1.5203198,0,0,0,7.994994,0,0,0,9.624029,0,0,0,0,0,0,0
282,1.6108572,0,2.119532,0,0,0.01344067,5.7727,0,0,3.3255591,0,0.40305737,0,0.29317635,4.146915,2.3753116,0,0.3815847,0,0,0,0,0,0,0,0,0,0.16923279,0,1.9902972,0,3.1290498,0,0,0,0,0,0,0,0,0,0,4.9062724,0,0,0,0,0,0,0,6.146481,0,0,0,0,0,0,2.706729,0,0,0,0
283,0.3765406,0,1.2954737,0,0,0,0,0,0,0,0,0,0,0,0.6990256,2.2890978,3.108145,0,0,0,1.749018,0,2.6863801,0,0,0.9101564,4.6440907,0,2.4282627,0,0.14977396,0.54757404,0,0,0.14335449,0,0.79150355,0,1.4219445,0,2.3685753,0.5743479,0,0,3.0516765,0,0.23236829,0,2.727932,0,0,0.30952954,0,0.2765007,0,2.2323244,0,1.1050787,0,0,0,0
284,0,7.436812,0,0,0.50471634,0,0,4.205007,0,0,0,0.718709,0.6435694,0.62287635,0,0,1.765583,3.7760708,0,0,3.5841665,0,1.4995519,1.2191201,1.2342398,2.0928304,2.5091689,0.153973,0,2.7585218,0,5.1502934,0,0.026614524,0,0,0.9814443,0,0,1.4061154,0,2.710889,4.852568,0,0,0,0.6821945,0,2.1481757,3.6873486,0,0,1.4025512,1.7459506,0,1.4274457,0,0,0,0.034721874,0,0
285,0.3966618,0,0.36007917,0,1.6282378,0,0,0.67231077,0,0,0,0.8880617,0,0,0.32872838,0,0.35422552,0,0.6930158,8.340558,0,0,0,4.9946136,6.6446037,0,0,0,0,10.40251,0.40341952,0,2.1639113,0,0,2.1968374,0,0.30238068,2.0277245,0.78263503,0,0,0.20187287,3.4735863,0,3.2867043,0,6.8735933,0,0,0,0,1.3754593,0,2.9094944,1.214827,0,0,0,0,1.6663997,1.4601432
286,2.1917965,2.5505836,0,0,0.39844856,0,2.5109923,0.74338883,0,1.678448,0,0,2.4780316,0.077465095,0,1.8867606,3.0893562,0.42528677,0.29577988,0,0.63931483,3.8526468,0,0,0,1.4669455,0.038281467,0.6952676,1.9038179,0,0.13453409,1.4995358,0,0,0,0,1.074347,0,2.7489333,0,0,0,4.3920555,0.93919736,0.39984196,1.4789704,0,0.10621177,5.4756575,0,0.71736914,0,0.93534166,0,0,0,0,0,0,0,0,0
287,0,0,0,0.10496426,2.6517909,0,0,0.23460759,0,0.0444368,0,0,0,1.0184792,0,0.71096444,0.005737739,1.0285708,0,0,2.044079,0,0,0,0,0.28511283,2.8446388,0,0.7368378,0,0,0,0,0,0,0,1.3158367,0.36215135,0,0.31992805,3.1715546,0.5444048,0,0,0,0,0,2.8829033,0,0,0,3.0020263,0,0,0,1.7509598,2.5876586,0,0.41546592,1.3180703,0,0
288,0,0,0.50717837,0,0,3.8197048,1.926568,0,0,0.5108392,1.5449312,0,0.249876,0,0,0,0,1.5029433,0.09365845,0,7.575957,2.4444354,3.3925524,0.80260336,0,0.67875093,0,0,0,0,0.7305312,2.0542624,0.7735943,0,0.48214445,0,0.5149023,4.502553,3.26259,0,0,0,0.7039454,2.2168162,0.98064405,1.2791704,5.033997,0,0.04936191,0,1.6411598,1.2311145,1.9868147,1.323979,3.7799232,0,0,0,0.8398938,0,0.10913136,2.8868036
289,0,2.1194377,5.327196,4.659382,0,2.4781923,1.2355871,1.8993728,1.6024247,0.745307,0,0,0.8310617,0,0,0.7410497,0,1.7442718,1.0833039,0,0,0,1.7941854,1.133327,0,0,0,0,1.9020525,0.4697008,0,0,0.1382726,1.9171582,0,0,0.29541203,0,0,0,0,0,2.1025326,0,0.31156576,0,0,4.1762543,0,0,2.767232,0.6411368,0,0.65170443,5.051162,2.6646028,5.541807,0,0,0.7711625,0,0
