Trial,Behavior,Start,End
39,valve opened,4730.59,4735.59
,noise generation,4771.59,4806.89
40,valve opened,4884.59,4889.59
,noise generation,4925.59,4960.89
,walk,5016.59,5023.59
41,valve opened,5038.59,5043.59
,noise generation,5079.59,5114.89
42,valve opened,5192.59,5197.59
,cont missed,5196.59,5197.59
,walk,5198.59,5200.59
,cont reach,5201.59,5207.59
,cont in vain,5208.59,5215.59
,walk,5216.59,5225.59
,walk,5267.59,5273.59
,both in vain,5274.59,5276.59
,both in vain,5277.59,5282.59
,both in vain,5283.59,5284.59
,both in vain,5285.59,5287.59
,both in vain,5288.59,5293.59
,both licking,5294.59,5296.59
,both in vain,5297.59,5305.59
,both in vain,5306.59,5307.59
,both in vain,5308.59,5309.59
,both in vain,5310.59,5315.59
,both in vain,5316.59,5318.59
,both in vain,5319.59,5325.59
43,valve opened,5316.59,5321.59
,both reach,5326.59,5347.59
,both in vain,5348.59,5361.59
,both in vain,5364.59,5366.59
,both in vain,5367.59,5368.59
,both in vain,5369.59,5372.59
,both in vain,5373.59,5380.59
,both in vain,5381.59,5384.59
,both in vain,5385.59,5388.59
,both in vain,5389.59,5394.59
,both in vain,5395.59,5398.59
,both in vain,5399.59,5409.59
,both in vain,5414.59,5420.59
,both in vain,5421.59,5425.59
,walk,5426.59,5435.59
44,valve opened,5440.59,5445.59
,cont reach,5444.59,5452.59
,cont in vain,5453.59,5457.59
,cont in vain,5458.59,5459.59
,cont in vain,5464.59,5468.59
45,valve opened,5559.59,5564.59
,cont reach,5564.59,5570.59
,cont in vain,5571.59,5583.59
46,valve opened,5678.59,5683.59
,cont reach,5682.59,5694.59
,cont in vain,5695.59,5703.59
,walk,5704.59,5713.59
47,valve opened,5797.59,5802.59
,noise generation,5839.59,5874.89
48,valve opened,5951.59,5956.59
,spout moved after whisker detection,5993.59,5999.59
49,valve opened,6070.59,6075.59
,cont reach,6082.59,6093.59
,cont in vain,6094.59,6097.59
,cont in vain,6098.59,6115.59
,both in vain,6116.59,6118.59
,both in vain,6119.59,6122.59
,both in vain,6123.59,6124.59
,both in vain,6125.59,6126.59
50,valve opened,6189.59,6194.59
,noise generation,6230.59,6265.89
51,valve opened,6343.59,6348.59
,noise generation,6384.59,6419.89
52,valve opened,6497.59,6502.59
,noise generation,6538.59,6573.89
53,valve opened,6651.59,6656.59
,spout moved after whisker detection,6709.59,6715.59
54,valve opened,6787.59,6792.59
,spout moved after whisker detection,6828.59,6834.59
55,valve opened,6906.59,6911.59
,spout moved after whisker detection,6947.59,6953.59
56,valve opened,7024.59,7029.59
,spout moved after whisker detection,7066.59,7072.59
57,valve opened,7143.59,7148.59
,spout moved after whisker detection,7184.59,7190.59
58,valve opened,7262.59,7267.59
,spout moved after whisker detection,7303.59,7309.59
59,valve opened,7380.59,7385.59
,spout moved after whisker detection,7422.59,7428.59
60,valve opened,7499.59,7504.59
,cont reach,7504.59,7505.59
,cont in vain,7506.59,7521.59
,walk,7600.59,7631.59
61,valve opened,7618.59,7623.59
,spout moved after whisker detection,7659.59,7665.59
62,valve opened,7737.59,7742.59
,spout moved after whisker detection,7778.59,7784.59
63,valve opened,7855.59,7860.59
,spout moved after whisker detection,7897.59,7903.59
64,valve opened,7974.59,7979.59
,spout moved after whisker detection,8015.59,8021.59
65,valve opened,8093.59,8098.59
,spout moved after whisker detection,8134.59,8140.59
66,valve opened,8211.59,8216.59
,spout moved after whisker detection,8253.59,8259.59
,cont licking,8261.59,8266.59
67,valve opened,8330.59,8335.59
,spout moved after whisker detection,8371.59,8377.59
68,valve opened,8449.59,8454.59
,two photon imaging,,8487.59
