x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024
130,0,9.541826,2.7382624,0,0,0,0.741025,0,6.7644777,18.640244,0,0,7.948221,0,0,0,0,0,3.8157513,0,10.140657,1.8468758,0,0,0
131,0,0,0,0,0,0,0,3.2864463,12.337489,15.849042,0,0,0,0,17.427757,3.0180974,0,0,0.84710234,4.499333,0,0,0,0,0
132,0,4.712455,1.3821176,0,0,0,0,0,0,0,0,0.9583364,4.6204686,0.42797655,0,0,1.0277823,2.3313,4.9966264,4.383907,8.501091,0,2.3256044,0.31620076,0
133,0,29.19807,3.6244013,0,0,11.633468,1.4246004,0,0,0,0,4.341976,14.45114,0,0,0,0.72657716,0,0,0,0,0,0,0.06036096,0.7079757
134,10.268747,0,0,0,0,0,0,0,0,0,3.0628965,0,2.2466652,2.317186,0,11.691675,0.22182776,0,0,0,0,0,0.33926487,0,0
135,0,22.1261,0,0,0,0,0,0,0,0,2.238592,0,0,1.6459165,1.0661632,0,0,0,0,0,0,6.7388086,0,0,0
136,1.7475673,0,0,2.9020736,0,0,0,0,0,0,1.4915819,0,0,0,14.287334,0,0,6.567703,0,6.2749166,0.22513825,0,0,1.1674527,0
137,0,0,3.338574,0,0,2.868444,0,0.40149045,18.187696,4.2075725,0,0,0,0,0,0,0,0.76747066,0,0,0,0,0,0,0
138,0,0,1.9726593,0,21.034061,0,3.204936,2.8750496,7.821803,0,0.9189413,0,7.837672,2.7703147,0,0,0,2.0731783,0,0,13.872761,0,0,0,5.0010266
139,0.45970634,5.2887425,0,0,16.631414,7.9757056,1.3793006,0,0,0,0.30129668,10.052173,0,1.5672836,0,10.427925,1.144829,3.5156581,16.534002,0.91391605,3.028668,0.7303119,0,0,3.0308065
140,0,0,0,8.01652,2.0437963,8.945797,0.51529586,0,0,0,0,0,0,1.4928297,0,0,0,0,0,11.027068,0,0,0,2.061371,0.78707576
141,5.185348,0,8.197229,3.0002701,0.52425385,7.531119,2.4763865,5.4779725,7.688106,16.270777,0,6.410864,0,0,8.832726,0,0.6668887,4.4426794,0,0,0,0,0,1.3972658,0
142,2.457138,2.7742598,1.3752646,0,5.1534233,9.256657,0.059964556,0,12.487869,2.4830337,0,0,0,0,0,5.3626633,1.9985331,6.4389477,5.363568,0,11.827576,0,2.1046271,0,1.3357558
143,0.97373575,0.71128935,3.9970987,0,16.684523,0,0.5525235,3.372286,0,0,1.9306165,0,1.5039532,0.33584294,0,0,0,0,0,0,5.838141,0,1.5768476,0.9152014,1.3322606
144,0,0,0.15565987,2.8041031,2.126516,16.414705,4.7351303,0.9273106,0.16880617,5.1803164,0,0,12.500147,1.3202986,0,0,8.860122,2.817802,7.8800235,7.6128054,1.1331438,0,0,0,2.4532342
145,0,5.3374505,0,0,4.7159805,0,0,2.4521556,5.608523,6.251886,0,0,8.442409,2.50227,0,8.59381,0,0,0,3.7527854,0,0,0,0,0
146,0,0,3.7396638,5.87435,0,3.4087665,0,1.8962272,13.620979,3.6205497,1.854572,2.2241826,3.7384274,0,0,0,0,3.7486916,2.4308336,0,26.73619,0,0.7633195,1.1653147,0.50774235
147,0,0,7.59655,4.130848,13.009788,0,3.6946397,2.088296,7.680498,1.8905979,0,7.343495,0,0,0,3.9736845,9.611871,1.9371165,0,0,0,0,1.812879,0,3.1284664
