Trial,Behavior,Start,End
,Cont reach,4748.59,4887.59
41,valve opened,4961.59,4964.59
,Cont reach,4966.59,4993.59
42,valve opened,5078.59,5082.59
,Cont reach,5081.59,5121.59
43,valve opened,5194.59,5197.59
,Cont reach,5197.59,5218.59
44,valve opened,5310.59,5313.59
,Cont reach,5313.59,5328.59
45,valve opened,5426.59,5430.59
,Cont reach,5433.59,5444.59
46,valve opened,5547.59,5551.59
,cont missed,5551.59,5553.59
,Cont reach,5554.59,5564.59
47,valve opened,5666.59,5669.59
,Noise generation,5705.59,5740.89
48,valve opened,5816.59,5819.59
,Noise generation,5855.59,5890.89
49,valve opened,5966.59,5969.59
,Noise generation,6005.59,6040.89
50,valve opened,6116.59,6119.59
,Noise generation,6155.59,6190.89
51,valve opened,6266.59,6270.59
,Noise generation,6305.59,6340.89
52,valve opened,6416.59,6420.59
,Noise generation,6455.59,6490.89
53,valve opened,6566.59,6570.59
,Noise generation,6605.59,6640.89
,walk,6629.59,6634.59
54,valve opened,6716.59,6720.59
,Noise generation,6755.59,6790.89
,Cont in vain,6781.59,6782.59
55,valve opened,6866.59,6870.59
,Noise generation,6905.59,6940.89
56,valve opened,7016.59,7020.59
,Noise generation,7055.59,7090.89
,walk,7066.59,7068.59
,walk,7098.59,7101.59
57,valve opened,7167.59,7170.59
,Noise generation,7205.59,7240.89
58,valve opened,7317.59,7320.59
,Noise generation,7355.59,7390.89
59,valve opened,7467.59,7471.59
,Noise generation,7505.59,7540.89
,walk,7545.59,7550.59
60,valve opened,7617.59,7620.59
,Noise generation,7656.59,7691.89
,walk,7750.59,7754.59
61,valve opened,7767.59,7770.59
,Noise generation,7806.59,7841.89
,walk,7840.59,7868.59
,Cont in vain,7869.59,7872.59
,Cont in vain,7873.59,7877.59
,walk,7878.59,7888.59
62,valve opened,7917.59,7920.59
,Noise generation,7956.59,7991.89
63,valve opened,8067.59,8070.59
,Noise generation,8106.59,8141.89
64,valve opened,8217.59,8220.59
,Noise generation,8256.59,8291.89
,walk,8269.59,8272.59
,walk,8281.59,8288.59
65,valve opened,8367.59,8370.59
,Noise generation,8406.59,8441.89
,walk,8443.59,8450.59
,two photon imaging,,8484.59
