x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0023,y0024,y0025,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0038,y0040,y0042,y0043,y0045,y0046,y0047,y0048,y0050
550,0,0,5.6326656,0,0,2.1799715,0,0,0,0,3.7106304,4.0536733,0,0,0,0,0,5.0529647,0.77818394,4.002183,9.064476,0,3.984553,4.379089,0,0,0,0.74784803,0,0,0,0.70586526,0,0,0,2.4929197,0,0,0,0.445463,0,0
551,0.7741377,0,0,0,2.5335867,2.0941145,0.7210943,0.3308843,0,0,0,0.08384848,4.985903,0,0,1.6691159,0,0,0,0,0,1.2663614,0,0,0.7931937,0,0,2.0216208,0,4.9342775,0,0,0,1.3374174,2.6885622,0.54601884,17.211138,0,1.1797792,0,0,1.7514517
552,0,0,0,0,0,0,0.5273308,0,2.1555014,0,0,0,10.861304,2.5725198,0,2.1309588,0,2.8780198,0,0,0,1.5210364,0,0,0.9006267,0,0,0,0,0,0.327066,0,0,0,0,1.1340202,0,0,0,0,0,0.17981319
553,0,0,13.185087,5.257617,0.4373159,0,1.2551955,0,0,0,0,0,0,0,0.3668278,0.3599759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.169923,0.43470538,1.6671104,0,0,0,7.287388,0,3.6770396,0,0
554,1.0507252,0,0.8797092,0,0.20480679,0,0,0,1.2124832,0,0,0,0.051887084,0,4.3802514,0,2.931236,0.62797755,0,0,0,1.7027416,0,0,1.7613653,0,1.9165562,0,0,3.2930984,0,13.102363,6.6851635,0,0,0,0,0,1.0274435,6.376009,0.7008087,2.4184012
555,0,2.7467563,0,0,0,0,1.2048222,0,1.7862821,0,0,0,1.8578798,0.05793369,0,0,0,10.747416,1.7879175,2.0705101,0,0,0,2.4056754,0.9807203,0,1.4447217,0,0,0.33854428,0.9632121,0,0,0,1.3555702,0,0,0,0,2.8883467,1.6131705,0
556,0,0,0,3.611298,3.7487302,6.380595,0,2.6298306,0,0,0.8382379,13.673658,0,0,0,0,3.2098148,0,0.6808652,0,7.4591517,2.0416884,0,0.7571882,0,3.805187,0,1.9263761,1.1652966,3.3286676,2.6408908,0,0,1.3829193,1.9178298,0,0.6183507,0,0,0,0,6.5166616
557,0.009421137,1.6132528,0,0,0,4.50972,0,0,1.1826816,0,0,1.1646205,0,0,0,0,0,0,1.9789684,0,0,0,0,2.1134257,0,0,6.664246,0.49750355,1.9691758,0,0,0,0,0,4.5357122,0.58088154,0,0,0,0,2.1532505,0
558,2.896824,0,1.4218138,0,1.9736794,0.07938923,0.36658472,0,0,0,3.4721828,13.209354,0,6.5447106,0,2.943438,0,1.7714233,0.77027464,0,0,0,0,2.5213196,0.8011635,2.2135415,0,4.1855307,0,2.0345325,3.633385,0,8.662603,0,0,1.9770864,0,0,0,0.84485734,0,0
559,0,2.4337597,0,0,3.372887,0,0.9379047,0,0.4503901,0,1.1578882,0,0,0.28633162,3.493148,2.336709,0.092716694,0,0,0.46232107,0,1.6968248,1.3311399,0,0,4.9343295,2.6503859,2.949539,3.0505953,0,0,0,0,0,0,2.4731147,0.18355973,0,2.1181054,0,0,0
560,1.0693654,0,2.394964,0,0,2.2647858,0,0.25919014,3.0434194,0,4.557725,0,2.0636673,1.4376984,0.8889488,0,0,0.53244823,2.4771032,1.7787324,0,0,0,2.8281178,0,0,1.4636748,0,5.25766,1.2273093,0,0,0,0,2.0163336,0.54712516,0,1.8320477,0,0,0,1.3564845
561,0.1900357,0,0,0,0,0,0,0.033562467,0,0,0,6.489525,0,2.2353833,0,0,0.25477582,0.14195329,5.825155,0,0,0.5761513,1.2068987,1.615134,0,0,4.5311112,0,0,0,0,0,0,0,0,1.098723,0,0.37339324,6.785802,0,0,0
562,0,0.9737338,0,0,0,0.94707865,0.95611656,0.6774905,0,0.21673645,0,0.5847473,0,0,0,0,0,1.1388096,0,0.3296035,15.208551,0,2.394862,0,0,0,0,0,0,0.60232306,0,2.204406,4.1173077,0.418819,0,0,0,0,0,0,0.6299713,0
563,0,0,0,2.6072512,0,5.985469,0,4.346295,0,1.5300971,6.533612,0,6.353539,0,0,0,0,0.955039,0,0,0,0,0,0.47473812,0,0,2.0981767,0,0,0,1.4025469,0,0.5641695,2.7996097,0.27879545,0.10789031,3.2647114,0,0,0,1.8324058,0
564,0,2.0956028,0,0.12504312,0,1.2616631,0.11333085,0,0,1.6745687,0,0,14.91351,0,0.5635922,0,3.893696,1.7882097,0.9284244,0,0,0,0,0,0,0.5563924,0.29826766,0,0,0,1.793171,0,0,0,3.1422253,3.5640774,0,0,0,0,0,0.49220648
565,0,0,0,0,0.5667554,2.8016107,1.0867884,0.76554924,0,0,0,4.412709,0,0.5617987,0,0,0.19298497,1.358989,8.14027,0,0,0,1.6845038,0,0,0,11.236912,3.75338,0,0,3.3366034,0,0,0.47932643,0,0,0.60581964,0,0,0.46370807,0,1.262597
566,0.80316246,2.9367661,0,0,2.7966847,0,0,0,4.5472064,0,0,0,5.9974284,0,2.6286542,0,0,0,0,0,0,0,1.5234674,0,0.039723977,0.45077682,0,0.44449678,0,0,0,19.518145,5.9533978,0,0,0.98442495,0,0,0,1.5742226,1.6991215,5.572572
567,0,0,0,5.5708175,0,0,0.8314097,0,0,0,3.3999612,0,0,0.41925734,2.0759041,0,0,0,0,1.2530881,0,0,0,0,7.984649,0,0,0,2.013774,1.5941657,0,5.4371943,0,0,0,0,0,0.7461596,0,0,0,1.096818
568,0,1.1653329,2.4482822,0,0,0,0,0,4.0372705,2.9801316,0,2.511964,0.09434542,0,0.4653965,0,0,1.1481445,0,1.473708,0,0,0,3.087832,0,0,1.6617355,0.19048251,0,0,0,7.030474,0,0,0,0,0,0,0,0.5878683,0,0.16942462
569,0,0,4.368859,0,0,0,0.9060653,0,0,0,0,0,10.099277,0.14274852,0,0,0,10.026002,0,0.8762683,4.3847284,0,0,0,0,0,0,0,0,2.8139932,0,14.610276,0,0,0,0,0,6.345499,0,0,0.3086577,0
570,0,0,2.849721,1.9325508,0,0,0.54482746,0,0,0,2.1877928,0,0,1.2959071,1.5410837,0,0,0,0,3.5591993,0,0,1.1343879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.612937
571,0,0.7154023,0,0,0,0,0.9438263,0,0,0,0,0.3237304,0,2.5529208,0,0,0,0,0,0,0,0,0.018015133,0,0.7796388,0,0,0.83693075,0,0,0,11.187262,2.0799913,0,7.071382,0,0,0.67537606,0,1.7612764,4.5975637,0
572,0,9.991072,0,0,0,0,0,0,0,1.2452028,4.971037,2.3965108,0,0,0,0,0,0,0,5.456471,0,0,0.43657285,0,0,0,0,0,0.07031375,0,0,0,1.8951373,0,1.875515,0,0,0,0,0,0.22132918,0
573,4.730283,0,0,0,0,0.60315955,0,1.7841969,4.2261906,0,3.0624335,0,5.06454,0,8.01145,0,0,0,0,1.9582733,7.3835115,0,1.1636865,0,0.38477692,0,0,4.1165414,0.34942216,0,0,8.398756,0,0,0,0,2.1161034,0,0,0,0.61498886,0
574,0,15.331081,0,2.4030843,0,0,0,0.70281404,4.4212446,0,0,0,0,0,0.6981089,0,0,0,0,0.7505522,23.698883,0,0,0.5489309,0,0,0,2.119873,0,0,0,16.4059,0,0,0,0,0,4.8133926,0,0,0,0
575,9.66737,0,0,0,1.804763,2.7541351,0,0.581716,4.252679,0,0,0,0,0,0,0,0,0,0,4.538027,1.2296594,1.2822208,0,0,0,0,0,3.7964973,0,1.64941,0,10.348844,0,2.3944933,0,1.2154324,9.083851,2.1351135,0.8943771,0,0,0
576,3.9964895,0,0,0,0,0,0,6.311266,5.2012353,0,0,0,0,0,14.291406,10.90505,16.9118,0.19502097,0,0,0,0,0,0,0,0,0.05649685,0.47099277,3.5322328,0,0,21.76546,4.6518364,7.2301655,0,0,1.4905378,25.787476,0,0,1.2522027,0
577,3.0830297,9.063749,6.740211,0.77310234,1.3195244,2.2697008,0,5.7679377,2.4647064,2.2702284,4.8494167,0,1.8929006,9.482331,2.482877,1.0074608,22.838789,0,7.930365,1.3761342,15.328053,5.6083584,0,0,0,0,0,5.4389253,1.809167,0,0,0,13.420283,10.402489,1.4462339,0,0,26.619415,3.2534864,3.4841805,0,2.2780154
578,9.188235,0,0,0.6891153,0.37178427,0,0,0.66126597,3.8603156,12.05017,0.35416073,4.3362155,2.9364717,7.4976735,0,7.0832367,38.555676,0,2.1494958,3.2689235,0,3.194956,0,3.8652241,0,10.980987,0,16.121435,2.9525676,0,0,2.1906648,0,3.1017635,0,0,23.099775,11.43672,2.917063,0,0,6.2310586
579,13.588023,0,16.263172,2.0895,1.6746744,0,0,0,3.3778782,14.7113085,0.94409263,0,12.266659,0,7.298469,10.969462,21.590475,0.69331175,0,2.5088315,0,1.6063006,0,0.7854004,0,8.80665,0,6.8664703,0,2.6667316,0.534778,0,3.8219926,7.615503,3.2409225,1.2662227,0,9.199712,3.2909234,4.410438,0,7.5985937
580,9.278373,4.1680984,5.4481587,1.9992954,3.4122317,4.468773,0,0,0,1.2412592,4.698322,3.3296518,0,0,0.018048866,0,1.359061,0,8.456849,3.193067,0,0,0,0.33614358,6.0190573,1.8570402,4.1172314,3.7065232,0,1.6017092,3.6893244,0,0,8.136146,0,2.4607477,10.880666,12.07737,5.636689,0,0,0
581,3.1458588,0,0,0,0.89029175,3.7655864,0,0,1.7526598,0,0,5.5779114,0,1.2242156,0,16.52879,10.1130905,0,1.5535501,2.1396942,4.364985,1.030787,3.0000353,7.171417,1.6423596,13.209922,0,6.9928374,3.9200726,0,0,6.4707294,8.367607,0.577948,0,0,15.81184,19.591213,0,1.8051999,0,9.660167
582,0,0,4.3754673,1.5377245,0,0.6695855,0,4.759226,0,5.126754,0,0,0,0,0,0,24.642904,2.2870288,0.9324797,0,2.045849,2.737914,2.9866977,5.1599283,8.168939,12.722565,0,9.279171,0,0,0.19115014,0,0,2.6216507,1.627829,3.560042,38.80119,13.7946825,0,0,0,0.49530154
583,0.7103379,0,0,0,0,0,0,6.1525555,0,1.7608882,0,12.512954,0,1.8944517,0,10.796053,3.8071942,3.414478,6.0256042,3.2047377,0,0.34271893,2.3952382,4.37657,5.817955,3.6963897,14.754131,0,0,4.7169895,0,0,0,0.8622313,0,0,33.034157,0.13812342,2.2282398,0,1.3551788,0.40894315
584,0,9.2343,15.689344,0,2.612117,0,0,4.4944067,0,0,0,0,0,4.269988,0,1.2265979,11.790518,0,0,0.612473,2.287724,4.522947,2.2945626,1.8317416,2.0522819,10.710598,0,11.392761,3.6237586,0,0.34157935,0,0,5.0395064,0,0.23690163,30.121431,4.2653704,2.0051632,0,1.442463,4.709781
585,0,0,2.1207798,0,1.3722516,2.490492,0,4.270041,0,0,0,3.0034556,0,0,3.7970695,1.6323829,0,0,1.3719004,0.90075576,0.3386101,0.8623873,0,0,8.47391,22.037565,2.5980988,2.6418626,4.074454,0,3.8420322,0,0,7.852484,0,0,17.606598,5.4332724,0,1.1716069,5.3342047,0
586,0,12.284103,2.8006299,0,7.740213,1.4774804,0,12.674689,0,2.1786947,1.2946831,3.1303568,0,0.6265754,1.3810871,7.6183643,0,0,4.171287,0.69671863,0,12.063822,4.94269,0,9.97879,4.6070437,0,0,2.109861,0,4.366491,0,0,0,0.60980284,1.3048644,39.646194,0,0,3.3331225,1.418326,3.7528899
587,0,3.5712235,0,0,4.6686687,3.0483668,1.1651744,0,0,4.1181297,0,0.01168714,0,0,0,1.9924263,0,0,0,0,13.514857,0.7659727,0,3.0597982,3.0879257,0,0,0,0,0,0,0,0.83916396,5.900205,0,0,45.11521,0,2.4949312,2.1171277,0,5.737266
588,0,0,16.490866,0,0,0,0.7097904,0,0,6.508314,6.852614,0.68461865,6.7269826,0,1.6233022,5.0772867,0,0,0,5.653233,4.8474827,0.9199206,0,0,0,0,0,3.020794,0,0,0,3.057904,1.6695658,0,0,0.637534,50.64479,0,0,0,0,2.5718455
589,0,0,6.888052,0,0,0,0,0,0,2.6793234,2.500856,0,4.314705,0,0.49253824,0,3.4363267,4.365201,0,1.309005,0,0,0,0,0,0,4.007713,0,0,0,0,4.5071435,3.2631805,0,0,0,0,0,0,0,0.22348262,6.1261806
590,0,0,0,0,1.6091753,2.4649262,0.95007855,8.4356365,0,0,0,0,0,0,0,5.2938805,0,0.05496792,0,4.204589,0,0,4.006492,0,0.12269118,0,0,0,0,0.5283611,0,0,0,0,0,2.0931122,36.104458,0,0.73859924,0,2.5706234,0
591,0,0,17.440634,1.3044864,0,0,0.13795477,0,6.9914255,0,0,0,0,1.2134076,0,0,0,1.4602486,0,0,0,0,0,0,0,0,0,0,0,1.0258217,0,0,0,0,3.1498652,0,8.303125,0,0,0,0.6139812,0
592,0,0,50.6678,4.5328035,0,0,0.34455374,0,0,0,0,1.9734664,2.651982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58409846,0,0,0,4.7532444,2.3315225,0,0,0,0.74767035,0,0,0,0,4.6923504
593,0,2.1931777,20.002785,0,0,0,0,4.06339,0,1.0553098,0,0,11.7543955,5.7285557,2.7740288,0.24016805,24.942047,0.2120125,1.158813,0.5891069,0,0,0,0,9.351382,5.032802,0,0.5245484,4.1803236,3.8514454,9.966277,0,0,0,0,0.33439392,30.3434,0,0,0.55629283,2.0477567,0
594,0,4.7027535,32.227177,4.2455974,0,0,0,7.9949036,0,0,0,0,21.16611,0.29241264,0,1.6091175,2.1307383,0,0,0.7165082,0,0,0,0,6.5033364,7.731015,0,0,0,0,7.3968687,0,0,0,0.33660966,0,51.02406,0,3.7069776,0,0,0
595,0,0.97015536,49.11578,0.10900438,0,0,0,12.660687,0,0,0,0,38.292583,0,0,1.4650346,26.117073,0,0,0,15.966123,0,0,0,4.78704,9.197121,0.34043133,0.47953314,0,0,3.0736406,5.579719,9.99652,5.7208543,0,0,0,1.8596574,0,0,0,0
596,0,3.130064,26.508455,0,5.043021,0,0,12.928769,0,0,2.2332206,1.7100824,14.095383,0,0,10.958768,20.352982,0.92290485,0,0,3.9756012,1.4159393,0.6220893,1.3434404,8.487515,6.546805,0,4.4900517,0,0,12.172685,12.992176,0,6.830581,0,1.7294648,16.472013,0,0,0,0,3.3791654
597,0,0,13.750009,0,0,4.3609443,0,0,0,0,5.1334105,0,40.055035,0,0,5.4725995,13.37336,0.42747584,3.120761,0,0,0.95015013,0,0,4.1089244,20.216105,3.5173807,3.0384161,0,0.103822105,18.290884,0,12.218581,5.4616146,1.1066779,0,20.395372,0,2.540216,1.0874213,3.465877,2.7367086
598,0,5.658028,23.702847,4.3450174,0,1.132442,0,0,0.9225769,0,0,0,0,0.52590567,0,5.2626567,0,6.3395348,0,1.3337619,2.3450813,2.7086911,0,0,0,9.01869,0,0,0,0,11.471485,0,1.4352206,2.2982616,1.4500097,0,36.298798,0,0,0,0.9058784,0
599,0,4.412097,20.872278,0,0,0.39186183,0.3157035,0,0,0,0,0,20.796583,0,0.9635261,0.39579597,0,0,0,0,0,0.19340947,0,2.47229,0,2.2962549,0,0,0,1.593335,4.6411653,0,6.150241,1.2586296,0,1.6313466,17.168615,0,0,1.9261458,0,0
600,0,1.9503604,29.335905,0.0192043,0,0,0.60551727,0,0,3.0586164,0,0,15.208326,0,1.6722865,0,0,0,1.8795732,0,0,0,0,0,0,4.1991143,5.046004,0,0,1.16733,14.994904,2.8375196,0,8.930938,2.813321,2.4897444,3.4578578,2.6024785,0,0.03995262,0.7534391,0
601,0.12876101,3.945868,30.458324,0,0,0,1.211932,0.75829786,0,0,0,0,9.537752,1.1582373,0,0.4726821,0,0.9883846,0,0,0,0.043461327,4.270999,8.119419,0,0,0,0,0,0,0,9.039071,0.9512637,2.1521091,0,0,19.99111,7.5441623,0,0,0,0
602,0,2.075232,26.520105,0.6751161,0,0,0.49420342,0,4.725396,0.23650058,0,0,6.920991,0,0,0,0,0,0,0,2.6299198,0,0,0,0,0.29482356,0.3938789,4.9264894,0.69539165,2.1239865,0,12.098998,5.6136317,1.5012238,0,0,2.2418458,0,0,0,0,0
603,0,1.4621277,14.274891,0,0,0,0.22341225,0,2.9499524,0,0,0,1.308853,0,0,0,0,0,0.21503234,0,0,0,3.2924714,0,0,0,0,0,0,0.75072134,14.411346,0,0,2.9018571,0,1.6361195,0,0,4.392391,0.97719735,4.210729,0
604,0,0,7.5546546,0,1.9012909,1.8549491,3.0658765,0,0,2.0850115,0,0,0,0,0,0,0,0,0,0.2327015,13.071088,0,0,1.1728797,0,0,0,1.5082933,0,0,6.510102,1.2319009,0,0.3641912,0,0,0,0,0,2.5246,0,0
605,0,0,24.427372,0.15250635,0,0,1.2764258,0,0,2.608103,0,0,0,0,0,0,0,0,0,0,2.7384913,0,0,0,0,0,0,0.96024203,1.4035279,0.72462237,5.3189483,0,0,0,1.7042463,0,26.946918,0,1.0278053,0.48371315,0,0
606,2.317818,0,3.5331316,4.495102,0.272867,5.457584,1.3149117,0,0.07565745,0,0.27448213,0,0,0,1.4888124,0,0,0.26964512,0,0,0,0,0,0,0,0,0,0,0,0,0,20.444986,0,0,4.674433,0,0,0.0806099,0,0,0,0
607,2.4855394,0,25.325792,0,2.4401064,0,1.6913246,3.1790836,0.22252993,0,0,0,16.00817,5.9057927,3.1439116,0,0,6.397133,0,4.3926826,0,0,0,0,0,3.985108,7.872171,0,0,2.0076146,9.111789,0,0,0,0,3.3175588,29.1096,0,0,0.8015487,0,0
608,4.49801,0,11.31201,0,0,0.6233229,0,0,0,0,0.14677186,0,4.759679,0,0,0,0,3.8740928,0,0,0,0,0,0,0,0,0,0,3.431804,0.76894397,14.108702,0,0,0.95314264,0,1.9135386,17.602541,0,0,0,0,0.6835014
609,0,0,33.282738,0,0,2.0853732,0,0,0.52142733,0,0,1.868246,7.59204,0.5882522,0,0,0,0,3.6169477,0,0,0,0,0,0,0,0.9642783,0,0.5002581,0,5.536385,0.31073725,0,1.1058171,2.710072,0,0.7922829,0,0,0,0,0.28265563
610,0,9.317043,39.865017,0,0,0,0,0,3.846106,3.199157,0.2297383,7.2620053,18.800644,0,0,0,22.774076,0.9588861,0,0,0,6.701129,0,0,0,1.1555413,21.1004,0,0,0,3.761494,17.496435,0,0,0.7031976,0,16.559528,0,0,0,0,0
611,0,0,21.041777,0,0,0,0,0,0.26268876,0,0.6906669,0,27.796888,0,0,0,17.55439,0,0,0.019935682,0,8.579031,0,1.8459513,0,0,33.61637,0,0,0,14.663639,0,0,1.2552888,0,0,0,0,0,0,0,0
612,0,2.0140193,46.628323,8.6684675,0,0,1.173579,8.073736,0,0.100979894,2.8319259,0,20.138891,0,4.247603,5.158005,25.522251,0,0,0.6918348,0,0,0,0,0,6.5525436,30.892374,0,0.29574165,4.405878,0,21.388435,5.225727,0,0,0,0,0.9794934,0,6.191977,0,0
613,2.6570997,0,24.585552,1.7121984,0,0,0,0.43818766,1.1955608,0,5.133565,0,49.23767,0,0,0,26.410398,0,0,0,0,2.4782324,18.78879,0,0,10.547362,38.334057,0,0,0,2.8068788,8.300533,13.78988,7.195859,0,0,16.307238,0,0,1.462223,0,4.322761
614,16.71409,0,29.039726,4.3980184,0,0,0,3.657395,0,0.7042234,0.6719887,1.9178003,11.746338,0,3.3491194,1.877102,23.365116,0,0,0,0,5.700185,6.7260942,0,0,10.651553,19.66548,3.4859724,10.055202,0.9770096,18.731228,0,24.85933,0,0,0,0.09050032,6.074485,0,6.1831822,0,0
615,7.56762,0,25.770617,1.6431134,0,0,0,0,0,0,0,0,43.767048,0,7.743325,0,6.1326275,0,0,0,0,7.511273,9.974306,2.8248472,0,0,11.100432,2.1443214,4.432826,0,3.3913662,0,25.333897,7.0555315,0,0,0,5.4982,0,0,0,2.4638133
616,12.942134,0,45.421192,8.204271,0.38849512,0,0,0,0,0,0,5.934065,8.317891,1.1020111,1.6543076,4.349356,23.938684,2.3128407,0.93899995,0,0,1.1037194,10.563497,0,0,0,33.78444,0,1.4961022,0,8.825427,17.806805,25.431656,0.07968887,4.1739793,0,0,1.5976021,0,1.5244977,0,3.9790678
617,12.253878,0,35.72036,0,0,0,0,0,0,0,4.28897,4.997117,60.94312,1.179112,2.5495808,1.5213329,15.672893,0,3.7244186,0,11.303715,3.3468244,10.475863,0.58524644,0,0,22.410404,0,6.8707237,0,0,6.231069,36.643105,0,0,0,0,0,1.9551013,0,0,0
618,10.974231,0,23.71093,0,3.5773313,0,0,0,0.14789641,0,0,0,22.753956,3.1026475,1.7721391,0,8.836541,0,0,0,0.5924027,4.7639422,16.059504,0,2.7803679,8.482949,53.355106,0,8.185237,0,22.944796,1.0466737,23.14725,5.124718,0.9396981,0,3.9455771,0,0,0,0,0
619,1.9762061,0,13.902914,4.4991436,3.8216863,0,0,0,2.2224708,0,0.766251,3.282216,16.395555,0,0,0,19.772242,0,0,0,0,3.2756333,15.244655,0,0.16652808,0,15.948679,14.062836,3.7882304,0,1.0684911,7.830473,22.563452,0,0,3.8582249,0,0,0,2.4978247,0,0
620,16.504227,8.16752,41.929287,9.315481,0,0.22000454,0,0,3.883855,0.049198028,0,5.3454585,36.249912,0,6.883197,0.5508598,19.20252,0,0,0,0.82859856,6.1031737,6.4185934,0.43509158,3.9525054,0,33.297165,0,6.888138,0,9.939139,7.2203374,34.274376,0.057214174,0,0,0,0.9913577,0,0,0,0
621,14.195587,0,32.6328,0,1.2975125,3.5282505,0,2.080579,0,0,0,0.46146268,49.728745,1.9712815,0,3.741566,25.925987,1.9266763,3.1824107,6.1377587,0,10.340487,16.610147,4.1407,0,1.9774646,28.547626,0,17.82372,0,22.9647,12.266561,25.60822,12.400807,0.9530833,0.3199014,1.5470325,0,2.3428242,3.404538,2.0713556,7.0770607
622,12.214602,0,20.920752,0.002874629,6.8882985,0,0,0,5.9415483,0.26122668,1.1427418,5.630194,53.102028,1.6352557,10.035165,0.24130236,27.289248,0,0,0,0,5.384047,8.157619,0,0,0,38.97753,1.0745741,16.66817,0,6.647653,6.0104427,41.577442,3.4696472,0,0.25204286,5.130025,1.2508032,0,5.774808,0,0
623,20.033197,0,36.103745,0,7.690575,0.4720043,0,0,0,0,8.837315,7.8946157,43.910614,0,14.618616,2.4968328,0.8767384,0,0,0,14.985911,8.608926,14.794855,0,0,9.247315,23.698887,1.8042752,5.769776,0,0,13.857342,30.659445,0,0,0,0,0,0,17.107939,1.9852666,6.650466
624,5.0310783,0,18.377604,0,20.26791,0,0,5.6911826,0,0,5.112128,7.6388435,51.77375,0,0,0.02061653,12.725634,3.1210272,2.6889706,0,15.296172,13.618184,37.01691,5.1494465,0.58843005,11.301552,49.504814,3.161001,22.286875,3.3450322,29.599037,0,31.515661,9.707801,0,0,16.17929,0,0.20771141,19.956745,4.981876,4.6486635
625,12.790188,0,32.232025,0,6.9640546,0.20372948,0,2.7567372,0,0,7.366526,0.4310192,40.950653,0,0.95018977,0,10.65978,0,2.5473065,3.347978,28.122211,3.7167122,8.375877,2.988077,11.963566,9.948324,43.173134,3.817902,20.678787,5.7114544,18.592741,0,17.684933,8.676901,0.7054455,1.6779674,33.31153,0,2.276743,13.760029,5.1238976,7.7263007
626,5.31266,0,19.250952,0,3.5981307,0,0,4.605595,0,3.0023875,2.077308,2.770077,3.9686196,0.6285518,3.8858914,0,0.048089378,5.938649,5.776295,1.4610918,17.952227,7.7265406,8.793242,0,9.239663,6.737792,9.50695,4.679859,16.666464,7.6845355,17.86996,0,21.795721,3.335172,0,0,0,0,3.4505877,8.069873,1.1251192,0
627,1.042831,15.241882,11.981738,0,8.7872505,2.173946,0,2.1143217,0,0.14105853,0,7.528674,23.72695,0,5.8548403,0,0,0,0.59872764,0,15.630055,6.7950954,14.226888,0.48050767,2.084599,1.2075237,0,0.6997636,9.689419,0.44641665,18.162344,0,17.477419,0.61189765,0,0,4.800848,0,5.285472,3.0920362,1.6168188,4.396177
628,7.3557124,0,0,0,4.036004,2.7895339,0,0,0,0.742317,11.275882,0,25.46927,0,7.141352,0.45400223,0,0,0,1.0902656,14.783493,0,0,2.2968638,2.6290293,0,0,0,18.48941,0,5.268095,0,21.947344,0,0,0,11.987312,1.2014163,3.992091,6.778982,3.9749436,0
629,0,0,0,0,17.316936,0,0,0,1.0580617,1.6643422,8.661864,0,3.980402,5.1162086,4.3978124,0.53346246,0,3.8441103,0,0,16.13832,0,14.502115,0,0,0,2.7595978,0,8.838611,0,9.966206,0,0,0,0,1.8932741,25.004396,0,3.3249152,2.378395,0,0
630,2.0547187,1.3451018,0,1.3266894,3.8006654,0,1.9846283,1.6663109,1.909834,0,0.62549675,0.10638876,3.1448023,0,2.9350824,0,0,0.75112396,14.203145,0.08550777,0,0,0,8.045751,0.54113555,0,11.983786,1.9094698,12.266331,1.2950665,11.678175,0,10.471252,0.13930415,3.7144754,0,0,0,0,4.617002,0,0
631,3.1300113,0.39559364,0,0,2.313135,0,0,1.4612123,0,1.7509426,0,0,7.9025064,0,0,0,0,0,0,0,0,0,1.9034177,0,0.42650855,0,0.58338535,0,17.368137,3.1431656,8.646193,0,0,0,1.8630221,0,0,0.043490216,1.9492695,3.8839118,0,0
632,0,0,0,1.1922512,0.36490273,0,0,0,0.3472593,5.772091,3.8092074,0,0,0,4.142038,0,0,0,0,0,0,0.27268997,0,0,5.644003,4.4461594,0,0,6.6213183,2.948604,4.136652,0,0,0,0,0,0,0,0,0.61507285,0,0
633,0,0.5992126,0,1.3240198,3.5028675,0,2.546229,0,0.63408,2.8130994,0,3.6277544,0,0,6.6095395,0,0,1.9860096,0.5188635,0,0,0,0,0,0,0,0,0.5384108,5.715739,0,8.191183,0,6.2621055,0,1.2471503,2.4394536,2.823038,0.32199344,2.323348,5.1117086,0,4.437158
634,0,0,0,0,0,3.1223,2.7058287,0,0,0,0.23322877,0,21.762974,0,0,0,0,0,0,0,9.541325,0,0,0,0.60709816,0,8.431695,0,5.9238677,0,5.38912,0,4.106232,0,1.1026064,0,0,0.6977043,1.3432184,0,2.1441338,0
635,0,0,6.3391256,0,2.8400881,0.21424374,2.6575491,0,0,0,0,0,0,0,1.219412,0,0,0,2.9778621,0,0,0,0,0,0,0,0,2.1227367,0,3.8193288,0.70798284,5.0311427,0,0,0,0,0,0,0.7524666,0,0.4431766,3.0127842
636,0,0,1.8091786,0,0,0,1.8946248,0,1.2136183,0,0.42999086,0,6.695043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9715518,0,7.178407,0.8581378,0,2.944583,0,0,0.41909057,0,0.55731237,0,2.8437405
637,0,3.1001062,0,0,0,0,2.4121459,0,0,0,0,0,0,0,0,0,0.89493936,0,0,0.87038565,0,0,0,0,0,0,0,0,0.5254825,0,0,5.0526524,6.8339295,0,0,1.1035067,0,0.7474554,1.233072,1.5557566,0,0
638,0,0.3026442,0,1.7311727,0,0.7159813,3.6761718,3.9656565,0.4885415,4.927774,0,4.0605116,0,0.32691053,0,0.40059504,0,1.0630337,0,1.7587566,7.4902406,0,0,0,1.8768992,0,0,0,7.8572383,0,0,0,0,0,0,0,8.448271,0,0.5968354,0,0,0
639,0,0,0,0,3.1505399,2.9224792,1.7820002,0,0,0,0,0,0,0,2.0334384,1.6474106,0,0.73035425,0,0.22324513,1.3218126,0,0,0,0.122933246,0,0.36029664,0.9083622,0,0,0,1.348025,0,0,0.3242615,0,0,0,0,0,0,0
640,0,0,0,0,0,0,3.1552684,0,0,0,1.0806465,0.29024005,0,2.2111986,0,0,5.1430864,1.6862584,0.59865934,0,1.3759042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270622,0.88271064,0,0,0,1.7858696
