x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0023,y0024,y0025,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0038,y0040,y0042,y0043,y0045,y0046,y0047,y0048,y0050
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.867945,0,29.14422,4.406672,1.1691898,2.1197677,0,0,4.8478584,3.1106925,0,2.4365253,27.815851,0.007332038,9.695045,1.6853836,0,7.7848716,2.9296389,0.81725436,0,0,0,0,6.922371,0,1.5429952,0,0,0,0,0,0,0,2.2837,0,10.219065,7.7522635,0,8.825519,1.8344356,0
2,3.1103399,6.755665,12.436435,0,2.1945462,0,0,0,0,0,17.623304,3.9214582,16.419394,0.014113746,7.7469015,0,0.1179739,15.7948475,0,0.58532876,2.547124,0.8862368,0,0,3.8965664,0,0,0,2.8218384,1.707543,6.604198,17.581919,0,0,1.4164084,2.389983,19.939201,3.156384,7.351783,23.494608,0,0
3,3.1817594,0,0,1.101257,0,4.9015293,0,0.14793098,0,1.9202641,4.8816776,4.352768,9.034516,2.370352,3.958953,0,1.2132591,14.739465,2.625571,4.484895,1.3883849,0,0,0.115032956,3.8080459,0,13.8701725,0,0,0,6.1817265,12.863704,0.05306086,2.5982754,0,2.3443987,37.263397,0,0,13.517753,0,0
4,3.4517052,0.5123035,12.998296,0,0,0,0,0,0,0,5.6432524,5.243869,0,4.8179464,5.7441955,0,0,14.940495,0.20651484,0,12.709787,0.6735282,0,0,1.0742153,0,6.032432,2.424622,0,0,8.770131,3.1619143,0,0,5.209622,4.2826047,22.956007,1.1360694,1.4461645,10.193595,0.34884197,4.3306575
5,0.36928475,4.208823,0,1.7907201,0,0,0,0,0,2.4872015,2.5646853,0,3.97129,0,4.2298775,0,0.18335445,4.6128364,2.2251966,0,0,1.5210123,0,3.921185,0,0,0,2.1659741,0,0,0,1.8898385,0.02345497,0.38169166,0,0,9.657601,0.79750496,1.7534329,3.2707534,0.70228255,0
6,0,1.5644429,0,1.5876796,0,0,1.3996938,0,2.89699,0,1.6883309,0,10.34545,0,0.8009871,0,0,8.745246,4.79771,2.6230075,0,0,1.0153896,0.54031944,0.16314742,0,4.2028556,0,0,2.9591537,1.4592329,1.106311,1.4870464,0.13731849,0,0,24.904718,3.2077348,1.9092071,12.770058,3.5969768,0
7,0,5.125437,4.5967326,0,0,2.6676364,1.4318773,0,0,4.07937,7.8869696,1.0315375,0,0,0,3.9680731,4.798249,14.803965,0,0,0,0.7628085,0,3.4267998,0,3.6009917,7.841465,0,0,0,5.0197577,0,1.5034875,2.4190686,0,0,1.4558964,0,0,0,0,0
8,2.250441,4.8217793,0,0,0,3.203614,0.4324219,2.4962568,0.002522926,0,5.63975,1.6646234,0,0,0,0,1.4460977,8.225776,0,0,12.696706,0,1.3902366,0,0,0,0,0.1936055,6.028813,0,0.6271584,3.5523288,0,0,0,1.8095139,26.400623,0,0.3802699,0,0,0
9,0.025178501,2.068589,3.2621434,0,0,0,0.2010694,0,0,3.8094056,0,0,15.087414,4.0589175,1.049734,0,0,0.52874774,0,0,5.097475,0,4.805528,0,0.16871987,3.1890147,6.6116023,0,2.874725,0,0,0,6.8720307,4.5310807,0,0,14.101948,0,0.9573647,4.994331,0,0
10,0,4.7336984,0,0,0,0,0.9922758,2.88517,0,0,4.221186,4.7934313,3.0780869,0,9.173348,0,2.6479332,3.189793,0,0.65490663,5.780926,0.70697856,0,0,0,0,0,0,0.4941218,0,4.1647,0,0.7212547,0,0.6835964,0.005008633,0,0,4.488002,0,0.35915652,0
11,0,0,0,1.180221,0.13613912,0,0,0,0,0,5.9675064,0,0,2.6454957,0,0,1.0555394,0,3.6831212,0,0.037423257,0,3.3603542,0,0,4.1339173,0,0,0.7926107,0,0.066957146,15.20265,3.2228062,1.6802119,0,2.045246,0,0,3.2171524,1.7843668,0,1.231463
12,0,0,0,0,0,0.20193775,0,0,1.0343716,0,0,0,0,0,5.1110744,0,0.31449106,2.1069088,0,0.3962991,0,0,0.5731486,3.7640877,0.40238303,0.70050794,0,6.3121076,0,0,3.9408813,0.9995878,0,0,0,0,0,0,1.6109477,0,0,0
13,4.804021,0,0,0,0,0.68649405,0.80711615,1.8237094,3.7364223,2.1036124,0.5656353,0,0,0.35030457,0,0,0,0,1.9644763,0.747011,16.447273,1.0687113,0,3.831702,4.526524,0.6087425,12.969406,0,0.8605103,1.7926513,1.4425293,0,0,0.8425544,0,2.028362,8.199602,0,0,0,1.4296718,1.2037009
14,0,0,12.772468,0.50609744,3.0990198,0,0,0,0,0,0,0,0,3.1436899,4.3760843,0.82491744,0,5.039693,2.9405165,0,6.572637,0,1.7496135,0.63343,0.7038324,0,0,1.4244008,0,1.4878356,0,0,16.718327,0.14370716,0,5.421462,0,0,0,0.6195716,0,4.774269
15,9.03303,1.699627,0,0,0,1.3985274,0.5194079,0,0.4175246,0,0,1.6133873,0,2.3864102,0,2.2159483,3.785686,0,0,0,0,0,0,2.4134533,0,0,7.8045154,4.6053596,0.3979498,0,0.17827585,0,0,0.58591324,2.3231032,0.555456,5.815973,4.989781,0.5054137,0,0,0
16,0,5.1810875,0,0,1.9765859,0,0.8702505,0,4.624825,8.732896,0,0,0,0,2.867481,0,0,8.463849,0.54299414,0,7.7576795,0,0,0,3.6179717,0.8307359,0,0,2.858391,0,0,11.837254,4.0784354,0,0,2.4435554,0,0,1.4288336,0,0,0
17,0,0,0,4.766065,2.4400454,0,0,0,0,0,0,0,3.5640574,0,0,0,0,1.7554467,0,0,0,1.5072823,0.9434358,1.6532649,0,3.7499375,0,0,0,2.232813,1.587951,0,0,0,0.760612,0,0,0.3922211,0.37586603,1.0792143,1.9535735,0
18,0.072900206,0,6.314963,0,0,0,0.4911191,0,0,4.670594,0,0,0,0.56182903,1.6261141,0,4.734769,0,0,0,0,0.34307316,0,0,0,1.2799338,0,3.0217123,4.4355145,0,0,0,0,1.1359938,0.47679067,0,0,3.617176,0,3.9734929,1.2044438,0
19,0.97963506,0,0,0,0,0,0.26852784,3.133447,0,0,0,0,11.0664015,0,0.11494018,2.2429209,0,1.6403397,4.6230197,0,6.38935,0,1.6677192,0,0,0,30.419973,0.42672268,0,2.7228878,0,1.0044636,0,4.0363736,1.0798646,0,20.632645,0,0,1.9872754,0.15506253,4.7264824
20,0.071797565,3.9305031,0,0,0,0,0.81290716,2.7713065,0,0,0,0,0,0,0,0.24398911,0,0,0,1.387284,0,3.3106625,0,0,0,0,0,0,2.9943395,0.58771354,1.9384809,0.187984,7.6575627,0,0.77814835,0,0,0,0,3.1447248,0,0
21,0.74778455,2.546808,12.063125,2.728564,0,0,0,0.19013113,0,0,0,3.13497,0,0,0,0,1.7878377,0,0,0,0,0,0,0,6.4449267,0,0,0,0,0.26215267,0.8343817,0,0,0,0,1.7764784,0,2.964908,0,0,0,0
22,0,0.1387324,0,0.38023198,0,0,0.52702355,0,0,0,0.2893883,0,0,0.1074885,1.3368918,2.6298566,0.000345703,0,1.6281002,0,13.614635,1.6629379,0,1.5400766,0,0,0,0,2.4715414,0.2789478,0,16.33229,6.1963625,3.1020598,1.5582381,0.32031193,0,0.4806288,1.0408396,2.4693367,0.96070206,0
23,0,0,6.8458242,0,0,0,0.43871656,0,0,2.6898603,0,0.8275549,0,1.8795289,0,0,0,1.2638559,4.6001534,0,0,0,0,0.012728962,0.14873175,2.2064989,2.3790522,0,0,0,0.64515823,0,0,0,0,0.4967894,9.988046,0,0,2.2862515,0,2.4925427
24,0,0,0,0,1.0479282,0,0,0,0,0,0,0,0,0.5481683,2.012444,0,0,1.0724437,0,0.5771327,1.2586089,0.09442635,0,5.721782,2.8733108,2.877912,0,1.541991,0,0,0,0,0,0,2.0783238,0,19.334229,0,0,1.0037707,0,0.026606534
25,0.22367503,0,1.1366932,2.4195843,0,0,1.4155587,1.4397706,0,0,0,0.39765462,5.1793327,0,0,1.7259926,8.736472,0,3.1202934,1.4183205,0,0,2.2013361,0,0,0,0,2.6418374,0,0,2.1644852,0,0,1.2075049,0,0,0,0,1.7503085,0,3.9767387,1.3046261
26,1.0745059,0,5.3048844,0,0.17036438,4.245616,0,2.4633708,0,0,0,0,0,1.0451049,1.0869529,1.0717742,0,0,0.9633851,1.5799668,6.996244,0,3.8962362,4.6368837,0,0,0.11104464,0,0,4.7935023,0,10.200976,6.8900743,2.399189,0,0,0,0,0,0,0,1.6708865
27,0,0,0.22847669,0,0,0,0.50473607,0,0,0.37171206,2.6204422,1.7390996,7.4136925,0,0,0,0,0,4.457212,0,0,0,0.93590003,0,0.8588598,0,0,0,0,0,0,0,0,0.1993576,0,0,0,0,0.87087196,0.9279814,0,1.8010654
28,1.7617787,0,5.2667446,0,0,5.123356,0.47317997,2.24585,0,2.022775,0,0,0.2743427,0,0.2012161,0,0,0.9874054,1.73512,1.7494986,0,0.14029531,0,0,0,0,0.16895431,0.9373427,0,0,0.783964,0,0,0,0,0,0,1.3361539,0,0,0,0
29,0,4.9206705,0,0,2.9724464,0.8473977,1.8675259,1.077015,0,0,1.1999155,0,9.73267,0,0,0,0,1.7512941,0,0,0,0,0,1.3851938,0,0,4.3270483,0,0,0,2.1612182,0,0,0,0,0,0,2.9733005,0.94735074,0,3.0894456,0
30,0,0,0,2.9612513,0,2.5160506,0.15578926,0,0,5.275101,0,1.8246273,0,0,0,3.2113626,0,0,0,0.4967346,0,0,0,3.8249717,3.528326,0,2.7579985,0,4.704542,0,0.5866338,0,1.1473427,0,0,0.4657628,7.8119307,1.9588495,2.3994937,0,0,0
31,0,3.3947682,0,0,2.7373729,0,1.5055466,2.0288367,0,0,0.7165895,1.4421122,9.915751,0,1.1267408,3.352851,0,0.2584055,0,0,0,0,0.47377038,0,3.3488872,0,0,0.56132793,7.298613,0,0,0.4767356,2.608023,0,0,0,0.0675614,0,0,1.8494605,0,2.2118144
32,2.5252187,0,0,0,0,0.36473897,0.24857715,0,3.6619582,2.6918845,0,0,3.3577726,0,0.03418829,0,0,0,0,2.3641183,10.396802,1.9636409,2.857157,2.3890026,0,0,8.20617,1.7810065,0,0,0,0,2.1712673,0,3.9638677,0,0,0,0,0,1.858797,0.28551733
33,0,0,15.820934,0,0,0,0,0,2.7855077,0,0,0,18.543827,0,2.9423835,0,12.897888,0,0,0,0,0,0,1.8883678,1.2824268,0,0,5.2338505,0,0.3616771,0,15.513186,11.568515,0,3.2330484,0,0,6.6014605,0,1.1168821,0,0
34,0,0,4.478164,0,0.34283826,0,0.13603076,0,1.5026519,0,0,0,0,0.025007328,0.2686356,0,0.5060632,0,0,0,0,0.6315548,0,0,0,0,0,0.018689193,0,2.5660055,0.62547475,4.925745,1.7385803,0,0,2.7269301,0,0.8171238,0,1.5812676,0,0.7657527
35,0,0,0,1.8966007,1.7456751,2.7228978,0.08477316,0,0,0,1.2360929,0,0,1.3222816,0,0,0,0,0,1.4196062,0,1.0776291,0,2.9574387,0,0,0,0,0,0,0,0,0,2.5268514,0,0,0,0,0.60497665,0.076396726,0,3.1396015
36,0,0,0,0,0,4.2580943,1.3188461,0,0,0,5.031335,0,0,0,0,2.5602567,0,0,0,0.42364874,0,0,1.2273543,0.4903154,0,2.2113776,0,0,0.14862937,0.7431313,0,3.5195699,0,0,0,0,5.271907,0,0,0,0,0
37,0,5.960109,0,0.35365742,0.24179405,4.040664,0.3498841,0,0,0,4.397612,0,0,0,0,2.5612078,0,0,0,4.569546,0,0,0,0,0,0,0,0,0,0.189892,0,0,0,0,0.007858279,0,0,0,0,0,1.2997894,0
38,0,11.68239,0,0,3.5279164,0,0,0.5507396,0,0,0,0,0,0.29669285,0,1.987092,0,0,0,0,6.056916,1.4367425,0,0,1.6093918,0,0,0,0,0,0,0,0,0,0,0,0,1.1125362,1.0799787,0.008588697,0,2.2753627
39,0.109769344,7.3404164,0,0,0,4.531011,0,0,3.0831294,0,0,0,1.389384,0.32385343,0,6.43433,0,0,0,0,0.61282617,2.2933729,0,0,0,5.1163096,10.764229,0,0,0,0,0,0,0,0,0.37159795,0,0,0.4350139,0,1.0438161,0
40,0,0,0,0.26852828,4.2430573,0.5216797,0.6501338,0,2.9505353,0,4.4631963,2.5380836,0,1.567737,0,1.1755962,0,3.8838336,0,0,0,1.8323988,0,0,0,3.9315796,0,0,0,3.667356,0,0,0,0,1.4240837,2.0919213,0,0,0.79066825,0,0,0
41,0,0,0,0,0,3.1385157,0,0.31345323,2.7584743,0,3.3266122,0,0,0.07203741,0,3.2456617,0,0,0,4.2661414,6.43678,0.85263807,1.9837464,0,0,0.41173336,0,0,0,0,0,0,0,3.166505,0,0,11.207701,0,0.8047753,0,0,0
42,0.88545,6.240565,0,1.3628356,2.3504186,3.0479803,0.24824663,0.5393348,0,0,1.4048922,2.865987,0,0,0,0,3.802509,4.0608315,0,0,3.10078,4.210727,0.588183,0,0,0.7868584,9.923279,0,1.0174747,0,0,0,0,0.2786613,0,2.7303631,0,0,0,0,0.6154872,0
43,0,0,0,1.3862706,0,0,0,3.115701,1.8835678,0,0,1.348288,0,0.0721005,0,0,13.492514,0,1.4358395,0,0,2.0693789,0,0,0,1.8512123,0,0,1.8454361,3.2711098,4.176346,0,4.0800776,3.1517859,0,3.6306517,0,0,4.4439907,0,0,0
44,0,11.916509,0,0,0.18402849,0,0,0,0,4.304269,0,0,0,3.550757,1.3581698,1.1830376,16.417614,1.0418525,6.3038445,0.3368947,12.058149,1.7146559,0,5.2076373,3.5029907,0,0,0,0,0,0,0,0,0.74761707,0.5335496,0,0,0,0,0,0,0
45,0,2.939359,0.4766975,0,1.3628929,0.47342178,1.1548561,1.2444065,0.6831197,0,0.82872003,0.17935126,0,0.2621693,1.530516,0,0,0,0,0,19.76739,0,0,0,0,2.6582003,0,0,0,0,0,0.7193599,0,0.35445163,1.2625289,0,10.446148,0,0,0,0,0
46,0.122897014,6.3484573,0,0,0.9964325,0.27772686,0.9468122,0,1.9699159,1.8061811,0.9248662,0.27128306,0,0,0,1.4236004,0.335384,0,0.09171279,0.28675237,1.47992,0,0,4.4183197,0,5.178256,0.027754467,3.4014988,0,0,0,2.8694718,2.8415499,1.0824964,0,0,0,3.1282306,2.352277,3.3477585,0.9707454,1.3354324
47,0,2.0898967,0,0,0,0,0,0.6095059,0,0.69904983,0,0.000440792,3.897466,0,2.4496057,0,0,0,2.0469074,0.20986067,0,0,0,0,0.31221333,5.8836093,0,0,2.6830184,3.842954,0,0,0,0.472608,0,0,0,0,0,4.055599,8.110056,1.1234742
48,0,0,0,0,3.6625583,0.3471174,1.8478187,3.8482356,1.496087,1.0022075,1.9269751,2.0848215,0,0,3.4442472,1.5095494,1.7057556,3.881874,0,0.6068458,1.3525134,0.94792444,0,3.8903444,0,2.999905,2.0727181,0,0,3.4749947,3.241783,0,0,0,0,0,1.1351887,0,0,0,0,0
49,0,0,6.5656686,0,7.1098595,1.3982738,0,0,0,0,0,0.7075641,0.2943605,0,0.35506147,0,0,5.047385,0,0,0,0,0,1.8656267,1.5774318,1.8531975,3.2222495,0.9792032,1.4904158,0,0,0,2.3297963,6.9963913,0,0,2.647877,0,6.4109282,0,0.21021467,0.10882294
50,0,0,2.3503218,0,0,2.6590514,0,0,0,0.670149,0,0,0,0,3.0988624,0,0,0,0,2.3446188,0,0,0,1.6364127,0.055346347,2.9552934,0.065629266,0,0,1.1292156,0,0,6.2125745,0,0,0.19174343,0.8479749,0,0,0,0,0
51,0,0,0,2.8969927,0,0,0,0,0,1.6343375,1.1092873,0,10.098724,0.7986524,1.6753876,2.1076436,0,1.1896713,2.3822138,0,2.227788,0,0,0,2.3962188,0,0,0,0,0,3.653367,0,0,0.68715286,0,0,1.4088116,0,0.20632458,0,1.4931793,0
52,0,0,0,0,1.1966118,1.8091173,0.70385605,0,0,0,1.9559512,0,0,4.3267965,0,0.40080586,0,0,0,4.359131,0,0,4.146728,0,1.3571209,0,3.0967813,0,7.941891,1.0699699,0,0,0,0,4.721768,0,0,0,0,0,0,1.5189826
53,0.9345767,7.745553,0,0,0,0,0.40385866,0,1.50108,0,0,0,0,0,2.8356614,0,1.3338208,0.213444,5.9409084,0,0,0,0,0.2748678,1.0060139,0,2.9973173,0.45306683,0,1.2795712,0,0,0,0,0,1.7819062,0.5718082,0,4.5584183,0.9747207,1.1569502,2.5554993
54,0,0,0,0,0,0,0.6745466,2.2973888,0,3.0470133,2.1164706,0,0,1.0192498,0.8167729,0,0,5.3958955,0,0,5.429096,0,0,0,0,2.0828707,0,0,0.9743367,3.213679,0,3.3107011,0,0,1.6669351,0,17.26136,0,0,5.707416,3.130733,0
55,0,0,0,0,1.4126695,0.5441567,0,0,0,0,1.0841242,0,3.553319,0,1.1615884,0,0,0,0,2.9993958,0,0,2.4997997,0,0,0,0,0,2.159113,0,0,0.35281134,0,0,0.56387514,1.8928236,0,0,0,0,0,6.5532627
56,2.7637603,6.69173,0,0,0,0,0,0,14.112489,0,0,3.2192144,1.8387163,0,4.145853,0,0.06665917,0,0,0,0,0,7.7979937,0,0.90229464,0,0,3.2582343,0,2.5300658,0,4.3822136,8.671348,0,0,0,0,5.8475137,0,0,0,0.68434525
57,2.8364537,0,19.116554,6.4734454,0,0,0,0,0.36017293,0,6.1223545,0,0,0,3.4697256,0,6.4364877,0,0,1.2422563,0,0,0,2.4277184,0,0,0,5.4049263,0,0.65372837,0,16.806818,0,0,0,0,0,1.779054,0,0.8429982,0.24642015,0
58,3.0840487,0,5.772302,1.0606724,0,0,0.26587242,0,4.8254833,0,0.14439866,3.2308738,0,0,4.928453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68696,5.211945,0,0,0,0,3.9550583,0,0,0,1.3734865
59,0,0,4.969075,0.57625914,0,0,0,0,6.0883074,0,0,0,7.3578134,0,0.43632907,0,0,0,0,0,0,0,0,0,0,0,10.472496,0,1.1512573,0,0,4.1960087,5.9598174,0,0,0,0,0,0,10.171043,0,0
60,1.5862732,0,5.2936797,1.7104548,0,0,0.4443828,0.025652666,0,0,1.9580009,5.2352095,23.645185,0,0,0,8.07483,0.51217985,0,0,2.920231,4.6366243,0,1.5546131,0,0,0,0,0,1.147767,2.089191,0,0,0,2.6463156,0,0,2.9899986,0,0,0,4.2377353
61,0,0,5.9718666,5.415983,2.164415,0,0.24859281,0,0,0,0,3.1565695,0,0,0.6316447,6.679106,1.6992285,0,0,0.5070822,0,0,0,0,0,0,0,0,0,0.83488345,0,22.467503,0.43136087,0.24740106,0.5726645,0,0,2.9450011,0,0,0,0
62,0,8.171366,2.9242516,0,0.3931675,6.546922,0,0.24849404,0,0,0,4.0507865,0,0,0,0.28724784,2.5741541,0,2.760648,5.3800583,0,0,0,0,0,0,0,0,4.4726863,0,1.9173837,0,0,2.0562394,1.8412777,0.0940123,0,0,0,0,0,0
63,0,9.829326,0,0,2.2524784,0,0,2.551163,1.1421547,0,0,0,0.32458892,0,0,2.0551293,4.4204154,1.2705323,0,0,0,0,0,0,0.43215618,5.4278007,0,0,1.3622901,0,2.1321778,0,0,2.9385817,2.6874404,0,0,0.41769302,2.8631954,0,0.001506332,0
64,0,0,0,0,2.2064016,0,0.14763953,7.1088247,0.06703725,10.547362,5.782807,0.978076,10.756161,0,1.051163,0,0,0,4.0995755,0.81186473,13.305281,1.8930422,2.1328983,0,3.7668912,0,0,0,0,0,0,3.1220376,0,0,1.5275674,0,17.196543,0,0.3843658,0,0.89382654,3.7229035
65,4.3844004,13.515755,2.7333052,3.118522,0,1.6890087,0,0,0.96198016,0,0,0,12.177507,1.1222279,0,0,0,0.23575713,0.32552537,10.899846,0,0,0,2.8094287,0,0,0,0.54187495,3.1248968,0.5833533,5.2691326,0,0,0,0,0.36212146,3.660965,3.4354496,0,2.1938114,0.89389133,0
66,0,0,0,0,0,0,0,0,0.5546952,0,0,1.6925313,1.0379237,0,0,3.2833354,5.0974045,6.3640985,2.9870307,3.4895158,0,3.4104311,4.0371156,3.115883,3.7705257,0,4.626372,1.1539645,0,0,0.77888733,6.8664823,0,0,3.871097,0.63309574,11.355984,0,0,2.647483,0,0.47160813
67,0,0,0,0,0,0,0,3.0204523,0,5.992673,0,0.09148673,0,1.286942,0.833034,0,11.72742,0.9495912,0,0,0,2.6599827,0,0,0,2.6660395,14.776264,0,0,0,0,6.205822,0,0,0,0,0,0,2.9063828,0,0,1.7777321
68,0,0,4.1341696,0.14162481,0,0,0.578368,0,1.8246312,0,0,0.7094229,13.841964,3.6370628,0.70653754,0,0,0,1.5979568,0,1.6760471,0,2.092907,0.816637,0,6.01377,1.8088158,0.47083193,4.424197,0,0,0,10.703857,0,0,0,0.35152373,0,1.1151115,0,2.2187011,3.7363858
69,1.2507465,0,0,0,0,3.8124843,0,0,1.0384778,0,0,0,0,0.015156175,0,0.83363914,0,0,3.9337897,0,0,0,0,6.5378747,0.89147675,4.6256685,0,0,0,0,0.30560023,0,5.341044,0,2.8049295,1.1889288,20.140482,1.2092052,0,1.4403489,0,0.651651
70,0,0,0,0,3.2788837,0.25804773,0.3475351,0,1.0609459,7.075806,5.8190475,0,0,0,0,2.1434062,7.9547606,1.5481702,0,0,17.805315,0.05210282,1.2843904,0,2.3750837,0,0,0,0,0,0,0,0,0.5016774,0,0,0,0,3.0656345,4.244906,0,0.4873772
71,0,0,0,0.99341816,0,0,0,0,0,0,0.1067367,0,4.2278395,0,0,0,0,0,0,3.364332,0,0,0,0,0,0,0.15537997,1.1615045,0,0,2.5488067,4.6549425,2.1653519,0.21964754,0,4.160643,0,0,0,0.058896046,5.190339,0
72,0,0,0,0,0,1.9122138,0.8247815,2.3945494,0,1.7028306,0,0,2.0093122,0,0,0,0,0,0.60939366,0.47336817,1.1473476,0,0,3.872567,0,0,1.6927083,1.6294013,0,0,0.37186924,0,0,2.02017,2.2661083,0.38695037,0,2.8451254,0,0,0,7.496825
73,0,1.2631446,9.156908,1.6414428,5.797201,0,0,0,0.4949329,0,0,0,0,0.21053737,0,0,0,1.3065214,4.371109,0,2.8671148,1.297705,0,0,0,0,0,6.8387356,7.7865148,0,0,0,0,3.1051764,2.1533265,0.054137304,0,0,0,4.267956,1.4391751,0
74,0,0,0,0.35996273,0,4.436606,0,0,0,0,3.390292,0,6.774135,1.230241,0,0,6.626083,0.37274057,0,2.723257,0.19097207,0,1.726205,0,0,4.313757,0,0,5.9515743,0,0,0,3.4300606,0.06252765,0,0,5.398623,0,0,2.071836,2.2333858,0
75,0.39571065,0,0,0,3.1838999,0,0.707668,2.440952,0,0,0,0,0,5.1427045,0,0,0,0,0,0,0,0.37063387,0,0.35365704,7.2837567,0,0,0,0,0,1.100146,0,0.5301361,0,0,0,9.092361,0,5.5449815,3.434709,0,2.3979537
76,2.787561,0,0,0,0,0,0,1.2961895,0,2.370072,0,4.336862,0,0,0,0,0,0.3137703,0,0,0,0.34177062,0,0,0,0,1.7792383,0,0,0,0.7523513,0,0,0.5630458,2.207887,0.40565717,0,0,0,0,0,0.9765996
77,0,0,0,0,0,2.8403742,0,2.4820137,0,0.06806294,0,0,0,0,2.9373882,0,0,0.35364914,0,2.4130163,0,0,0,0,0,1.0842611,8.916976,0,1.2127013,0.21703205,0,0,2.3715205,0,0,0,9.270437,4.1893935,0,0,0,0
78,1.6251452,0,4.136926,0,4.4393396,0,0,0.7902295,0,0,0,0,4.2239766,0,0.82168114,0,0,0,0,0,0.9409083,2.1087332,7.313539,7.487631,0,2.1023018,0,2.384069,0,1.3861184,0,0,0,0.88704246,0,0,0,0,0,1.1425366,1.3334041,0
79,0,0,1.3512279,0,1.4465319,3.654079,0,0,0,0,0,0,0,0,0.4560946,0,0,0,4.7694697,0,6.9423394,0,0,0,0,0.36639607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.376798,1.3606104
80,3.0705938,4.371287,0,0,0.85988575,0,0,1.440179,0,0.042394858,0.7203635,0.7782246,0,0,0,0,0,0,0,1.6721983,16.893026,0.10901434,0,0,0,1.7335224,4.359114,0,0,0,1.1927342,0,5.6062074,4.0489006,0,0,0,1.510704,0,0,2.1359768,2.2571776
81,3.0676243,5.5685267,1.1094621,0,6.6095963,0,0,0.5299174,0,0.7090007,0,0.13827498,0,0,0,0,0.5744667,1.948575,0.9999685,0,0,2.6215863,1.6228032,0,0,0,0,2.023439,0.4002671,1.171427,0.935787,0,0,4.0823402,0,5.0746207,20.963934,0,3.9431531,4.443493,0,0
82,0,4.4400334,0,0,0.1597867,0,1.6342763,1.4481928,0,0,6.797759,0,0,0,0,1.445157,0.2651929,0,1.2461612,0,0,0,0,0.7463848,0,2.6466033,0,0,0,1.1929104,0,0,0,2.3471363,0,0,0,0,0.9175577,2.7806408,0.7331116,0
83,0,5.8088107,0,1.2913764,0,0,1.1914418,0,0,0,0,5.26455,0,3.686594,0.23254755,0,0,0,0,0,0,0,0,0,0,0,0,5.262387,0.15244126,2.965384,0,0,3.880666,0,0.24190344,0,0,0,0,0,0.40420356,0
84,0,2.9637837,0,0.9383577,0,2.6557615,0.16230969,0,0,3.167128,0,1.5232946,10.130812,0,0,5.9079423,0,3.1757097,0.9480156,0,12.511722,0,9.815687,0,0,0.61495024,7.3600535,1.5678934,0,1.3397676,0,0,0,0,0,0,5.231094,0,0.5760038,0,3.2715118,0.007459031
85,0,0,5.6799226,0,0,0,0.3777355,0,0,0,0,0,0,0.48143062,0,0,0,0,0,0,7.713369,0.87593657,0,0.06847786,1.4749565,0.08510574,0,0,1.6962227,0,5.100767,0,0,0,0.3876699,4.166608,2.1755733,0,0,0.31210712,0,0
86,0.99365604,4.4757476,5.308936,0,2.45278,0,0.2504116,0,1.041475,4.9950175,0,0,0,0,0,0,1.1154501,0,2.344865,1.3242885,6.402441,0,0,1.8841269,0,1.6441398,6.2778983,0,0,2.471947,0,0,5.3492217,0.50868976,1.9092021,0.010215233,0.84855425,0,0,1.2851529,0,0
87,0,0.48303205,0,0,6.322679,0.62005365,0.09567187,0,0,2.2157087,4.320419,0,0,1.8961425,0,0,0,4.713755,2.8934808,0.9267051,0,0,0,0,0,2.1622238,0,0,0,0,1.9301196,0,0,0,0,0,4.0340724,0,1.5644091,0,0.25376773,0
88,0,0,2.0958383,0,0,0,2.1523337,0,0,0.31246018,0,0,0,0.64622605,0,0,0,0,10.227317,0,0,0,0,0,0,0,0,0,0,0,0.09259323,0,0,0,0,0,7.4714074,0,0.55809504,0,0,0
89,0,5.2297077,0,0,0,1.8151202,0,0,0,2.1604395,0,0,0,0,0,2.5401254,3.7494688,0.7768347,0.01254975,0,5.6417556,0,0,4.8310103,0,3.1702647,0,0.7742738,1.1450055,0,2.3922074,0,0.08401443,0,0,3.7920876,0,2.1403022,5.04107,0,0,0
90,0,0,0,0,1.6034381,0,0,0,0,0,0,2.4182558,2.0223784,0,0,0,2.9667935,5.462477,1.5336477,0,0,0,0,4.858172,0.6192281,0,0,0,1.2916574,0,0,0,0.5723777,1.2007045,0.32297495,0,8.638484,0.38312295,2.2193127,0,0,0
91,0,4.5516243,0,0,0,0,0,0,0,0.10682291,3.4519024,0,0,0,0,0,0,0,3.9107292,0,0,0,0,0,1.672115,1.8187405,0,0,0,1.9181168,1.4188392,0,0,0,0.1596395,0,0,1.0896528,2.7110298,3.117768,0,0
92,0,2.9246123,0,0,0,5.7632723,0,1.5495368,0,4.5660143,0.4722255,0,0,3.1684964,0,1.578984,0,0.15098572,0,0,5.108359,0,0,6.0046196,0,0,0,1.3390406,0.14555804,0,0,0,6.0858383,0,0,0.29398096,0,0,0,0,0,2.0288403
